dataset_id,age,richness
25370,3000,14
25370,5000,19
25370,6000,18
25370,7000,26
25370,10000,24
25372,1000,25
25372,10000,23
25763,1000,29
25763,10000,28
25773,1000,30
25773,2000,16
25773,3000,14
25773,4000,16
25773,5000,17
25773,6000,17
25773,7000,14
25773,8000,17
25773,9000,16
25773,10000,24
25773,11000,16
25773,12000,17
25837,1000,21
25837,2000,15
25837,3000,14
25837,4000,15
25837,5000,16
25837,6000,11
25837,7000,16
25837,8000,18
25837,9000,17
25837,10000,20
25837,11000,19
25837,12000,22
26319,1000,17
26319,10000,21
26431,1000,30
26431,2000,17
26431,3000,11
26431,10000,21
26435,1000,24
26435,2000,13
26435,3000,13
26435,4000,13
26435,5000,10
26435,6000,21
26435,7000,24
26435,10000,23
26448,1000,19
26448,2000,10
26448,3000,12
26448,4000,16
26448,5000,14
26448,6000,7
26448,10000,20
26499,2000,18
26499,3000,16
26499,4000,15
26499,10000,20
26505,2000,14
26505,3000,9
26505,4000,14
26505,5000,13
26505,6000,13
26505,7000,18
26505,8000,11
26505,9000,12
26505,10000,23
26505,11000,25
26514,1000,30
26514,3000,14
26514,4000,7
26514,5000,17
26514,6000,18
26514,10000,25
26518,1000,22
26518,2000,21
26518,3000,15
26518,4000,17
26518,5000,15
26518,6000,17
26518,7000,23
26518,10000,17
26520,2000,20
26608,1000,35
26608,2000,22
26608,3000,25
26608,4000,28
26608,5000,26
26608,6000,33
26608,7000,26
26608,9000,24
26608,10000,26
26608,11000,28
26608,12000,20
29236,1000,38
29236,2000,24
29236,10000,26
317,1000,11
317,2000,10
317,3000,9
317,4000,11
317,5000,11
317,6000,15
317,7000,14
317,10000,12
342,1000,26
342,4000,19
342,5000,24
342,6000,24
342,7000,21
342,10000,19
363,2000,5
363,3000,5
363,4000,6
363,5000,3
363,6000,3
363,7000,4
363,8000,7
363,9000,7
363,10000,11
363,11000,10
363,12000,6
374,5000,14
374,10000,17
3869,2000,13
3869,3000,11
3869,4000,15
3869,5000,15
3869,6000,16
3869,7000,11
3869,10000,13
3872,2000,18
3872,3000,18
3872,4000,21
3872,5000,24
3872,10000,25
3882,2000,8
3882,3000,12
3882,4000,8
3882,5000,6
3882,6000,9
3882,7000,8
3882,10000,12
3900,1000,26
3900,10000,27
3977,1000,28
3977,2000,11
3977,3000,12
3977,4000,14
3977,5000,14
3977,6000,22
3977,7000,25
3977,8000,22
3977,9000,20
3977,10000,24
4011,1000,16
4011,10000,13
4012,1000,17
4012,2000,20
4012,3000,19
4012,10000,21
4024,1000,21
4024,10000,20
4041,2000,18
4041,3000,19
4041,10000,18
4042,1000,14
4042,2000,7
4042,3000,11
4042,4000,7
4042,5000,10
4042,10000,15
40448,10000,14
40450,1000,27
40450,2000,11
40450,3000,8
40450,4000,14
40450,5000,13
40450,6000,11
40450,7000,10
40450,8000,10
40450,9000,11
40450,10000,22
40450,11000,16
40450,12000,15
40452,2000,14
40452,3000,13
40452,4000,20
40452,10000,25
4056,1000,31
4056,2000,25
4056,3000,18
4056,4000,22
4056,5000,28
4056,6000,20
4056,7000,32
4056,8000,24
4056,9000,31
4056,10000,29
4056,11000,25
40564,1000,20
40564,2000,13
40564,3000,16
40564,4000,12
40564,5000,13
40564,6000,14
40564,7000,12
40564,8000,9
40564,9000,10
40564,10000,22
40564,11000,16
40564,12000,13
40566,1000,28
40566,2000,17
40566,3000,17
40566,4000,15
40566,5000,15
40566,6000,10
40566,7000,13
40566,8000,11
40566,9000,26
40566,10000,21
40566,11000,20
40566,12000,17
40567,1000,32
40567,2000,17
40567,3000,12
40567,4000,10
40567,5000,18
40567,6000,10
40567,8000,8
40567,9000,11
40567,10000,21
40567,12000,13
4058,1000,17
4058,2000,21
4058,3000,18
4058,10000,20
40582,1000,23
40582,10000,21
40627,1000,26
40627,2000,16
40627,3000,17
40627,4000,15
40627,5000,15
40627,6000,14
40627,7000,16
40627,8000,12
40627,10000,18
40634,1000,27
40634,2000,16
40634,3000,13
40634,4000,15
40634,5000,12
40634,6000,11
40634,7000,22
40634,10000,21
40642,1000,21
40642,2000,10
40642,3000,9
40642,10000,22
4092,2000,14
4092,3000,12
4092,4000,11
4092,5000,9
4092,10000,13
40949,1000,28
40949,2000,14
40949,3000,15
40949,4000,15
40949,5000,11
40949,6000,11
40949,7000,10
40949,8000,10
40949,9000,11
40949,10000,23
40949,11000,12
40949,12000,14
4095,2000,15
4095,3000,18
4095,4000,22
4095,5000,22
4095,6000,21
4095,7000,16
4095,9000,18
4095,10000,26
40951,1000,24
40951,10000,17
40958,1000,28
40958,2000,15
40958,3000,12
40958,4000,13
40958,5000,12
40958,6000,10
40958,7000,10
40958,8000,10
40958,9000,12
40958,10000,28
40958,11000,15
40958,12000,18
4118,2000,16
4118,3000,14
4118,4000,12
4118,5000,18
4118,6000,27
4118,7000,14
4118,10000,23
41189,1000,25
41189,2000,12
41189,3000,14
41189,4000,15
41189,5000,14
41189,6000,19
41189,8000,12
41189,9000,16
41189,10000,17
41189,11000,11
4120,1000,27
4120,2000,15
4120,3000,18
4120,4000,12
4120,5000,18
4120,6000,16
4120,7000,14
4120,10000,23
41222,1000,23
41222,2000,8
41222,10000,19
41241,1000,16
41241,2000,15
41241,3000,18
41241,4000,16
41241,10000,15
41305,1000,16
41305,10000,21
41310,1000,18
41310,10000,16
4133,1000,15
4133,2000,11
4133,3000,15
4133,10000,10
4136,1000,12
4136,10000,10
41421,1000,24
41421,2000,13
41421,3000,15
41421,4000,20
41421,10000,12
41426,2000,15
41426,10000,37
41448,1000,33
41448,2000,13
41448,3000,14
41448,4000,14
41448,5000,14
41448,6000,14
41448,7000,15
41448,8000,13
41448,9000,13
41448,10000,31
41448,11000,13
41448,12000,12
41467,1000,30
41467,2000,22
41467,3000,20
41467,4000,23
41467,5000,18
41467,6000,18
41467,7000,12
41467,8000,13
41467,9000,17
41467,10000,25
41467,11000,15
41467,12000,20
41469,1000,42
41469,2000,20
41469,3000,14
41469,4000,17
41469,5000,17
41469,6000,16
41469,7000,11
41469,8000,17
41469,9000,16
41469,10000,22
41469,11000,24
41469,12000,23
4147,1000,21
4147,2000,22
4147,3000,21
4147,10000,34
41485,1000,24
41485,2000,15
41485,3000,13
41485,4000,12
41485,5000,15
41485,6000,16
41485,7000,17
41485,8000,18
41485,9000,16
41485,10000,20
41485,11000,19
41491,1000,29
41491,10000,23
4150,2000,15
4150,3000,12
4150,4000,10
4150,5000,16
4150,6000,24
4150,7000,19
4150,8000,18
4150,10000,26
41502,1000,22
41502,2000,16
41502,3000,18
41502,4000,20
41502,5000,17
41502,6000,16
41502,7000,15
41502,8000,18
41502,9000,17
41502,10000,22
41527,1000,24
41527,2000,8
41527,3000,9
41527,10000,9
4154,1000,19
4154,2000,11
4154,3000,11
4154,10000,19
41543,1000,53
41543,10000,30
41589,1000,35
41589,2000,14
41589,3000,12
41589,10000,26
41631,1000,36
41631,2000,25
41631,3000,24
41631,5000,34
41631,6000,35
41631,7000,29
41631,8000,20
41634,1000,37
41634,2000,23
41634,3000,28
41634,4000,20
41634,5000,22
41634,6000,26
41634,7000,16
41634,8000,26
41634,9000,18
41634,10000,27
41634,11000,23
41634,12000,29
4170,1000,30
4170,2000,22
4170,3000,19
4170,4000,28
4170,5000,20
4170,6000,29
4170,7000,33
4170,8000,29
4170,10000,26
41748,1000,34
41748,2000,19
41748,3000,14
41748,4000,15
41748,5000,16
41748,10000,24
41756,1000,14
41756,2000,18
41756,3000,15
41756,4000,16
41756,5000,15
41756,6000,15
41756,7000,20
41756,8000,20
41756,9000,13
41756,10000,13
41756,11000,11
41756,12000,18
41764,1000,13
41764,2000,11
41764,3000,13
41764,10000,13
41770,3000,20
41770,4000,23
41770,5000,22
41770,6000,19
41770,7000,12
41770,8000,11
41770,10000,26
41770,11000,20
41770,12000,13
41835,1000,41
41835,2000,21
41835,3000,22
41835,4000,21
41835,5000,18
41835,6000,22
41835,7000,14
41835,10000,34
4184,1000,20
4184,2000,14
4184,3000,15
4184,4000,26
4184,5000,27
4184,7000,18
4184,8000,22
4184,9000,16
4184,10000,34
4184,11000,25
4184,12000,19
41842,1000,35
41842,2000,16
41842,3000,9
41842,4000,17
41842,5000,18
41909,1000,24
41909,2000,21
41909,3000,23
41909,4000,24
41909,5000,27
41909,6000,25
41909,7000,18
41909,8000,22
41909,9000,26
41909,10000,28
41911,1000,20
41911,2000,15
41911,3000,17
41911,10000,20
4192,2000,14
4192,10000,32
4197,1000,29
4197,2000,19
4197,10000,22
4198,2000,11
4198,10000,19
4200,1000,14
4200,2000,12
4200,3000,14
4200,10000,14
4203,1000,10
4203,2000,5
4203,10000,11
4209,1000,13
4209,10000,14
4211,2000,21
4211,3000,20
4211,4000,23
4211,5000,23
4211,6000,19
4211,7000,23
4211,8000,11
4211,9000,11
4211,10000,27
4211,11000,14
4211,12000,15
4213,1000,29
4213,2000,15
4213,3000,12
4213,10000,24
4221,2000,15
4221,3000,20
4221,4000,16
4221,5000,10
4221,6000,10
4221,7000,12
4221,8000,22
4221,9000,18
4221,10000,26
4239,2000,14
4239,3000,10
4239,10000,10
4251,1000,23
4251,2000,16
4251,10000,23
42542,1000,22
42542,2000,19
42542,10000,22
4256,1000,30
4256,2000,25
4256,3000,28
4256,4000,26
4256,5000,21
4256,6000,30
4256,7000,27
4256,8000,28
4256,10000,30
42563,1000,20
42563,2000,17
42563,3000,13
42563,4000,18
42563,5000,13
42563,7000,15
42563,8000,21
42563,10000,22
4257,2000,9
4257,3000,6
4257,4000,7
4257,5000,9
4257,10000,11
42570,10000,19
4259,10000,15
42649,1000,33
42649,10000,18
42668,1000,26
42668,10000,17
42671,10000,24
42673,2000,13
42673,3000,13
42673,10000,25
42681,1000,32
42681,2000,18
42681,3000,13
42681,4000,13
42681,5000,16
42681,10000,23
42683,10000,25
4269,1000,17
4269,2000,9
4269,3000,6
4269,10000,13
42692,1000,29
42692,2000,15
42692,3000,19
42692,10000,25
42720,1000,31
42720,2000,12
42720,3000,13
42720,10000,20
4279,1000,18
4279,3000,16
4279,4000,24
4279,5000,17
4279,6000,20
4279,7000,21
4279,8000,21
4279,9000,18
4279,10000,12
4279,11000,18
4279,12000,16
4286,1000,10
4286,2000,8
4286,3000,11
4286,10000,10
4308,1000,13
4308,10000,13
4311,1000,27
4311,2000,22
4311,3000,28
4311,10000,18
4314,1000,14
4314,2000,6
4314,3000,6
4314,4000,6
4314,5000,5
4314,10000,11
4320,2000,9
4320,3000,5
4320,4000,6
4320,10000,13
4330,1000,17
4330,2000,12
4330,3000,16
4330,4000,18
4330,10000,17
43513,1000,34
43513,2000,14
43513,3000,21
43513,4000,22
43513,5000,18
43513,6000,21
43513,10000,25
43525,1000,19
43525,2000,11
43525,3000,14
43525,4000,18
43525,5000,14
43525,6000,15
43525,7000,14
43525,8000,12
43525,9000,16
43525,10000,19
43533,1000,21
43533,2000,17
43533,3000,13
43533,4000,14
43533,5000,16
43533,6000,16
43533,7000,16
43533,10000,19
4362,1000,13
4362,10000,14
4364,1000,30
4364,2000,15
4364,10000,21
4367,1000,18
4367,2000,19
4367,3000,21
4367,4000,28
4367,5000,28
4367,6000,25
4367,7000,23
4367,8000,21
4367,9000,21
4367,10000,13
4367,11000,28
4367,12000,21
4369,1000,16
4369,2000,11
4369,10000,14
4372,1000,7
4372,2000,7
4372,3000,10
4372,10000,10
4373,2000,14
4373,3000,14
4373,4000,18
4373,5000,15
4373,6000,16
4373,7000,16
4373,8000,16
4373,9000,17
4373,10000,22
4373,11000,19
4373,12000,17
4375,1000,26
4375,2000,17
4375,3000,19
4375,4000,24
4375,10000,24
4377,1000,30
4377,10000,17
4378,1000,21
4378,2000,20
4378,3000,17
4378,10000,21
4383,1000,34
4383,2000,18
4383,3000,14
4383,4000,23
4383,5000,21
4383,10000,26
4385,1000,10
4385,10000,12
4393,1000,13
4393,2000,17
4393,10000,12
4397,1000,33
4397,10000,22
4398,1000,29
4398,2000,10
4398,3000,8
4398,4000,11
4398,5000,12
4398,10000,20
4403,2000,11
4403,3000,11
4403,10000,16
4413,10000,31
4421,1000,14
4421,2000,16
4421,3000,16
4421,4000,17
4421,5000,16
4421,10000,16
4435,1000,29
4435,2000,10
4435,3000,8
4435,4000,13
4435,5000,14
4435,10000,20
4436,1000,17
4436,2000,11
4436,3000,12
4436,4000,14
4436,5000,16
4436,6000,13
4436,7000,14
4436,8000,14
4436,9000,16
4436,10000,14
4436,11000,20
4445,1000,25
4445,2000,20
4445,10000,21
4466,1000,20
4466,2000,13
4466,3000,15
4466,4000,12
4466,5000,10
4466,6000,13
4466,7000,13
4466,8000,10
4466,10000,15
4468,10000,7
4472,1000,13
4472,2000,18
4472,3000,14
4472,10000,10
44723,1000,29
44723,2000,15
44723,3000,18
44723,4000,15
44723,5000,17
44723,6000,13
44723,7000,15
44723,8000,14
44723,9000,19
44723,10000,19
44723,11000,21
44723,12000,22
4473,1000,26
4473,10000,26
4479,2000,14
4479,3000,15
4479,4000,19
4479,5000,10
4479,6000,16
4479,7000,14
4479,8000,11
4479,10000,23
4485,10000,18
44896,1000,28
44896,2000,16
44896,3000,17
44896,10000,18
4492,1000,31
4492,10000,21
44941,1000,15
44941,3000,18
44941,4000,14
44941,6000,16
44941,7000,20
44941,10000,13
44951,1000,27
44951,2000,16
44951,3000,15
44951,4000,20
44951,5000,22
44951,6000,17
44951,7000,20
44951,8000,19
44951,9000,19
44951,10000,24
4497,1000,17
4497,10000,15
4501,1000,17
4501,2000,16
4501,3000,15
4501,4000,16
4501,5000,14
4501,6000,13
4501,7000,18
4501,8000,18
4501,9000,14
4501,10000,15
4501,11000,6
4501,12000,16
45105,1000,17
45105,3000,23
45105,4000,21
45105,10000,15
45107,2000,21
45107,3000,15
45107,4000,20
45107,5000,15
45107,6000,10
45107,10000,18
45117,1000,29
45117,2000,24
45117,3000,20
45117,4000,22
45117,5000,29
45117,6000,25
45117,8000,17
45117,10000,30
4517,1000,26
4517,2000,10
4517,3000,15
4517,4000,17
4517,5000,16
4517,7000,20
4517,8000,19
4517,10000,22
45170,3000,27
45170,5000,26
45170,6000,26
45170,7000,24
45170,8000,25
45170,9000,20
45170,10000,28
45170,11000,26
45170,12000,19
45188,1000,20
45188,2000,12
45188,10000,19
45192,1000,35
45192,2000,28
45192,3000,25
45192,4000,29
45192,5000,23
45192,6000,29
45192,7000,27
45192,8000,27
45192,9000,24
45192,10000,34
45192,11000,26
45192,12000,22
4524,2000,12
4524,10000,23
45281,2000,22
45281,3000,24
45281,4000,22
45281,5000,26
45281,6000,22
45281,7000,19
45281,8000,16
45281,9000,17
45281,10000,24
45281,11000,13
45281,12000,17
4531,1000,12
4531,10000,12
45312,1000,15
45312,10000,12
45319,1000,27
45319,10000,24
45320,1000,27
45320,10000,23
45322,1000,26
45322,10000,18
45324,1000,57
45324,10000,35
45329,1000,23
45329,2000,18
45329,3000,17
45329,10000,25
45343,1000,24
45343,2000,12
45343,3000,15
45343,4000,21
45343,5000,18
45343,6000,25
45343,7000,22
45343,8000,18
45343,10000,19
45345,1000,23
45345,2000,17
45345,3000,9
45345,4000,17
45345,5000,21
45345,6000,24
45345,10000,21
45347,1000,14
45347,2000,19
45347,3000,16
45347,10000,16
45349,1000,20
45349,2000,11
45349,3000,11
45349,4000,13
45349,5000,15
45349,6000,17
45349,7000,21
45349,10000,24
45351,1000,14
45351,2000,12
45351,3000,12
45351,4000,14
45351,5000,12
45351,6000,17
45351,10000,18
45377,1000,21
45377,2000,10
45377,3000,17
45377,10000,17
45379,1000,20
45379,2000,11
45379,3000,12
45379,4000,8
45379,5000,12
45379,10000,19
45381,1000,28
45381,2000,17
45381,10000,22
45383,1000,17
45383,2000,9
45383,3000,12
45383,4000,6
45383,5000,14
45383,6000,20
45383,7000,14
45383,8000,15
45383,10000,15
45385,1000,21
45385,2000,14
45385,4000,13
45385,5000,10
45385,10000,16
45387,1000,10
45387,2000,4
45387,3000,5
45387,4000,7
45389,1000,15
45389,10000,13
4539,1000,11
4539,10000,10
45391,1000,25
45391,2000,16
45391,10000,17
45393,1000,14
45393,10000,13
45395,1000,16
45395,10000,15
45398,10000,20
45404,2000,8
45404,3000,8
45404,4000,12
45404,10000,12
4549,1000,19
4549,10000,19
4555,1000,25
4555,2000,19
4555,3000,15
4555,10000,16
45636,1000,21
45636,2000,12
45636,3000,12
45636,4000,19
45636,5000,21
45636,6000,15
45636,10000,16
45639,1000,13
45639,10000,17
45642,1000,22
45642,2000,21
45642,3000,19
45642,10000,21
45698,1000,23
45698,2000,13
45698,10000,21
45701,1000,18
45701,2000,12
45701,3000,14
45701,4000,15
45701,10000,23
45704,1000,22
45704,2000,13
45704,3000,12
45704,4000,12
45704,10000,17
45707,1000,20
45707,2000,17
45707,10000,19
45710,1000,19
45710,10000,23
45713,1000,24
45713,10000,29
45716,1000,28
45716,2000,20
45716,3000,19
45716,10000,27
45719,1000,21
45719,2000,16
45719,3000,24
45719,4000,16
45719,10000,15
45722,1000,27
45722,2000,22
45722,10000,24
45725,1000,34
45725,2000,19
45725,3000,22
45725,4000,27
45725,5000,26
45725,10000,22
45728,1000,26
45728,3000,27
45728,10000,23
45731,1000,20
45731,2000,14
45731,10000,26
46280,1000,30
46280,2000,12
46280,3000,14
46280,4000,16
