dataset_id,age,richness
19820,7000,16
19820,8000,10
19820,10000,12
19834,1000,30
19834,10000,28
19937,1000,39
19937,4000,26
19937,5000,28
19937,6000,33
19937,8000,29
19937,9000,30
19937,10000,27
19937,11000,33
19937,12000,37
19995,1000,10
19995,2000,10
19995,3000,13
19995,10000,11
20001,1000,17
20001,2000,18
20001,3000,16
20001,4000,18
20001,5000,15
20001,10000,11
20014,2000,13
20014,3000,16
20014,4000,16
20014,5000,14
20014,6000,16
20014,7000,11
20014,10000,14
2004,1000,10
2004,10000,12
2011,1000,23
2011,2000,22
2011,3000,23
2011,4000,22
2011,5000,24
2011,6000,23
2011,7000,25
2011,10000,25
20188,1000,19
20188,2000,20
20188,3000,14
20188,10000,21
20194,1000,23
20194,10000,15
2023,1000,23
2023,2000,21
2023,3000,25
2023,4000,20
2023,5000,17
2023,6000,22
2023,7000,24
2023,10000,20
2025,1000,10
2025,2000,8
2025,4000,7
2025,6000,9
2025,7000,8
2025,9000,9
2025,10000,10
2025,11000,13
2028,1000,19
2028,2000,26
2028,3000,20
2028,4000,23
2028,5000,24
2028,6000,27
2028,7000,25
2028,8000,28
2028,9000,22
20281,1000,9
20281,2000,10
20281,10000,13
20295,1000,10
20295,2000,14
20295,3000,13
20295,10000,10
203,1000,23
203,3000,18
203,6000,24
203,9000,23
203,10000,21
203,11000,26
203,12000,24
20304,1000,18
20304,2000,17
20304,3000,20
20304,4000,16
20304,5000,17
20304,6000,18
20304,7000,21
20304,8000,14
20304,9000,13
20304,10000,16
20306,2000,19
20306,3000,18
20306,5000,16
20306,6000,19
20306,7000,18
20306,8000,16
20306,9000,20
20306,10000,16
20306,11000,18
20372,1000,7
20372,2000,15
20372,3000,15
20372,4000,15
20372,5000,13
20372,6000,13
20372,7000,14
20372,8000,12
20372,9000,16
20372,11000,16
20397,1000,16
20397,2000,9
20397,10000,13
2048,1000,17
2048,3000,18
2048,5000,22
2048,6000,21
2048,7000,26
2048,8000,24
2048,10000,20
2049,2000,21
2049,3000,14
2049,10000,18
20515,1000,22
20515,2000,11
20515,3000,19
20515,4000,14
20515,5000,15
20515,6000,11
20515,10000,14
2053,1000,23
2053,2000,20
2053,3000,21
2053,4000,22
2053,5000,26
2053,6000,22
2053,7000,20
2053,10000,24
2054,1000,10
2054,2000,12
2054,4000,9
2054,6000,11
2054,9000,14
2054,10000,10
2054,12000,11
206,1000,13
206,2000,11
206,3000,13
206,4000,9
206,7000,13
206,10000,13
20609,1000,7
20609,2000,6
20609,10000,10
20613,1000,21
20613,2000,16
20613,3000,18
20613,4000,15
20613,5000,14
20613,6000,15
20613,10000,17
20616,1000,20
20616,2000,15
20616,3000,20
20616,4000,17
20616,5000,17
20616,6000,18
20616,10000,20
20649,1000,21
20649,10000,15
2065,1000,27
2065,10000,22
20651,1000,14
20651,2000,11
20651,3000,11
20651,4000,15
20651,5000,14
20651,6000,14
20651,7000,14
20651,8000,17
20651,10000,11
20678,1000,14
20678,2000,17
20678,3000,18
20678,4000,20
20678,5000,12
20678,6000,17
20678,7000,17
20678,10000,13
20758,1000,19
20758,2000,22
20758,3000,23
20758,4000,25
20758,5000,11
20758,6000,18
20758,7000,11
20758,10000,17
20833,1000,16
20833,2000,17
20833,3000,14
20833,4000,16
20833,5000,12
20833,6000,15
20833,7000,18
20833,8000,15
20833,9000,18
20833,10000,17
20833,11000,17
20838,1000,15
20838,10000,17
20872,1000,11
20872,10000,9
20883,1000,12
20883,5000,10
20883,10000,10
209,1000,20
209,2000,22
209,3000,19
209,4000,24
209,5000,21
209,6000,24
209,7000,25
209,10000,15
20922,1000,17
20922,3000,12
20922,4000,12
20922,5000,17
20922,7000,16
20922,8000,16
20922,9000,15
20922,10000,15
20922,11000,16
20922,12000,13
21314,1000,9
21314,2000,3
21314,3000,10
21314,4000,11
21314,10000,8
21319,1000,14
21319,2000,21
21319,3000,23
21319,10000,14
21770,1000,13
21770,2000,13
21770,3000,16
21770,4000,12
21770,5000,13
21770,6000,16
21770,7000,17
21770,10000,14
21772,1000,12
21772,2000,9
21772,3000,9
21772,4000,10
21772,5000,8
21772,6000,8
21772,7000,9
21772,8000,9
21772,9000,8
21772,10000,10
21774,1000,10
21774,10000,8
219,1000,20
219,2000,16
219,3000,19
219,4000,23
219,5000,25
219,6000,13
219,10000,21
22400,1000,18
22400,2000,21
22400,3000,21
22400,4000,19
22400,5000,19
22400,6000,18
22400,7000,18
22400,8000,18
22400,9000,17
22400,10000,19
22400,11000,17
22400,12000,19
22407,1000,13
22407,2000,15
22407,3000,16
22407,4000,16
22407,5000,25
22407,6000,17
22407,7000,13
22407,8000,16
22407,9000,16
22407,10000,15
2265,2000,19
2265,3000,13
2265,4000,18
2265,5000,11
2265,6000,17
2265,10000,16
2270,1000,21
2270,2000,19
2270,3000,19
2270,4000,20
2270,5000,20
2270,6000,23
2270,7000,18
2270,8000,20
2270,9000,21
2270,10000,23
2270,11000,19
2270,12000,22
228,1000,21
228,2000,15
228,3000,20
2286,1000,23
2286,10000,25
2292,1000,27
2292,2000,19
2292,3000,21
2292,4000,21
2292,5000,23
2292,6000,21
2292,7000,20
2292,8000,21
2292,10000,19
22969,1000,13
22969,2000,18
22969,3000,18
22969,4000,18
22969,5000,16
22969,6000,17
22969,10000,16
2297,1000,17
2297,3000,18
2311,2000,11
2311,3000,6
2311,4000,10
2311,5000,7
2311,6000,8
2311,7000,6
2311,8000,8
2311,9000,9
2311,10000,11
2311,11000,9
2311,12000,13
2314,1000,26
2314,2000,27
2314,4000,22
2314,6000,23
2314,7000,14
2314,8000,15
2314,10000,26
2318,10000,20
2324,2000,12
2324,3000,9
2324,6000,12
2324,12000,5
2332,1000,20
2332,2000,25
2332,3000,27
2332,4000,24
2332,10000,17
2338,1000,22
2338,10000,19
234,1000,17
234,2000,13
234,3000,15
234,5000,14
234,6000,19
234,8000,13
234,9000,17
234,10000,8
2351,1000,7
2351,2000,9
2351,3000,8
2351,4000,6
2351,5000,9
2351,6000,8
2351,7000,6
2351,9000,9
2351,10000,10
2351,11000,9
2351,12000,14
2377,1000,18
2377,2000,18
2377,10000,16
2378,1000,24
2378,3000,24
2378,5000,24
2378,6000,22
2378,7000,20
2378,8000,23
2378,9000,21
2378,10000,22
238,2000,21
238,10000,17
2385,1000,29
2385,3000,27
2385,4000,29
2385,5000,26
2385,6000,19
2385,10000,19
239,1000,24
239,2000,25
239,3000,20
239,4000,31
239,5000,25
239,6000,20
239,7000,24
239,8000,20
239,9000,22
239,10000,22
239,11000,19
2391,1000,19
2391,2000,15
2391,3000,19
2391,4000,20
2391,5000,19
2391,6000,17
2391,7000,22
2391,8000,20
2391,9000,15
2391,10000,17
2391,11000,16
2476,1000,12
2476,2000,11
2476,3000,11
2476,4000,9
2476,5000,10
2476,6000,13
2476,7000,13
2476,8000,10
2476,9000,11
2476,10000,13
2476,11000,5
25,1000,13
25,2000,11
25,3000,11
25,6000,8
25,8000,13
25,12000,14
253,1000,14
253,2000,11
253,3000,10
253,4000,9
253,5000,13
253,10000,9
254,1000,28
254,2000,25
254,4000,19
254,6000,25
254,7000,25
254,8000,18
254,9000,18
254,10000,21
254,11000,23
254,12000,21
2576,1000,17
2576,2000,13
2576,4000,16
2576,5000,17
2576,6000,16
2576,7000,15
2576,8000,14
2576,9000,16
2576,10000,19
2580,1000,12
2580,2000,11
2580,3000,15
2580,4000,16
2580,5000,11
2580,6000,8
2580,10000,11
2586,1000,20
2586,2000,23
2586,3000,18
2586,5000,21
2586,6000,21
2586,7000,17
2586,10000,18
2588,1000,25
2588,2000,16
2588,3000,19
2588,4000,20
2588,6000,19
2588,9000,21
2588,10000,22
2588,12000,22
2590,1000,12
2590,3000,13
2590,4000,10
2590,6000,14
2590,7000,16
2590,8000,18
2590,9000,15
2590,10000,9
2593,1000,22
2593,2000,14
2593,3000,12
2593,4000,14
2593,5000,15
2593,6000,18
2593,7000,16
2593,8000,18
2593,9000,19
