neotoma_names,name,rank,id
Thesium,Staphylinidae,family,7854
Thesium,Thesium,genus,1040408
Thesium,Plantae,kingdom,6
Thesium,Tracheophyta,phylum,7707728
Thesium,Magnoliopsida,class,220
Thesium,Santalales,order,934
Thesium,Thesiaceae,family,4935842
Thesium,Thesium,genus,2889786
Tilia cordata-type,Plantae,kingdom,6
Tilia cordata-type,Tracheophyta,phylum,7707728
Tilia cordata-type,Magnoliopsida,class,220
Tilia cordata-type,Malvales,order,941
Tilia cordata-type,Malvaceae,family,6685
Tilia cordata-type,Tilia,genus,3152041
Tilia platyphyllos-type,Plantae,kingdom,6
Tilia platyphyllos-type,Tracheophyta,phylum,7707728
Tilia platyphyllos-type,Magnoliopsida,class,220
Tilia platyphyllos-type,Malvales,order,941
Tilia platyphyllos-type,Malvaceae,family,6685
Tilia platyphyllos-type,Tilia,genus,3152041
Viburnum opulus-type,Plantae,kingdom,6
Viburnum opulus-type,Tracheophyta,phylum,7707728
Viburnum opulus-type,Magnoliopsida,class,220
Viburnum opulus-type,Dipsacales,order,946
Viburnum opulus-type,Viburnaceae,family,4924416
Viburnum opulus-type,Viburnum,genus,2888580
Cerastium alpinum-type,Plantae,kingdom,6
Cerastium alpinum-type,Tracheophyta,phylum,7707728
Cerastium alpinum-type,Magnoliopsida,class,220
Cerastium alpinum-type,Caryophyllales,order,422
Cerastium alpinum-type,Caryophyllaceae,family,2518
Cerastium alpinum-type,Cerastium,genus,2873815
Cerastium undiff.,Plantae,kingdom,6
Cerastium undiff.,Tracheophyta,phylum,7707728
Cerastium undiff.,Magnoliopsida,class,220
Cerastium undiff.,Caryophyllales,order,422
Cerastium undiff.,Caryophyllaceae,family,2518
Cerastium undiff.,Cerastium,genus,2873815
Filipendula vulgaris,Plantae,kingdom,6
Filipendula vulgaris,Tracheophyta,phylum,7707728
Filipendula vulgaris,Magnoliopsida,class,220
Filipendula vulgaris,Rosales,order,691
Filipendula vulgaris,Rosaceae,family,5015
Filipendula vulgaris,Filipendula,genus,2987968
Filipendula vulgaris,Filipendula vulgaris,species,2988069
Hypericum pulchrum-type,Plantae,kingdom,6
Hypericum pulchrum-type,Tracheophyta,phylum,7707728
Hypericum pulchrum-type,Magnoliopsida,class,220
Hypericum pulchrum-type,Malpighiales,order,1414
Hypericum pulchrum-type,Hypericaceae,family,4900406
Hypericum pulchrum-type,Hypericum,genus,3189452
Prunus cf. P. padus,Plantae,kingdom,6
Prunus cf. P. padus,Tracheophyta,phylum,7707728
Prunus cf. P. padus,Magnoliopsida,class,220
Prunus cf. P. padus,Rosales,order,691
Prunus cf. P. padus,Rosaceae,family,5015
Prunus cf. P. padus,Prunus,genus,3020559
Rubus saxatilis,Plantae,kingdom,6
Rubus saxatilis,Tracheophyta,phylum,7707728
Rubus saxatilis,Magnoliopsida,class,220
Rubus saxatilis,Rosales,order,691
Rubus saxatilis,Rosaceae,family,5015
Rubus saxatilis,Rubus,genus,2988638
Rubus saxatilis,Rubus saxatilis,species,2992808
Salix pentandra-type,Plantae,kingdom,6
Salix pentandra-type,Tracheophyta,phylum,7707728
Salix pentandra-type,Magnoliopsida,class,220
Salix pentandra-type,Malpighiales,order,1414
Salix pentandra-type,Salicaceae,family,6664
Salix pentandra-type,Salix,genus,3039576
Saussurea nuda,Plantae,kingdom,6
Saussurea nuda,Tracheophyta,phylum,7707728
Saussurea nuda,Magnoliopsida,class,220
Saussurea nuda,Asterales,order,414
Saussurea nuda,Asteraceae,family,3065
Saussurea nuda,Saussurea,genus,2752681
Saussurea nuda,Saussurea nuda,species,5404462
Saxifraga aizoides,Plantae,kingdom,6
Saxifraga aizoides,Tracheophyta,phylum,7707728
Saxifraga aizoides,Magnoliopsida,class,220
Saxifraga aizoides,Saxifragales,order,7219248
Saxifraga aizoides,Saxifragaceae,family,2402
Saxifraga aizoides,Saxifraga,genus,2987833
Saxifraga aizoides,Saxifraga aizoides,species,8165236
Stellaria undiff.,Plantae,kingdom,6
Stellaria undiff.,Tracheophyta,phylum,7707728
Stellaria undiff.,Magnoliopsida,class,220
Stellaria undiff.,Caryophyllales,order,422
Stellaria undiff.,Caryophyllaceae,family,2518
Stellaria undiff.,Stellaria,genus,3085667
Stellaria undiff.,Animalia,kingdom,1
Stellaria undiff.,Mollusca,phylum,52
Stellaria undiff.,Gastropoda,class,225
Stellaria undiff.,Littorinimorpha,order,7390893
Stellaria undiff.,Xenophoridae,family,7055
Stellaria undiff.,Stellaria,genus,3244642
Succisa pratensis,Plantae,kingdom,6
Succisa pratensis,Tracheophyta,phylum,7707728
Succisa pratensis,Magnoliopsida,class,220
Succisa pratensis,Dipsacales,order,946
Succisa pratensis,Caprifoliaceae,family,6710
Succisa pratensis,Succisa,genus,2888810
Succisa pratensis,Succisa pratensis,species,2888811
Chrysosplenium oppositifolium,Plantae,kingdom,6
Chrysosplenium oppositifolium,Tracheophyta,phylum,7707728
Chrysosplenium oppositifolium,Magnoliopsida,class,220
Chrysosplenium oppositifolium,Saxifragales,order,7219248
Chrysosplenium oppositifolium,Saxifragaceae,family,2402
Chrysosplenium oppositifolium,Chrysosplenium,genus,3032632
Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,species,7526486
Prunus avium/P. spinosa,Plantae,kingdom,6
Prunus avium/P. spinosa,Tracheophyta,phylum,7707728
Prunus avium/P. spinosa,Magnoliopsida,class,220
Prunus avium/P. spinosa,Rosales,order,691
Prunus avium/P. spinosa,Rosaceae,family,5015
Prunus avium/P. spinosa,Prunus,genus,3020559
Silene uniflora subsp. uniflora-type,Plantae,kingdom,6
Silene uniflora subsp. uniflora-type,Tracheophyta,phylum,7707728
Silene uniflora subsp. uniflora-type,Magnoliopsida,class,220
Silene uniflora subsp. uniflora-type,Caryophyllales,order,422
Silene uniflora subsp. uniflora-type,Caryophyllaceae,family,2518
Silene uniflora subsp. uniflora-type,Silene,genus,3085897
Silene uniflora subsp. uniflora-type,Silene uniflora,species,8406661
Alnus glutinosa/A. incana,Plantae,kingdom,6
Alnus glutinosa/A. incana,Tracheophyta,phylum,7707728
Alnus glutinosa/A. incana,Magnoliopsida,class,220
Alnus glutinosa/A. incana,Fagales,order,1354
Alnus glutinosa/A. incana,Betulaceae,family,4688
Alnus glutinosa/A. incana,Alnus,genus,2876099
Centaurea collina-type,Plantae,kingdom,6
Centaurea collina-type,Tracheophyta,phylum,7707728
Centaurea collina-type,Magnoliopsida,class,220
Centaurea collina-type,Asterales,order,414
Centaurea collina-type,Asteraceae,family,3065
Centaurea collina-type,Centaurea,genus,3127469
Koenigia alpina-type,Plantae,kingdom,6
Koenigia alpina-type,Tracheophyta,phylum,7707728
Koenigia alpina-type,Magnoliopsida,class,220
Koenigia alpina-type,Caryophyllales,order,422
Koenigia alpina-type,Polygonaceae,family,2416
Koenigia alpina-type,Koenigia,genus,2889050
Persicaria amphibia-type,Plantae,kingdom,6
Persicaria amphibia-type,Tracheophyta,phylum,7707728
Persicaria amphibia-type,Magnoliopsida,class,220
Persicaria amphibia-type,Caryophyllales,order,422
Persicaria amphibia-type,Polygonaceae,family,2416
Persicaria amphibia-type,Persicaria,genus,6390748
Plantago alpina,Plantae,kingdom,6
Plantago alpina,Tracheophyta,phylum,7707728
Plantago alpina,Magnoliopsida,class,220
Plantago alpina,Lamiales,order,408
Plantago alpina,Plantaginaceae,family,2420
Plantago alpina,Plantago,genus,3189695
Plantago alpina,Plantago alpina,species,7303060
Centaurea montana-type,Plantae,kingdom,6
Centaurea montana-type,Tracheophyta,phylum,7707728
Centaurea montana-type,Magnoliopsida,class,220
Centaurea montana-type,Asterales,order,414
Centaurea montana-type,Asteraceae,family,3065
Centaurea montana-type,Centaurea,genus,3127469
Eranthis hyemalis,Plantae,kingdom,6
Eranthis hyemalis,Tracheophyta,phylum,7707728
Eranthis hyemalis,Magnoliopsida,class,220
Eranthis hyemalis,Ranunculales,order,399
Eranthis hyemalis,Ranunculaceae,family,2410
Eranthis hyemalis,Eranthis,genus,3033226
Eranthis hyemalis,Eranthis hyemalis,species,3033227
Falcaria vulgaris,Plantae,kingdom,6
Falcaria vulgaris,Tracheophyta,phylum,7707728
Falcaria vulgaris,Magnoliopsida,class,220
Falcaria vulgaris,Apiales,order,1351
Falcaria vulgaris,Apiaceae,family,6720
Falcaria vulgaris,Falcaria,genus,3034533
Falcaria vulgaris,Falcaria vulgaris,species,5371782
Petasites,Plantae,kingdom,6
Petasites,Tracheophyta,phylum,7707728
Petasites,Magnoliopsida,class,220
Petasites,Asterales,order,414
Petasites,Asteraceae,family,3065
Petasites,Petasites,genus,10717129
Rumex alpinus,Plantae,kingdom,6
Rumex alpinus,Tracheophyta,phylum,7707728
Rumex alpinus,Magnoliopsida,class,220
Rumex alpinus,Caryophyllales,order,422
Rumex alpinus,Polygonaceae,family,2416
Rumex alpinus,Rumex,genus,2888942
Rumex alpinus,Rumex alpinus,species,2888948
Spiraea,Plantae,kingdom,6
Spiraea,Tracheophyta,phylum,7707728
Spiraea,Magnoliopsida,class,220
Spiraea,Rosales,order,691
Spiraea,Rosaceae,family,5015
Spiraea,Spiraea,genus,3026392
Agrimonia,Plantae,kingdom,6
Agrimonia,Tracheophyta,phylum,7707728
Agrimonia,Magnoliopsida,class,220
Agrimonia,Rosales,order,691
Agrimonia,Rosaceae,family,5015
Agrimonia,Agrimonia,genus,3001953
Allium ursinum-type,Plantae,kingdom,6
Allium ursinum-type,Tracheophyta,phylum,7707728
Allium ursinum-type,Liliopsida,class,196
Allium ursinum-type,Asparagales,order,1169
Allium ursinum-type,Amaryllidaceae,family,7682
Allium ursinum-type,Allium,genus,9624496
Anemone sect. Pulsatilla,Plantae,kingdom,6
Anemone sect. Pulsatilla,Tracheophyta,phylum,7707728
Anemone sect. Pulsatilla,Magnoliopsida,class,220
Anemone sect. Pulsatilla,Ranunculales,order,399
Anemone sect. Pulsatilla,Ranunculaceae,family,2410
Anemone sect. Pulsatilla,Pulsatilla,genus,3033620
Anthericum,Plantae,kingdom,6
Anthericum,Tracheophyta,phylum,7707728
Anthericum,Liliopsida,class,196
Anthericum,Asparagales,order,1169
Anthericum,Asparagaceae,family,7683
Anthericum,Anthericum,genus,2741565
Aruncus dioicus,Plantae,kingdom,6
Aruncus dioicus,Tracheophyta,phylum,7707728
Aruncus dioicus,Magnoliopsida,class,220
Aruncus dioicus,Rosales,order,691
Aruncus dioicus,Rosaceae,family,5015
Aruncus dioicus,Aruncus,genus,10811219
Aruncus dioicus,Aruncus dioicus,species,5362136
Bistorta officinalis/B. vivipara,Plantae,kingdom,6
Bistorta officinalis/B. vivipara,Tracheophyta,phylum,7707728
Bistorta officinalis/B. vivipara,Magnoliopsida,class,220
Bistorta officinalis/B. vivipara,Caryophyllales,order,422
Bistorta officinalis/B. vivipara,Polygonaceae,family,2416
Bistorta officinalis/B. vivipara,Bistorta,genus,8148051
Calystegia sepium,Plantae,kingdom,6
Calystegia sepium,Tracheophyta,phylum,7707728
Calystegia sepium,Magnoliopsida,class,220
Calystegia sepium,Solanales,order,1176
Calystegia sepium,Convolvulaceae,family,2389
Calystegia sepium,Calystegia,genus,2928418
Calystegia sepium,Calystegia sepium,species,2928441
Centaurea scabiosa-type,Plantae,kingdom,6
Centaurea scabiosa-type,Tracheophyta,phylum,7707728
Centaurea scabiosa-type,Magnoliopsida,class,220
Centaurea scabiosa-type,Asterales,order,414
Centaurea scabiosa-type,Asteraceae,family,3065
Centaurea scabiosa-type,Centaurea,genus,3127469
Echium vulgare,Plantae,kingdom,6
Echium vulgare,Tracheophyta,phylum,7707728
Echium vulgare,Magnoliopsida,class,220
Echium vulgare,Boraginales,order,7226464
Echium vulgare,Boraginaceae,family,2498
Echium vulgare,Echium,genus,2925888
Echium vulgare,Echium vulgare,species,2925892
Epipactis palustris,Plantae,kingdom,6
Epipactis palustris,Tracheophyta,phylum,7707728
Epipactis palustris,Liliopsida,class,196
Epipactis palustris,Asparagales,order,1169
Epipactis palustris,Orchidaceae,family,7689
Epipactis palustris,Epipactis,genus,8254469
Epipactis palustris,Epipactis palustris,species,5319226
Gypsophila fastigiata,Plantae,kingdom,6
Gypsophila fastigiata,Tracheophyta,phylum,7707728
Gypsophila fastigiata,Magnoliopsida,class,220
Gypsophila fastigiata,Caryophyllales,order,422
Gypsophila fastigiata,Caryophyllaceae,family,2518
Gypsophila fastigiata,Gypsophila,genus,3085251
Gypsophila fastigiata,Gypsophila fastigiata,species,7267655
Helianthemum canum-type,Plantae,kingdom,6
Helianthemum canum-type,Tracheophyta,phylum,7707728
Helianthemum canum-type,Magnoliopsida,class,220
Helianthemum canum-type,Malvales,order,941
Helianthemum canum-type,Cistaceae,family,6635
Helianthemum canum-type,Helianthemum,genus,2874068
Helianthemum oelandicum-type,Plantae,kingdom,6
Helianthemum oelandicum-type,Tracheophyta,phylum,7707728
Helianthemum oelandicum-type,Magnoliopsida,class,220
Helianthemum oelandicum-type,Malvales,order,941
Helianthemum oelandicum-type,Cistaceae,family,6635
Helianthemum oelandicum-type,Helianthemum,genus,2874068
Linum catharticum-type,Plantae,kingdom,6
Linum catharticum-type,Tracheophyta,phylum,7707728
Linum catharticum-type,Magnoliopsida,class,220
Linum catharticum-type,Malpighiales,order,1414
Linum catharticum-type,Linaceae,family,2493
Linum catharticum-type,Linum,genus,2873855
Lithospermum officinale,Plantae,kingdom,6
Lithospermum officinale,Tracheophyta,phylum,7707728
Lithospermum officinale,Magnoliopsida,class,220
Lithospermum officinale,Boraginales,order,7226464
Lithospermum officinale,Boraginaceae,family,2498
Lithospermum officinale,Lithospermum,genus,2926071
Lithospermum officinale,Lithospermum officinale,species,2926086
Loranthus europaeus,Plantae,kingdom,6
Loranthus europaeus,Tracheophyta,phylum,7707728
Loranthus europaeus,Magnoliopsida,class,220
Loranthus europaeus,Santalales,order,934
Loranthus europaeus,Loranthaceae,family,6663
Loranthus europaeus,Loranthus,genus,7715950
Loranthus europaeus,Loranthus europaeus,species,5639535
Lysimachia nummularia,Plantae,kingdom,6
Lysimachia nummularia,Tracheophyta,phylum,7707728
Lysimachia nummularia,Magnoliopsida,class,220
Lysimachia nummularia,Ericales,order,1353
Lysimachia nummularia,Primulaceae,family,6674
Lysimachia nummularia,Lysimachia,genus,3169330
Lysimachia nummularia,Lysimachia nummularia,species,3169379
Lythrum portula,Plantae,kingdom,6
Lythrum portula,Tracheophyta,phylum,7707728
Lythrum portula,Magnoliopsida,class,220
Lythrum portula,Myrtales,order,690
Lythrum portula,Lythraceae,family,6684
Lythrum portula,Lythrum,genus,3188731
Lythrum portula,Lythrum portula,species,3188743
Malus,Plantae,kingdom,6
Malus,Tracheophyta,phylum,7707728
Malus,Magnoliopsida,class,220
Malus,Rosales,order,691
Malus,Rosaceae,family,5015
Malus,Malus,genus,3001068
Medicago sativa,Plantae,kingdom,6
Medicago sativa,Tracheophyta,phylum,7707728
Medicago sativa,Magnoliopsida,class,220
Medicago sativa,Fabales,order,1370
Medicago sativa,Fabaceae,family,5386
Medicago sativa,Medicago,genus,2965200
Medicago sativa,Medicago sativa,species,9151957
Ranunculus flammula-type,Plantae,kingdom,6
Ranunculus flammula-type,Tracheophyta,phylum,7707728
Ranunculus flammula-type,Magnoliopsida,class,220
Ranunculus flammula-type,Ranunculales,order,399
Ranunculus flammula-type,Ranunculaceae,family,2410
Ranunculus flammula-type,Ranunculus,genus,3033294
Rumex acetosa/Oxyria-type,Plantae,kingdom,6
Rumex acetosa/Oxyria-type,Tracheophyta,phylum,7707728
Rumex acetosa/Oxyria-type,Magnoliopsida,class,220
Rumex acetosa/Oxyria-type,Caryophyllales,order,422
Rumex acetosa/Oxyria-type,Polygonaceae,family,2416
Rumex acetosa/Oxyria-type,Rumex,genus,2888942
Rumex crispus,Plantae,kingdom,6
Rumex crispus,Tracheophyta,phylum,7707728
Rumex crispus,Magnoliopsida,class,220
Rumex crispus,Caryophyllales,order,422
Rumex crispus,Polygonaceae,family,2416
Rumex crispus,Rumex,genus,2888942
Rumex crispus,Rumex crispus,species,8195144
Salix glauca-type,Plantae,kingdom,6
Salix glauca-type,Tracheophyta,phylum,7707728
Salix glauca-type,Magnoliopsida,class,220
Salix glauca-type,Malpighiales,order,1414
Salix glauca-type,Salicaceae,family,6664
Salix glauca-type,Salix,genus,3039576
Salix polaris-type,Plantae,kingdom,6
Salix polaris-type,Tracheophyta,phylum,7707728
Salix polaris-type,Magnoliopsida,class,220
Salix polaris-type,Malpighiales,order,1414
Salix polaris-type,Salicaceae,family,6664
Salix polaris-type,Salix,genus,3039576
Salvia,Plantae,kingdom,6
Salvia,Tracheophyta,phylum,7707728
Salvia,Magnoliopsida,class,220
Salvia,Lamiales,order,408
Salvia,Lamiaceae,family,2497
Salvia,Salvia,genus,2926981
Scorzonera humilis-type,Plantae,kingdom,6
Scorzonera humilis-type,Tracheophyta,phylum,7707728
Scorzonera humilis-type,Magnoliopsida,class,220
Scorzonera humilis-type,Asterales,order,414
Scorzonera humilis-type,Asteraceae,family,3065
Scorzonera humilis-type,Scorzonera,genus,3110888
Scrophularia,Plantae,kingdom,6
Scrophularia,Tracheophyta,phylum,7707728
Scrophularia,Magnoliopsida,class,220
Scrophularia,Lamiales,order,408
Scrophularia,Scrophulariaceae,family,2390
Scrophularia,Scrophularia,genus,3170861
Solanum nigrum-type,Plantae,kingdom,6
Solanum nigrum-type,Tracheophyta,phylum,7707728
Solanum nigrum-type,Magnoliopsida,class,220
Solanum nigrum-type,Solanales,order,1176
Solanum nigrum-type,Solanaceae,family,7717
Solanum nigrum-type,Solanum,genus,2928997
Syringa vulgaris,Plantae,kingdom,6
Syringa vulgaris,Tracheophyta,phylum,7707728
Syringa vulgaris,Magnoliopsida,class,220
Syringa vulgaris,Lamiales,order,408
Syringa vulgaris,Oleaceae,family,6652
Syringa vulgaris,Syringa,genus,3172235
Syringa vulgaris,Syringa vulgaris,species,5415039
Trifolium repens,Plantae,kingdom,6
Trifolium repens,Tracheophyta,phylum,7707728
Trifolium repens,Magnoliopsida,class,220
Trifolium repens,Fabales,order,1370
Trifolium repens,Fabaceae,family,5386
Trifolium repens,Trifolium,genus,2973363
Trifolium repens,Trifolium repens,species,5358748
Urtica urens,Plantae,kingdom,6
Urtica urens,Tracheophyta,phylum,7707728
Urtica urens,Magnoliopsida,class,220
Urtica urens,Rosales,order,691
Urtica urens,Urticaceae,family,6639
Urtica urens,Urtica,genus,2984391
Urtica urens,Urtica urens,species,5361815
Valeriana dioica,Plantae,kingdom,6
Valeriana dioica,Tracheophyta,phylum,7707728
Valeriana dioica,Magnoliopsida,class,220
Valeriana dioica,Dipsacales,order,946
Valeriana dioica,Caprifoliaceae,family,6710
Valeriana dioica,Valeriana,genus,2888741
Valeriana dioica,Valeriana dioica,species,2888762
Rosaceae (trees),Plantae,kingdom,6
Rosaceae (trees),Tracheophyta,phylum,7707728
Rosaceae (trees),Magnoliopsida,class,220
Rosaceae (trees),Rosales,order,691
Rosaceae (trees),Rosaceae,family,5015
Centaurea montana,Plantae,kingdom,6
Centaurea montana,Tracheophyta,phylum,7707728
Centaurea montana,Magnoliopsida,class,220
Centaurea montana,Asterales,order,414
Centaurea montana,Asteraceae,family,3065
Centaurea montana,Centaurea,genus,3127469
Centaurea montana,Centaurea montana,species,9023462
Heracleum,Plantae,kingdom,6
Heracleum,Tracheophyta,phylum,7707728
Heracleum,Magnoliopsida,class,220
Heracleum,Apiales,order,1351
Heracleum,Apiaceae,family,6720
Heracleum,Heracleum,genus,3034824
Lilium martagon-type,Plantae,kingdom,6
Lilium martagon-type,Tracheophyta,phylum,7707728
Lilium martagon-type,Liliopsida,class,196
Lilium martagon-type,Liliales,order,1172
Lilium martagon-type,Liliaceae,family,7699
Lilium martagon-type,Lilium,genus,2752977
Euphorbiaceae undiff.,Plantae,kingdom,6
Euphorbiaceae undiff.,Tracheophyta,phylum,7707728
Euphorbiaceae undiff.,Magnoliopsida,class,220
Euphorbiaceae undiff.,Malpighiales,order,1414
Euphorbiaceae undiff.,Euphorbiaceae,family,4691
Gentiana pneumonanthe,Plantae,kingdom,6
Gentiana pneumonanthe,Tracheophyta,phylum,7707728
Gentiana pneumonanthe,Magnoliopsida,class,220
Gentiana pneumonanthe,Gentianales,order,412
Gentiana pneumonanthe,Gentianaceae,family,2503
Gentiana pneumonanthe,Gentiana,genus,3170037
Gentiana pneumonanthe,Gentiana pneumonanthe,species,7270598
Jasminum,Plantae,kingdom,6
Jasminum,Tracheophyta,phylum,7707728
Jasminum,Magnoliopsida,class,220
Jasminum,Lamiales,order,408
Jasminum,Oleaceae,family,6652
Jasminum,Jasminum,genus,3172260
Solanum,Plantae,kingdom,6
Solanum,Tracheophyta,phylum,7707728
Solanum,Magnoliopsida,class,220
Solanum,Solanales,order,1176
Solanum,Solanaceae,family,7717
Solanum,Solanum,genus,2928997
Viola arvensis,Plantae,kingdom,6
Viola arvensis,Tracheophyta,phylum,7707728
Viola arvensis,Magnoliopsida,class,220
Viola arvensis,Malpighiales,order,1414
Viola arvensis,Violaceae,family,6631
Viola arvensis,Viola,genus,2874237
Viola arvensis,Viola arvensis,species,5331235
Viola riviniana,Plantae,kingdom,6
Viola riviniana,Tracheophyta,phylum,7707728
Viola riviniana,Magnoliopsida,class,220
Viola riviniana,Malpighiales,order,1414
Viola riviniana,Violaceae,family,6631
Viola riviniana,Viola,genus,2874237
Viola riviniana,Viola riviniana,species,7296321
Sambucus nigra/S. racemosa,Plantae,kingdom,6
Sambucus nigra/S. racemosa,Tracheophyta,phylum,7707728
Sambucus nigra/S. racemosa,Magnoliopsida,class,220
Sambucus nigra/S. racemosa,Dipsacales,order,946
Sambucus nigra/S. racemosa,Viburnaceae,family,4924416
Sambucus nigra/S. racemosa,Sambucus,genus,2888721
Nigella,Plantae,kingdom,6
Nigella,Tracheophyta,phylum,7707728
Nigella,Magnoliopsida,class,220
Nigella,Ranunculales,order,399
Nigella,Ranunculaceae,family,2410
Nigella,Nigella,genus,3033657
Persicaria maculosa,Plantae,kingdom,6
Persicaria maculosa,Tracheophyta,phylum,7707728
Persicaria maculosa,Magnoliopsida,class,220
Persicaria maculosa,Caryophyllales,order,422
Persicaria maculosa,Polygonaceae,family,2416
Persicaria maculosa,Persicaria,genus,6390748
Persicaria maculosa,Persicaria maculosa,species,6391194
Chenopodium,Plantae,kingdom,6
Chenopodium,Tracheophyta,phylum,7707728
Chenopodium,Magnoliopsida,class,220
Chenopodium,Caryophyllales,order,422
Chenopodium,Amaranthaceae,family,3064
Chenopodium,Chenopodium,genus,3083823
Fraxinus ornus,Plantae,kingdom,6
Fraxinus ornus,Tracheophyta,phylum,7707728
Fraxinus ornus,Magnoliopsida,class,220
Fraxinus ornus,Lamiales,order,408
Fraxinus ornus,Oleaceae,family,6652
Fraxinus ornus,Fraxinus,genus,3172323
Fraxinus ornus,Fraxinus ornus,species,3172347
Genista,Plantae,kingdom,6
Genista,Tracheophyta,phylum,7707728
Genista,Magnoliopsida,class,220
Genista,Fabales,order,1370
Genista,Fabaceae,family,5386
Genista,Genista,genus,2940025
Pinus pinaster-type,Plantae,kingdom,6
Pinus pinaster-type,Tracheophyta,phylum,7707728
Pinus pinaster-type,Pinopsida,class,194
Pinus pinaster-type,Pinales,order,640
Pinus pinaster-type,Pinaceae,family,3925
Pinus pinaster-type,Pinus,genus,2684241
Quercus coccifera,Plantae,kingdom,6
Quercus coccifera,Tracheophyta,phylum,7707728
Quercus coccifera,Magnoliopsida,class,220
Quercus coccifera,Fagales,order,1354
Quercus coccifera,Fagaceae,family,4689
Quercus coccifera,Quercus,genus,2877951
Quercus coccifera,Quercus coccifera,species,2879175
Bruckenthalia,Plantae,kingdom,6
Bruckenthalia,Tracheophyta,phylum,7707728
Bruckenthalia,Magnoliopsida,class,220
Bruckenthalia,Ericales,order,1353
Bruckenthalia,Ericaceae,family,2505
Bruckenthalia,Erica,genus,2882780
Cornus mas,Plantae,kingdom,6
Cornus mas,Tracheophyta,phylum,7707728
Cornus mas,Magnoliopsida,class,220
Cornus mas,Cornales,order,949
Cornus mas,Cornaceae,family,6713
Cornus mas,Cornus,genus,3082226
Cornus mas,Cornus mas,species,3082263
Rheum,Plantae,kingdom,6
Rheum,Tracheophyta,phylum,7707728
Rheum,Magnoliopsida,class,220
Rheum,Caryophyllales,order,422
Rheum,Polygonaceae,family,2416
Rheum,Rheum,genus,2888863
Apium,Plantae,kingdom,6
Apium,Tracheophyta,phylum,7707728
Apium,Magnoliopsida,class,220
Apium,Apiales,order,1351
Apium,Apiaceae,family,6720
Apium,Apium,genus,3034812
Araliaceae undiff.,Plantae,kingdom,6
Araliaceae undiff.,Tracheophyta,phylum,7707728
Araliaceae undiff.,Magnoliopsida,class,220
Araliaceae undiff.,Apiales,order,1351
Araliaceae undiff.,Araliaceae,family,8800
Astrantia major,Plantae,kingdom,6
Astrantia major,Tracheophyta,phylum,7707728
Astrantia major,Magnoliopsida,class,220
Astrantia major,Apiales,order,1351
Astrantia major,Apiaceae,family,6720
Astrantia major,Astrantia,genus,3034914
Astrantia major,Astrantia major,species,3034915
Bryonia,Plantae,kingdom,6
Bryonia,Tracheophyta,phylum,7707728
Bryonia,Magnoliopsida,class,220
Bryonia,Cucurbitales,order,7224005
Bryonia,Cucurbitaceae,family,6634
Bryonia,Bryonia,genus,2874495
Chelidonium majus,Plantae,kingdom,6
Chelidonium majus,Tracheophyta,phylum,7707728
Chelidonium majus,Magnoliopsida,class,220
Chelidonium majus,Ranunculales,order,399
Chelidonium majus,Papaveraceae,family,2422
Chelidonium majus,Chelidonium,genus,2888412
Chelidonium majus,Chelidonium majus,species,5334186
Cornus mas-type,Plantae,kingdom,6
Cornus mas-type,Tracheophyta,phylum,7707728
Cornus mas-type,Magnoliopsida,class,220
Cornus mas-type,Cornales,order,949
Cornus mas-type,Cornaceae,family,6713
Cornus mas-type,Cornus,genus,3082226
Euonymus europaeus,Plantae,kingdom,6
Euonymus europaeus,Tracheophyta,phylum,7707728
Euonymus europaeus,Magnoliopsida,class,220
Euonymus europaeus,Celastrales,order,950
Euonymus europaeus,Celastraceae,family,6715
Euonymus europaeus,Euonymus,genus,3169115
Euonymus europaeus,Euonymus europaeus,species,3169131
Fallopia convolvulus,Plantae,kingdom,6
Fallopia convolvulus,Tracheophyta,phylum,7707728
Fallopia convolvulus,Magnoliopsida,class,220
Fallopia convolvulus,Caryophyllales,order,422
Fallopia convolvulus,Polygonaceae,family,2416
Fallopia convolvulus,Fallopia,genus,2889418
Fallopia convolvulus,Fallopia convolvulus,species,6391461
Hippocrepis,Plantae,kingdom,6
Hippocrepis,Tracheophyta,phylum,7707728
Hippocrepis,Magnoliopsida,class,220
Hippocrepis,Fabales,order,1370
Hippocrepis,Fabaceae,family,5386
Hippocrepis,Hippocrepis,genus,2956616
Hippocrepis,Animalia,kingdom,1
Hippocrepis,Platyhelminthes,phylum,108
Hippocrepis,Trematoda,class,345
Hippocrepis,Plagiorchiida,order,434
Hippocrepis,Notocotylidae,family,2521
Hippocrepis,Hippocrepis,genus,3268263
Linum alpinum-type,Plantae,kingdom,6
Linum alpinum-type,Tracheophyta,phylum,7707728
Linum alpinum-type,Magnoliopsida,class,220
Linum alpinum-type,Malpighiales,order,1414
Linum alpinum-type,Linaceae,family,2493
Linum alpinum-type,Linum,genus,2873855
Oxalis acetosella,Plantae,kingdom,6
Oxalis acetosella,Tracheophyta,phylum,7707728
Oxalis acetosella,Magnoliopsida,class,220
Oxalis acetosella,Oxalidales,order,7224021
Oxalis acetosella,Oxalidaceae,family,6697
Oxalis acetosella,Oxalis,genus,2891642
Oxalis acetosella,Oxalis acetosella,species,8211958
Papaver argemone-type,Plantae,kingdom,6
Papaver argemone-type,Tracheophyta,phylum,7707728
Papaver argemone-type,Magnoliopsida,class,220
