neotoma_names,name,rank,id
Abies,Plantae,kingdom,6
Abies,Tracheophyta,phylum,7707728
Abies,Pinopsida,class,194
Abies,Pinales,order,640
Abies,Pinaceae,family,3925
Abies,Abies,genus,2684876
Acer negundo-type,Plantae,kingdom,6
Acer negundo-type,Tracheophyta,phylum,7707728
Acer negundo-type,Magnoliopsida,class,220
Acer negundo-type,Sapindales,order,933
Acer negundo-type,Sapindaceae,family,6657
Acer negundo-type,Acer,genus,3189834
Acer rubrum,Plantae,kingdom,6
Acer rubrum,Tracheophyta,phylum,7707728
Acer rubrum,Magnoliopsida,class,220
Acer rubrum,Sapindales,order,933
Acer rubrum,Sapindaceae,family,6657
Acer rubrum,Acer,genus,3189834
Acer rubrum,Acer rubrum,species,3189883
Acer saccharum-type,Plantae,kingdom,6
Acer saccharum-type,Tracheophyta,phylum,7707728
Acer saccharum-type,Magnoliopsida,class,220
Acer saccharum-type,Sapindales,order,933
Acer saccharum-type,Sapindaceae,family,6657
Acer saccharum-type,Acer,genus,3189834
Acer undiff.,Plantae,kingdom,6
Acer undiff.,Tracheophyta,phylum,7707728
Acer undiff.,Magnoliopsida,class,220
Acer undiff.,Sapindales,order,933
Acer undiff.,Sapindaceae,family,6657
Acer undiff.,Acer,genus,3189834
Alnus incana-type,Plantae,kingdom,6
Alnus incana-type,Tracheophyta,phylum,7707728
Alnus incana-type,Magnoliopsida,class,220
Alnus incana-type,Fagales,order,1354
Alnus incana-type,Betulaceae,family,4688
Alnus incana-type,Alnus,genus,2876099
Amaranthaceae undiff.,Plantae,kingdom,6
Amaranthaceae undiff.,Tracheophyta,phylum,7707728
Amaranthaceae undiff.,Magnoliopsida,class,220
Amaranthaceae undiff.,Caryophyllales,order,422
Amaranthaceae undiff.,Amaranthaceae,family,3064
Anacardiaceae undiff.,Plantae,kingdom,6
Anacardiaceae undiff.,Tracheophyta,phylum,7707728
Anacardiaceae undiff.,Magnoliopsida,class,220
Anacardiaceae undiff.,Sapindales,order,933
Anacardiaceae undiff.,Anacardiaceae,family,2398
Apiaceae,Plantae,kingdom,6
Apiaceae,Tracheophyta,phylum,7707728
Apiaceae,Magnoliopsida,class,220
Apiaceae,Apiales,order,1351
Apiaceae,Apiaceae,family,6720
Apocynum,Plantae,kingdom,6
Apocynum,Tracheophyta,phylum,7707728
Apocynum,Magnoliopsida,class,220
Apocynum,Gentianales,order,412
Apocynum,Apocynaceae,family,6701
Apocynum,Apocynum,genus,3169789
Arecaceae undiff.,Plantae,kingdom,6
Arecaceae undiff.,Tracheophyta,phylum,7707728
Arecaceae undiff.,Liliopsida,class,196
Arecaceae undiff.,Arecales,order,552
Arecaceae undiff.,Arecaceae,family,7681
Artemisia,Plantae,kingdom,6
Artemisia,Tracheophyta,phylum,7707728
Artemisia,Magnoliopsida,class,220
Artemisia,Asterales,order,414
Artemisia,Asteraceae,family,3065
Artemisia,Artemisia,genus,3120641
Asteroideae undiff.,Animalia,kingdom,1
Asteroideae undiff.,Echinodermata,phylum,50
Asteroideae undiff.,Asteroidea,class,214
Berberidaceae,Plantae,kingdom,6
Berberidaceae,Tracheophyta,phylum,7707728
Berberidaceae,Magnoliopsida,class,220
Berberidaceae,Ranunculales,order,399
Berberidaceae,Berberidaceae,family,6673
Beta vulgaris-type,Plantae,kingdom,6
Beta vulgaris-type,Tracheophyta,phylum,7707728
Beta vulgaris-type,Magnoliopsida,class,220
Beta vulgaris-type,Caryophyllales,order,422
Beta vulgaris-type,Amaranthaceae,family,3064
Beta vulgaris-type,Beta,genus,3083586
Betula,Plantae,kingdom,6
Betula,Tracheophyta,phylum,7707728
Betula,Magnoliopsida,class,220
Betula,Fagales,order,1354
Betula,Betulaceae,family,4688
Betula,Betula,genus,2875008
Brassica,Plantae,kingdom,6
Brassica,Tracheophyta,phylum,7707728
Brassica,Magnoliopsida,class,220
Brassica,Brassicales,order,7225535
Brassica,Brassicaceae,family,3112
Brassica,Brassica,genus,3042506
Brassicaceae undiff.,Plantae,kingdom,6
Brassicaceae undiff.,Tracheophyta,phylum,7707728
Brassicaceae undiff.,Magnoliopsida,class,220
Brassicaceae undiff.,Brassicales,order,7225535
Brassicaceae undiff.,Brassicaceae,family,3112
Bromeliaceae,Plantae,kingdom,6
Bromeliaceae,Tracheophyta,phylum,7707728
Bromeliaceae,Liliopsida,class,196
Bromeliaceae,Poales,order,1369
Bromeliaceae,Bromeliaceae,family,3740
Bursera,Plantae,kingdom,6
Bursera,Tracheophyta,phylum,7707728
Bursera,Magnoliopsida,class,220
Bursera,Sapindales,order,933
Bursera,Burseraceae,family,6659
Bursera,Bursera,genus,3190446
Byrsonima,Plantae,kingdom,6
Byrsonima,Tracheophyta,phylum,7707728
Byrsonima,Magnoliopsida,class,220
Byrsonima,Malpighiales,order,1414
Byrsonima,Malpighiaceae,family,6676
Byrsonima,Byrsonima,genus,3191347
Campanulaceae,Plantae,kingdom,6
Campanulaceae,Tracheophyta,phylum,7707728
Campanulaceae,Magnoliopsida,class,220
Campanulaceae,Asterales,order,414
Campanulaceae,Campanulaceae,family,8801
Carya,Plantae,kingdom,6
Carya,Tracheophyta,phylum,7707728
Carya,Magnoliopsida,class,220
Carya,Fagales,order,1354
Carya,Juglandaceae,family,2499
Carya,Carya,genus,3054287
Caryophyllaceae,Plantae,kingdom,6
Caryophyllaceae,Tracheophyta,phylum,7707728
Caryophyllaceae,Magnoliopsida,class,220
Caryophyllaceae,Caryophyllales,order,422
Caryophyllaceae,Caryophyllaceae,family,2518
Ceanothus,Plantae,kingdom,6
Ceanothus,Tracheophyta,phylum,7707728
Ceanothus,Magnoliopsida,class,220
Ceanothus,Rosales,order,691
Ceanothus,Rhamnaceae,family,2407
Ceanothus,Ceanothus,genus,3039297
Cedrus,Plantae,kingdom,6
Cedrus,Tracheophyta,phylum,7707728
Cedrus,Pinopsida,class,194
Cedrus,Pinales,order,640
Cedrus,Pinaceae,family,3925
Cedrus,Cedrus,genus,2685742
Celtis,Plantae,kingdom,6
Celtis,Tracheophyta,phylum,7707728
Celtis,Magnoliopsida,class,220
Celtis,Rosales,order,691
Celtis,Cannabaceae,family,2384
Celtis,Celtis,genus,2984479
Cephalanthus,Plantae,kingdom,6
Cephalanthus,Tracheophyta,phylum,7707728
Cephalanthus,Magnoliopsida,class,220
Cephalanthus,Gentianales,order,412
Cephalanthus,Rubiaceae,family,8798
Cephalanthus,Cephalanthus,genus,2923932
Ceratiola ericoides-type,Plantae,kingdom,6
Ceratiola ericoides-type,Tracheophyta,phylum,7707728
Ceratiola ericoides-type,Magnoliopsida,class,220
Ceratiola ericoides-type,Ericales,order,1353
Ceratiola ericoides-type,Ericaceae,family,2505
Ceratiola ericoides-type,Ceratiola,genus,2888364
Chamaecrista fasciculata-type,Plantae,kingdom,6
Chamaecrista fasciculata-type,Tracheophyta,phylum,7707728
Chamaecrista fasciculata-type,Magnoliopsida,class,220
Chamaecrista fasciculata-type,Fabales,order,1370
Chamaecrista fasciculata-type,Fabaceae,family,5386
Chamaecrista fasciculata-type,Chamaecrista,genus,2949492
Cistaceae,Plantae,kingdom,6
Cistaceae,Tracheophyta,phylum,7707728
Cistaceae,Magnoliopsida,class,220
Cistaceae,Malvales,order,941
Cistaceae,Cistaceae,family,6635
Clethra,Plantae,kingdom,6
Clethra,Tracheophyta,phylum,7707728
Clethra,Magnoliopsida,class,220
Clethra,Ericales,order,1353
Clethra,Clethraceae,family,6707
Clethra,Clethra,genus,2888321
Corylus,Plantae,kingdom,6
Corylus,Tracheophyta,phylum,7707728
Corylus,Magnoliopsida,class,220
Corylus,Fagales,order,1354
Corylus,Betulaceae,family,4688
Corylus,Corylus,genus,2875967
Cupressaceae undiff.,Plantae,kingdom,6
Cupressaceae undiff.,Tracheophyta,phylum,7707728
Cupressaceae undiff.,Pinopsida,class,194
Cupressaceae undiff.,Pinales,order,640
Cupressaceae undiff.,Cupressaceae,family,8144
Cyclachaena xanthiifolia-type,Plantae,kingdom,6
Cyclachaena xanthiifolia-type,Tracheophyta,phylum,7707728
Cyclachaena xanthiifolia-type,Magnoliopsida,class,220
Cyclachaena xanthiifolia-type,Asterales,order,414
Cyclachaena xanthiifolia-type,Asteraceae,family,3065
Cyclachaena xanthiifolia-type,Cyclachaena,genus,6445679
Cyperaceae,Plantae,kingdom,6
Cyperaceae,Tracheophyta,phylum,7707728
Cyperaceae,Liliopsida,class,196
Cyperaceae,Poales,order,1369
Cyperaceae,Cyperaceae,family,7708
Cyrilla racemiflora,Plantae,kingdom,6
Cyrilla racemiflora,Tracheophyta,phylum,7707728
Cyrilla racemiflora,Magnoliopsida,class,220
Cyrilla racemiflora,Ericales,order,1353
Cyrilla racemiflora,Cyrillaceae,family,6706
Cyrilla racemiflora,Cyrilla,genus,2883102
Cyrilla racemiflora,Cyrilla racemiflora,species,5333448
Dalea,Plantae,kingdom,6
Dalea,Tracheophyta,phylum,7707728
Dalea,Magnoliopsida,class,220
Dalea,Fabales,order,1370
Dalea,Fabaceae,family,5386
Dalea,Dalea,genus,2954771
Dalea candida-type,Plantae,kingdom,6
Dalea candida-type,Tracheophyta,phylum,7707728
Dalea candida-type,Magnoliopsida,class,220
Dalea candida-type,Fabales,order,1370
Dalea candida-type,Fabaceae,family,5386
Dalea candida-type,Dalea,genus,2954771
Dalea purpurea,Plantae,kingdom,6
Dalea purpurea,Tracheophyta,phylum,7707728
Dalea purpurea,Magnoliopsida,class,220
Dalea purpurea,Fabales,order,1370
Dalea purpurea,Fabaceae,family,5386
Dalea purpurea,Dalea,genus,2954771
Dalea purpurea,Dalea purpurea,species,5353342
Dalea undiff.,Plantae,kingdom,6
Dalea undiff.,Tracheophyta,phylum,7707728
Dalea undiff.,Magnoliopsida,class,220
Dalea undiff.,Fabales,order,1370
Dalea undiff.,Fabaceae,family,5386
Dalea undiff.,Dalea,genus,2954771
Dodonaea,Plantae,kingdom,6
Dodonaea,Tracheophyta,phylum,7707728
Dodonaea,Magnoliopsida,class,220
Dodonaea,Sapindales,order,933
Dodonaea,Sapindaceae,family,6657
Dodonaea,Dodonaea,genus,3190017
Ericaceae,Plantae,kingdom,6
Ericaceae,Tracheophyta,phylum,7707728
Ericaceae,Magnoliopsida,class,220
Ericaceae,Ericales,order,1353
Ericaceae,Ericaceae,family,2505
Euphorbia,Plantae,kingdom,6
Euphorbia,Tracheophyta,phylum,7707728
Euphorbia,Magnoliopsida,class,220
Euphorbia,Malpighiales,order,1414
Euphorbia,Euphorbiaceae,family,4691
Euphorbia,Euphorbia,genus,11397237
Fabaceae undiff.,Plantae,kingdom,6
Fabaceae undiff.,Tracheophyta,phylum,7707728
Fabaceae undiff.,Magnoliopsida,class,220
Fabaceae undiff.,Fabales,order,1370
Fabaceae undiff.,Fabaceae,family,5386
Fagus,Plantae,kingdom,6
Fagus,Tracheophyta,phylum,7707728
Fagus,Magnoliopsida,class,220
Fagus,Fagales,order,1354
Fagus,Fagaceae,family,4689
Fagus,Fagus,genus,2874875
Fraxinus nigra-type,Plantae,kingdom,6
Fraxinus nigra-type,Tracheophyta,phylum,7707728
Fraxinus nigra-type,Magnoliopsida,class,220
Fraxinus nigra-type,Lamiales,order,408
Fraxinus nigra-type,Oleaceae,family,6652
Fraxinus nigra-type,Fraxinus,genus,3172323
Fraxinus pennsylvanica-type,Plantae,kingdom,6
Fraxinus pennsylvanica-type,Tracheophyta,phylum,7707728
Fraxinus pennsylvanica-type,Magnoliopsida,class,220
Fraxinus pennsylvanica-type,Lamiales,order,408
Fraxinus pennsylvanica-type,Oleaceae,family,6652
Fraxinus pennsylvanica-type,Fraxinus,genus,3172323
Fraxinus undiff.,Plantae,kingdom,6
Fraxinus undiff.,Tracheophyta,phylum,7707728
Fraxinus undiff.,Magnoliopsida,class,220
Fraxinus undiff.,Lamiales,order,408
Fraxinus undiff.,Oleaceae,family,6652
Fraxinus undiff.,Fraxinus,genus,3172323
Galium,Plantae,kingdom,6
Galium,Tracheophyta,phylum,7707728
Galium,Magnoliopsida,class,220
Galium,Gentianales,order,412
Galium,Rubiaceae,family,8798
Galium,Galium,genus,2913027
Gentiana andrewsii-type,Plantae,kingdom,6
Gentiana andrewsii-type,Tracheophyta,phylum,7707728
Gentiana andrewsii-type,Magnoliopsida,class,220
Gentiana andrewsii-type,Gentianales,order,412
Gentiana andrewsii-type,Gentianaceae,family,2503
Gentiana andrewsii-type,Gentiana,genus,3170037
Gentianaceae undiff.,Plantae,kingdom,6
Gentianaceae undiff.,Tracheophyta,phylum,7707728
Gentianaceae undiff.,Magnoliopsida,class,220
Gentianaceae undiff.,Gentianales,order,412
Gentianaceae undiff.,Gentianaceae,family,2503
Gordonia,Plantae,kingdom,6
Gordonia,Tracheophyta,phylum,7707728
Gordonia,Magnoliopsida,class,220
Gordonia,Ericales,order,1353
Gordonia,Theaceae,family,3189597
Gordonia,Gordonia,genus,3189631
Hedyosmum,Plantae,kingdom,6
Hedyosmum,Tracheophyta,phylum,7707728
Hedyosmum,Magnoliopsida,class,220
Hedyosmum,Chloranthales,order,7226589
Hedyosmum,Chloranthaceae,family,6679
Hedyosmum,Hedyosmum,genus,3086513
Hedysarum,Plantae,kingdom,6
Hedysarum,Tracheophyta,phylum,7707728
Hedysarum,Magnoliopsida,class,220
Hedysarum,Fabales,order,1370
Hedysarum,Fabaceae,family,5386
Hedysarum,Hedysarum,genus,2960767
Ilex,Plantae,kingdom,6
Ilex,Tracheophyta,phylum,7707728
Ilex,Magnoliopsida,class,220
Ilex,Aquifoliales,order,7226638
Ilex,Aquifoliaceae,family,6716
Ilex,Ilex,genus,10792217
Impatiens,Plantae,kingdom,6
Impatiens,Tracheophyta,phylum,7707728
Impatiens,Magnoliopsida,class,220
Impatiens,Ericales,order,1353
Impatiens,Balsaminaceae,family,6699
Impatiens,Impatiens,genus,2891766
Iva frutescens-type,Plantae,kingdom,6
Iva frutescens-type,Tracheophyta,phylum,7707728
Iva frutescens-type,Magnoliopsida,class,220
Iva frutescens-type,Asterales,order,414
Iva frutescens-type,Asteraceae,family,3065
Iva frutescens-type,Iva,genus,3141879
Juglans nigra-type,Plantae,kingdom,6
Juglans nigra-type,Tracheophyta,phylum,7707728
Juglans nigra-type,Magnoliopsida,class,220
Juglans nigra-type,Fagales,order,1354
Juglans nigra-type,Juglandaceae,family,2499
Juglans nigra-type,Juglans,genus,3054350
Lamiaceae,Plantae,kingdom,6
Lamiaceae,Tracheophyta,phylum,7707728
Lamiaceae,Magnoliopsida,class,220
Lamiaceae,Lamiales,order,408
Lamiaceae,Lamiaceae,family,2497
Lechea,Plantae,kingdom,6
Lechea,Tracheophyta,phylum,7707728
Lechea,Magnoliopsida,class,220
Lechea,Malvales,order,941
Lechea,Cistaceae,family,6635
Lechea,Lechea,genus,2874037
Liquidambar,Plantae,kingdom,6
Liquidambar,Tracheophyta,phylum,7707728
Liquidambar,Magnoliopsida,class,220
Liquidambar,Saxifragales,order,7219248
Liquidambar,Altingiaceae,family,4909328
Liquidambar,Liquidambar,genus,3152823
Magnolia,Plantae,kingdom,6
Magnolia,Tracheophyta,phylum,7707728
Magnolia,Magnoliopsida,class,220
Magnolia,Magnoliales,order,718
Magnolia,Magnoliaceae,family,4690
Magnolia,Magnolia,genus,2888195
Malvaceae,Plantae,kingdom,6
Malvaceae,Tracheophyta,phylum,7707728
Malvaceae,Magnoliopsida,class,220
Malvaceae,Malvales,order,941
Malvaceae,Malvaceae,family,6685
Moraceae undiff.,Plantae,kingdom,6
Moraceae undiff.,Tracheophyta,phylum,7707728
Moraceae undiff.,Magnoliopsida,class,220
Moraceae undiff.,Rosales,order,691
Moraceae undiff.,Moraceae,family,6640
Morus,Animalia,kingdom,1
Morus,Chordata,phylum,44
Morus,Aves,class,212
Morus,Suliformes,order,7192775
Morus,Sulidae,family,9351
Morus,Morus,genus,2480962
Morus,Plantae,kingdom,6
Morus,Tracheophyta,phylum,7707728
Morus,Magnoliopsida,class,220
Morus,Rosales,order,691
Morus,Moraceae,family,6640
Morus,Morus,genus,2984545
Myrica,Plantae,kingdom,6
Myrica,Tracheophyta,phylum,7707728
Myrica,Magnoliopsida,class,220
Myrica,Fagales,order,1354
Myrica,Myricaceae,family,2432
Myrica,Myrica,genus,5938218
Myrtaceae undiff.,Plantae,kingdom,6
Myrtaceae undiff.,Tracheophyta,phylum,7707728
Myrtaceae undiff.,Magnoliopsida,class,220
Myrtaceae undiff.,Myrtales,order,690
Myrtaceae undiff.,Myrtaceae,family,5014
Nyssa,Plantae,kingdom,6
Nyssa,Tracheophyta,phylum,7707728
Nyssa,Magnoliopsida,class,220
Nyssa,Cornales,order,949
Nyssa,Nyssaceae,family,6712
Nyssa,Nyssa,genus,3082211
Onagraceae,Plantae,kingdom,6
Onagraceae,Tracheophyta,phylum,7707728
Onagraceae,Magnoliopsida,class,220
Onagraceae,Myrtales,order,690
Onagraceae,Onagraceae,family,2430
Opuntia,Plantae,kingdom,6
Opuntia,Tracheophyta,phylum,7707728
Opuntia,Magnoliopsida,class,220
Opuntia,Caryophyllales,order,422
Opuntia,Cactaceae,family,2519
Opuntia,Opuntia,genus,3084187
Orchidaceae,Plantae,kingdom,6
Orchidaceae,Tracheophyta,phylum,7707728
Orchidaceae,Liliopsida,class,196
Orchidaceae,Asparagales,order,1169
Orchidaceae,Orchidaceae,family,7689
Osmanthus,Plantae,kingdom,6
Osmanthus,Tracheophyta,phylum,7707728
Osmanthus,Magnoliopsida,class,220
Osmanthus,Lamiales,order,408
Osmanthus,Oleaceae,family,6652
Osmanthus,Osmanthus,genus,3172275
Paronychia americana,Plantae,kingdom,6
Paronychia americana,Tracheophyta,phylum,7707728
Paronychia americana,Magnoliopsida,class,220
Paronychia americana,Caryophyllales,order,422
Paronychia americana,Caryophyllaceae,family,2518
Paronychia americana,Paronychia,genus,8020237
Paronychia americana,Paronychia americana,species,5384708
Paronychia chartacea,Plantae,kingdom,6
Paronychia chartacea,Tracheophyta,phylum,7707728
Paronychia chartacea,Magnoliopsida,class,220
Paronychia chartacea,Caryophyllales,order,422
Paronychia chartacea,Caryophyllaceae,family,2518
Paronychia chartacea,Paronychia,genus,8020237
Paronychia chartacea,Paronychia chartacea,species,5384699
Parthenocissus,Plantae,kingdom,6
Parthenocissus,Tracheophyta,phylum,7707728
Parthenocissus,Magnoliopsida,class,220
Parthenocissus,Vitales,order,7222050
Parthenocissus,Vitaceae,family,6672
Parthenocissus,Parthenocissus,genus,3039188
Persicaria amphibia,Plantae,kingdom,6
Persicaria amphibia,Tracheophyta,phylum,7707728
Persicaria amphibia,Magnoliopsida,class,220
Persicaria amphibia,Caryophyllales,order,422
Persicaria amphibia,Polygonaceae,family,2416
Persicaria amphibia,Persicaria,genus,6390748
Persicaria amphibia,Persicaria amphibia,species,6391648
Phoradendron,Plantae,kingdom,6
Phoradendron,Tracheophyta,phylum,7707728
Phoradendron,Magnoliopsida,class,220
Phoradendron,Santalales,order,934
Phoradendron,Viscaceae,family,2399
Phoradendron,Phoradendron,genus,2889864
Picea,Plantae,kingdom,6
Picea,Tracheophyta,phylum,7707728
Picea,Pinopsida,class,194
Picea,Pinales,order,640
Picea,Pinaceae,family,3925
Picea,Picea,genus,7606064
Pinaceae (vesiculate) undiff.,Plantae,kingdom,6
Pinaceae (vesiculate) undiff.,Tracheophyta,phylum,7707728
Pinaceae (vesiculate) undiff.,Pinopsida,class,194
Pinaceae (vesiculate) undiff.,Pinales,order,640
Pinaceae (vesiculate) undiff.,Pinaceae,family,3925
Pinus subg. Pinus,Plantae,kingdom,6
Pinus subg. Pinus,Tracheophyta,phylum,7707728
Pinus subg. Pinus,Pinopsida,class,194
Pinus subg. Pinus,Pinales,order,640
Pinus subg. Pinus,Pinaceae,family,3925
Pinus subg. Pinus,Pinus,genus,2684241
Pinus subg. Strobus,Plantae,kingdom,6
Pinus subg. Strobus,Tracheophyta,phylum,7707728
Pinus subg. Strobus,Pinopsida,class,194
Pinus subg. Strobus,Pinales,order,640
Pinus subg. Strobus,Pinaceae,family,3925
Pinus subg. Strobus,Pinus,genus,2684241
Pinus undiff.,Plantae,kingdom,6
Pinus undiff.,Tracheophyta,phylum,7707728
Pinus undiff.,Pinopsida,class,194
Pinus undiff.,Pinales,order,640
Pinus undiff.,Pinaceae,family,3925
Pinus undiff.,Pinus,genus,2684241
Plantago,Plantae,kingdom,6
Plantago,Tracheophyta,phylum,7707728
Plantago,Magnoliopsida,class,220
Plantago,Lamiales,order,408
Plantago,Plantaginaceae,family,2420
Plantago,Plantago,genus,3189695
Platanus,Plantae,kingdom,6
Platanus,Tracheophyta,phylum,7707728
Platanus,Magnoliopsida,class,220
Platanus,Proteales,order,400
Platanus,Platanaceae,family,6693
Platanus,Platanus,genus,3152811
Poaceae,Plantae,kingdom,6
Poaceae,Tracheophyta,phylum,7707728
Poaceae,Liliopsida,class,196
Poaceae,Poales,order,1369
Poaceae,Poaceae,family,3073
Podocarpus,Plantae,kingdom,6
Podocarpus,Tracheophyta,phylum,7707728
Podocarpus,Pinopsida,class,194
Podocarpus,Pinales,order,640
Podocarpus,Podocarpaceae,family,8830
Podocarpus,Podocarpus,genus,5284386
Polygalaceae,Plantae,kingdom,6
Polygalaceae,Tracheophyta,phylum,7707728
Polygalaceae,Magnoliopsida,class,220
Polygalaceae,Fabales,order,1370
Polygalaceae,Polygalaceae,family,2417
Polygonum delopyrum-type,Plantae,kingdom,6
Polygonum delopyrum-type,Tracheophyta,phylum,7707728
Polygonum delopyrum-type,Magnoliopsida,class,220
Polygonum delopyrum-type,Caryophyllales,order,422
Polygonum delopyrum-type,Polygonaceae,family,2416
Polygonum delopyrum-type,Polygonum,genus,2889077
Polygonum fimbriatum-type,Plantae,kingdom,6
Polygonum fimbriatum-type,Tracheophyta,phylum,7707728
Polygonum fimbriatum-type,Magnoliopsida,class,220
Polygonum fimbriatum-type,Caryophyllales,order,422
Polygonum fimbriatum-type,Polygonaceae,family,2416
Polygonum fimbriatum-type,Polygonum,genus,2889077
Polygonum polygamum-type,Plantae,kingdom,6
Polygonum polygamum-type,Tracheophyta,phylum,7707728
Polygonum polygamum-type,Magnoliopsida,class,220
Polygonum polygamum-type,Caryophyllales,order,422
Polygonum polygamum-type,Polygonaceae,family,2416
Polygonum polygamum-type,Polygonum,genus,2889077
Polygonum tenue-type,Plantae,kingdom,6
Polygonum tenue-type,Tracheophyta,phylum,7707728
Polygonum tenue-type,Magnoliopsida,class,220
Polygonum tenue-type,Caryophyllales,order,422
Polygonum tenue-type,Polygonaceae,family,2416
Polygonum tenue-type,Polygonum,genus,2889077
Populus,Plantae,kingdom,6
Populus,Tracheophyta,phylum,7707728
Populus,Magnoliopsida,class,220
Populus,Malpighiales,order,1414
Populus,Salicaceae,family,6664
Populus,Populus,genus,3040183
Quercus,Plantae,kingdom,6
Quercus,Tracheophyta,phylum,7707728
Quercus,Magnoliopsida,class,220
Quercus,Fagales,order,1354
Quercus,Fagaceae,family,4689
Quercus,Quercus,genus,2877951
Ranunculaceae undiff.,Plantae,kingdom,6
Ranunculaceae undiff.,Tracheophyta,phylum,7707728
Ranunculaceae undiff.,Magnoliopsida,class,220
Ranunculaceae undiff.,Ranunculales,order,399
Ranunculaceae undiff.,Ranunculaceae,family,2410
Rhamnaceae undiff.,Plantae,kingdom,6
Rhamnaceae undiff.,Tracheophyta,phylum,7707728
Rhamnaceae undiff.,Magnoliopsida,class,220
Rhamnaceae undiff.,Rosales,order,691
Rhamnaceae undiff.,Rhamnaceae,family,2407
Rhus,Plantae,kingdom,6
Rhus,Tracheophyta,phylum,7707728
Rhus,Magnoliopsida,class,220
Rhus,Sapindales,order,933
Rhus,Anacardiaceae,family,2398
Rhus,Rhus,genus,3190534
Rosaceae undiff.,Plantae,kingdom,6
Rosaceae undiff.,Tracheophyta,phylum,7707728
Rosaceae undiff.,Magnoliopsida,class,220
Rosaceae undiff.,Rosales,order,691
Rosaceae undiff.,Rosaceae,family,5015
Rubiaceae undiff.,Plantae,kingdom,6
Rubiaceae undiff.,Tracheophyta,phylum,7707728
Rubiaceae undiff.,Magnoliopsida,class,220
Rubiaceae undiff.,Gentianales,order,412
Rubiaceae undiff.,Rubiaceae,family,8798
Rumex,Plantae,kingdom,6
Rumex,Tracheophyta,phylum,7707728
Rumex,Magnoliopsida,class,220
Rumex,Caryophyllales,order,422
Rumex,Polygonaceae,family,2416
Rumex,Rumex,genus,2888942
Rutaceae undiff.,Plantae,kingdom,6
Rutaceae undiff.,Tracheophyta,phylum,7707728
Rutaceae undiff.,Magnoliopsida,class,220
Rutaceae undiff.,Sapindales,order,933
Rutaceae undiff.,Rutaceae,family,2396
Sabal,Plantae,kingdom,6
Sabal,Tracheophyta,phylum,7707728
Sabal,Liliopsida,class,196
Sabal,Arecales,order,552
Sabal,Arecaceae,family,7681
Sabal,Sabal,genus,2732480
Salix,Plantae,kingdom,6
Salix,Tracheophyta,phylum,7707728
Salix,Magnoliopsida,class,220
Salix,Malpighiales,order,1414
Salix,Salicaceae,family,6664
Salix,Salix,genus,3039576
Sambucus,Plantae,kingdom,6
Sambucus,Tracheophyta,phylum,7707728
Sambucus,Magnoliopsida,class,220
Sambucus,Dipsacales,order,946
Sambucus,Viburnaceae,family,4924416
Sambucus,Sambucus,genus,2888721
Sanguisorba,Plantae,kingdom,6
Sanguisorba,Tracheophyta,phylum,7707728
Sanguisorba,Magnoliopsida,class,220
Sanguisorba,Rosales,order,691
Sanguisorba,Rosaceae,family,5015
Sanguisorba,Sanguisorba,genus,3029383
Sapindus,Plantae,kingdom,6
Sapindus,Tracheophyta,phylum,7707728
Sapindus,Magnoliopsida,class,220
Sapindus,Sapindales,order,933
Sapindus,Sapindaceae,family,6657
Sapindus,Sapindus,genus,3189983
Serenoa,Plantae,kingdom,6
Serenoa,Tracheophyta,phylum,7707728
Serenoa,Liliopsida,class,196
Serenoa,Arecales,order,552
Serenoa,Arecaceae,family,7681
Serenoa,Serenoa,genus,2735054
Shepherdia canadensis,Plantae,kingdom,6
Shepherdia canadensis,Tracheophyta,phylum,7707728
Shepherdia canadensis,Magnoliopsida,class,220
Shepherdia canadensis,Rosales,order,691
Shepherdia canadensis,Elaeagnaceae,family,2408
Shepherdia canadensis,Shepherdia,genus,3039276
Shepherdia canadensis,Shepherdia canadensis,species,5372427
Sisyrinchium,Plantae,kingdom,6
Sisyrinchium,Tracheophyta,phylum,7707728
Sisyrinchium,Liliopsida,class,196
Sisyrinchium,Asparagales,order,1169
Sisyrinchium,Iridaceae,family,7698
Sisyrinchium,Sisyrinchium,genus,8311345
Solanaceae undiff.,Plantae,kingdom,6
Solanaceae undiff.,Tracheophyta,phylum,7707728
Solanaceae undiff.,Magnoliopsida,class,220
Solanaceae undiff.,Solanales,order,1176
Solanaceae undiff.,Solanaceae,family,7717
Solanum rostratum,Plantae,kingdom,6
Solanum rostratum,Tracheophyta,phylum,7707728
Solanum rostratum,Magnoliopsida,class,220
Solanum rostratum,Solanales,order,1176
Solanum rostratum,Solanaceae,family,7717
Solanum rostratum,Solanum,genus,2928997
Solanum rostratum,Solanum angustifolium,species,2929800
Symplocos,Plantae,kingdom,6
Symplocos,Tracheophyta,phylum,7707728
Symplocos,Magnoliopsida,class,220
Symplocos,Ericales,order,1353
Symplocos,Symplocaceae,family,6708
Symplocos,Symplocos,genus,3032996
Taxodium,Plantae,kingdom,6
Taxodium,Tracheophyta,phylum,7707728
Taxodium,Pinopsida,class,194
Taxodium,Pinales,order,640
Taxodium,Cupressaceae,family,8144
Taxodium,Taxodium,genus,2684190
Taxus,Plantae,kingdom,6
Taxus,Tracheophyta,phylum,7707728
Taxus,Pinopsida,class,194
Taxus,Pinales,order,640
Taxus,Taxaceae,family,4863
Taxus,Taxus,genus,2684902
Thalictrum,Plantae,kingdom,6
