neotoma_names,is_plant
Thymelaeaceae,TRUE
Viburnum tinus,TRUE
Carpinus orientalis,TRUE
Jurinea,TRUE
Quercus cerris,TRUE
Anemone sect. Hepatica,TRUE
Mercurialis perennis-type,TRUE
Orlaya grandiflora,TRUE
Torilis arvensis,TRUE
Trifolium alpinum-type,TRUE
Asarum europaeum,TRUE
Betula pendula,TRUE
Betula pubescens,TRUE
Cichorium,TRUE
Illecebrum,TRUE
Oxalidaceae,TRUE
Plantaginaceae,TRUE
Santalaceae,TRUE
Violaceae,TRUE
Iridaceae,TRUE
Pinus peuce,TRUE
Quercus cerris-type,TRUE
Plantago media/P. montana,TRUE
Pistacia lentiscus,TRUE
Saxifraga paniculata-type,TRUE
Sempervivum,TRUE
Streptopus amplexifolius,TRUE
Vincetoxicum,TRUE
Xeranthemum,TRUE
Myosotis arvensis-type,TRUE
Lotus corniculatus,TRUE
Persicaria lapathifolia,TRUE
Poterium,TRUE
Quercus (deciduous),TRUE
Rumex aquaticus,TRUE
Sambucus ebulus,TRUE
Tilia undiff.,TRUE
Arctostaphylos uva-ursi-type,TRUE
Betula pubescens-type,TRUE
Chamaenerion,TRUE
Cryptomeria,TRUE
Rumex cf. R. alpinus,TRUE
Saxifraga undiff.,TRUE
Sciadopitys,TRUE
Sequoia,TRUE
Sorbus aria-type,TRUE
Tsuga diversifolia-type,TRUE
Buphthalmum,TRUE
Geum montanum-type,TRUE
Holosteum umbellatum,TRUE
Ligusticum mutellinoides-type,TRUE
Minuartia verna-type,TRUE
Myricaria germanica,TRUE
Turgenia latifolia,TRUE
Linaceae,TRUE
Olea europaea,TRUE
Quercus canariensis,TRUE
Quercus suber,TRUE
Centaurea undiff.,TRUE
Knautia arvensis-type,TRUE
Lycopus,TRUE
Scleranthus annuus-type,TRUE
Sorbus torminalis,TRUE
Sorbus torminalis,TRUE
Angelica sylvestris,TRUE
Athamanta cretensis,TRUE
Lonicera alpigena,TRUE
Acanthus,TRUE
Coriaria,TRUE
Cyperus capitatus,TRUE
Gentiana verna,TRUE
Ranunculus lanuginosus,TRUE
Stellaria holostea-type,TRUE
Centaurea solstitialis-type,TRUE
Cistus albidus-type,TRUE
Fraxinus angustifolia-type,TRUE
Marrubium,TRUE
Myrtus,TRUE
Plantago lagopus-type,TRUE
Quercus (deciduous-type),TRUE
Quercus (evergreen-type),TRUE
Crepis,TRUE
Hypericum elodes,TRUE
Rumex hydrolapathum,TRUE
Verbena,TRUE
Armeria maritima,TRUE
Atropa belladonna,TRUE
Borago,TRUE
Limonium,TRUE
Resedaceae,TRUE
Spartium,TRUE
Viola tricolor,TRUE
Calystegia sepium-type,TRUE
Dioscorea,TRUE
Plantago pro parte,TRUE
Ammi,TRUE
Atriplex,TRUE
Calendula,TRUE
Draba,TRUE
Rosaceae (type A),TRUE
Rosaceae (type B),TRUE
Androsace alpina-type,TRUE
Chrysosplenium undiff.,TRUE
Lamium album-type,TRUE
Narcissus pseudonarcissus-type,TRUE
Saxifraga hirculus-type,TRUE
Helleborus viridis-type,TRUE
Boraginaceae undiff.,TRUE
Tozzia alpina,TRUE
Caryophyllaceae pro parte,TRUE
Euphorbia cf. E. palustris,TRUE
Fabaceae pro parte,TRUE
Lamiaceae pro parte,TRUE
Liliaceae pro parte,TRUE
Melampyrum pratense,TRUE
Poaceae pro parte,TRUE
Ranunculaceae pro parte,TRUE
Rosaceae pro parte,TRUE
Muscari,TRUE
Gentiana lutea,TRUE
Centaurea cf. C. cyanus-type,TRUE
Centaurea cf. C. nigra-type,TRUE
Centaurea cf. C. scabiosa-type,TRUE
Quercus undiff.,TRUE
Andromeda polifolia,TRUE
Eupatorium,TRUE
Sison amomum,TRUE
Sium latifolium-type,TRUE
Torilis nodosa,TRUE
Trinia glauca,TRUE
Betula humilis,TRUE
Caprifoliaceae,TRUE
Lamiaceae (hexacolpate),TRUE
Lamiaceae (tricolpate),TRUE
Psylliostachys spicata,TRUE
Rumex cf. R. hydrolapathum,TRUE
Zygophyllum,TRUE
Clematis,TRUE
Dioscorea communis,TRUE
Lonicera nigra,TRUE
Maianthemum bifolium,TRUE
Saxifraga hirsuta-type,TRUE
Silaum silaus,TRUE
Linum undiff.,TRUE
Myricaria germanica-type,TRUE
Bistorta vivipara-type,TRUE
Cerastium fontanum,TRUE
Aesculus hippocastanum,TRUE
Nicotiana,TRUE
Laserpitium latifolium-type,TRUE
Meum athamanticum,TRUE
Cornus mas/C. suecica,TRUE
Ericales (tetrad),TRUE
Acer campestre,TRUE
Anthriscus caucalis,TRUE
Hypericum undiff.,TRUE
Polemonium caeruleum,TRUE
Sagina cf. S. nodosa,TRUE
Sorbus aria,TRUE
Aethusa cynapium,TRUE
Agrostemma,TRUE
Arnica,TRUE
Carum carvi-type,TRUE
Chaerophyllum,TRUE
Conium maculatum,TRUE
Inula,TRUE
Pastinaca sativa,TRUE
Peucedanum palustre,TRUE
Primula veris-type,TRUE
Ranunculus flammula,TRUE
Scandix pecten-veneris,TRUE
Silene viscaria-type,TRUE
Sium,TRUE
Swertia perennis,TRUE
Torilis japonica,TRUE
Buglossoides arvensis,TRUE
Eryngium campestre,TRUE
Primulaceae undiff.,TRUE
Orthilia,TRUE
Digitalis purpurea-type,TRUE
Erica ciliaris-type,TRUE
Lythrum salicaria-type,TRUE
Poaceae (annulus >10 µm),TRUE
Rumex sanguineus-type,TRUE
Solidago virgaurea-type,TRUE
Anagallis tenella,TRUE
Crassulaceae undiff.,TRUE
Myosotis arvensis,TRUE
Poaceae (<37 µm),TRUE
Andromeda,TRUE
Crataegus monogyna,TRUE
Plantago tenuiflora,TRUE
Umbilicus rupestris,TRUE
Vicia sylvatica,TRUE
Monotropa,TRUE
Anemone alpina,TRUE
Anemone alpina,TRUE
Ligusticum,TRUE
Peucedanum,TRUE
Plantago montana,TRUE
Plantago montana,TRUE
Polygala vulgaris-type,TRUE
Ranunculus aconitifolius,TRUE
Seseli,TRUE
Homogyne alpina,TRUE
Xanthium spinosum-type,TRUE
Oenanthe fistulosa-type,TRUE
Plantago atrata,TRUE
Pseudofumaria lutea-type,TRUE
Rumex alpinus-type,TRUE
Scabiosa columbaria-type,TRUE
Staphylea pinnata,TRUE
Succisa pratensis-type,TRUE
Trachycarpus fortunei,TRUE
Tribulus terrestris,TRUE
Viola canina-type,TRUE
Berula erecta,TRUE
Morus alba-type,TRUE
Artemisia herba-alba-type,TRUE
Artemisia vulgaris-type,TRUE
Betulaceae,TRUE
Cotinus coggygria,TRUE
Loranthus,TRUE
Paliurus,TRUE
Ranunculus repens-type,TRUE
Ranunculus sceleratus-type,TRUE
Rubus fruticosus,TRUE
Adonis,TRUE
Armeria (type A),TRUE
Armeria (type B),TRUE
Glaux,TRUE
Glaux,TRUE
Trifolium undiff.,TRUE
Malva sylvestris-type,TRUE
Pinus pinaster,TRUE
Quercus pyrenaica-type,TRUE
Urtica dioica-type,TRUE
Amaranthus,TRUE
Anemone hortensis-type,TRUE
Asparagus,TRUE
Asphodelus fistulosus,TRUE
Bituminaria bituminosa,TRUE
Borago officinalis,TRUE
Chamaerops humilis,TRUE
Citrus,TRUE
Cynoglossum officinale-type,TRUE
Dorycnium,TRUE
Fedia cornucopiae,TRUE
Ficus carica,TRUE
Gypsophila arrostii,TRUE
Helleborus viridis,TRUE
Ornithopus,TRUE
Phlomis,TRUE
Rumex scutatus-type,TRUE
Saxifraga tridactylitis-type,TRUE
Sideritis,TRUE
Simethis planifolia,TRUE
Tamarix,TRUE
Tuberaria,TRUE
Urtica membranacea-type,TRUE
Urtica pilulifera,TRUE
Zelkova,TRUE
Aruncus,TRUE
Astrantia,TRUE
Bartsia,TRUE
Filipendula ulmaria,TRUE
Gnaphalium,TRUE
Pedicularis palustris,TRUE
Ribes alpinum,TRUE
Silene vulgaris,TRUE
Veratrum album,TRUE
Ailanthus,TRUE
Centaurea solstitialis,TRUE
Radiola linoides,TRUE
Consolida,TRUE
Delphinium,TRUE
Nonea,TRUE
Orlaya,TRUE
Pulmonaria obscura,TRUE
Alkanna,TRUE
Gentiana purpurea-type,TRUE
Globularia,TRUE
Gentianella tenella-type,TRUE
Rubus fruticosus-type,TRUE
Vicia faba-type,TRUE
Cistus ladanifer-type,TRUE
Colchicum,TRUE
Gentiana verna-type,TRUE
Glyceria,TRUE
Hordelymus,TRUE
Lonicera caerulea,TRUE
Colchicum autumnale-type,TRUE
Polygonum oxyspermum,TRUE
Primula integrifolia-type,TRUE
Angelica archangelica-type,TRUE
Angelica palustris-type,TRUE
Apium nodiflorum,TRUE
Apium nodiflorum,TRUE
Asphodelus albus,TRUE
Carum verticillatum,TRUE
Chaerophyllum temulum,TRUE
Colchicum montanum,TRUE
Cytisus grandiflorus,TRUE
Dianthus lusitanus-type,TRUE
Fraxinus angustifolia,TRUE
Fritillaria lusitanica,TRUE
Gagea nevadensis,TRUE
Gentiana lutea/G. pneumonanthe,TRUE
Laserpitium,TRUE
Lythrum undiff.,TRUE
Minuartia recurva,TRUE
Narcissus bulbocodium,TRUE
Paronychia polygonifolia-type,TRUE
Pedicularis sylvatica,TRUE
Physospermum cornubiense,TRUE
Pimpinella anisum,TRUE
Pimpinella saxifraga-type,TRUE
Plantago coronopus sensu stricto,TRUE
Plantago subulata-type,TRUE
Sanguisorba officinalis-type,TRUE
Selinum carvifolia,TRUE
Seseli libanotis-type,TRUE
Silaum silaus-type,TRUE
Silene ciliata-type,TRUE
Silene foetida-type,TRUE
Torilis arvensis-type,TRUE
Trinia glauca-type,TRUE
Hedysarum cf. H. hedysaroides,TRUE
Vaccinium myrtillus,TRUE
Centaurea stoebe,TRUE
Juglandaceae,TRUE
Matthiola,TRUE
Trifolium arvense,TRUE
Valeriana tripteris,TRUE
Empetrum hermaphroditum,TRUE
Erica cinerea,TRUE
Faboideae undiff.,TRUE
Geum cf. G. rivale,TRUE
Geum cf. G. urbanum,TRUE
Lotus cf. L. corniculatus,TRUE
Lotus pedunculatus-type,TRUE
Saxifraga cf. S. cespitosa,TRUE
Ranunculus sceleratus/R. repens,TRUE
Silene nutans,TRUE
Swertia,TRUE
Teucrium chamaedrys,TRUE
Lycopus europaeus,TRUE
Oleaceae undiff.,TRUE
Conium maculatum-type,TRUE
Pimpinella saxifraga,TRUE
Viscum album sensu lato,TRUE
Abies undiff.,TRUE
Centaurium pulchellum,TRUE
Chaerophyllum hirsutum,TRUE
Gratiola officinalis,TRUE
Onobrychis viciifolia,TRUE
Torilis,TRUE
Aethusa cynapium-type,TRUE
Carum,TRUE
Caucalis platycarpos,TRUE
Centaurium pulchellum-type,TRUE
Foeniculum vulgare,TRUE
Meum athamanticum-type,TRUE
Monotropa hypopitys,TRUE
Peucedanum palustre-type,TRUE
Pleurospermum austriacum-type,TRUE
Ruta graveolens,TRUE
Sambucus undiff.,TRUE
Scrophulariaceae pro parte,TRUE
Torilis japonica-type,TRUE
Aphanes,TRUE
Astrantia major-type,TRUE
Ballota,TRUE
Campanula trachelium-type,TRUE
Datura stramonium,TRUE
Descurainia sophia,TRUE
Kickxia,TRUE
Microrrhinum minus,TRUE
Pisum sativum,TRUE
Ephedra strobilacea-type,TRUE
Apium inundatum-type,TRUE
Corydalis pumila-type,TRUE
Eryngium campestre-type,TRUE
Ornithogalum umbellatum-type,TRUE
Pedicularis verticillata-type,TRUE
Teucrium chamaedrys-type,TRUE
Turgenia latifolia-type,TRUE
Viola tricolor-type,TRUE
Berula erecta-type,TRUE
Lythrum portula-type,TRUE
Agrimonia eupatoria-type,TRUE
Aphanes arvensis-type,TRUE
Ballota group,TRUE
Descurainia sophia-type,TRUE
Eupatorium cannabinum-type,TRUE
Geranium pratense-type,TRUE
Impatiens noli-tangere,TRUE
Liriodendron tulipifera,TRUE
Lonicera periclymenum-type,TRUE
Mercurialis undiff.,TRUE
Narcissus poeticus-type,TRUE
Sagina nodosa group,TRUE
Silene viscaria,TRUE
Silene viscaria,TRUE
Mercurialis annua-type,TRUE
Alchemilla cf. A. glabra,TRUE
Gentiana nivalis-type,TRUE
Helianthemum cf. H. canum,TRUE
Oxyria digyna-type,TRUE
Penthorum sedoides,TRUE
Vicia cf. V. cracca,TRUE
Betula sect. Apterocaryon,TRUE
Betula sect. Betula,TRUE
Bromus,TRUE
Plantago maritima/P. alpina,TRUE
Polemonium boreale,TRUE
Trifolium striatum-type,TRUE
Loranthaceae,TRUE
Bupleurum ranunculoides,TRUE
Pulmonaria officinalis,TRUE
Thymus,TRUE
Cannabaceae sensu stricto,TRUE
Erica cf. E. tetralix,TRUE
Persicaria cf. P. maculosa,TRUE
Elymus,TRUE
Centaurea depressa-type,TRUE
Artemisia campestris-type,TRUE
Artemisia undiff.,TRUE
Droseraceae,TRUE
Rubus idaeus-type,TRUE
Polemoniaceae,TRUE
Hypericum calycinum-type,TRUE
Sedum acre,TRUE
Rosaceae (trees) undiff.,TRUE
Viburnum cf. V. opulus,TRUE
Fallopia cf. F. convolvulus,TRUE
Micranthes nivalis/M. tenuis,TRUE
Rubus cf. R. saxatilis,TRUE
Quercus (evergreen),TRUE
Polygonum aviculare/Bistorta officinalis,TRUE
Pistacia terebinthus,TRUE
Polygonoideae pro parte,TRUE
Adonis aestivalis-type,TRUE
Alchemilla group,TRUE
Anemone coronaria,TRUE
Arum,TRUE
Ceratonia siliqua,TRUE
Genista group,TRUE
Liliaceae sensu lato,TRUE
Lomelosia argentea-type,TRUE
Platanus orientalis,TRUE
Polycnemum,TRUE
Ranunculus lanuginosus-type,TRUE
Rhinanthus group,TRUE
Sorbus group,TRUE
Corrigiola litoralis-type,TRUE
Echium vulgare-type,TRUE
Erica australis-type,TRUE
Erica umbellata-type,TRUE
Erica undiff.,TRUE
Geranium molle-type,TRUE
Hypecoum,TRUE
Illecebrum verticillatum-type,TRUE
Montia fontana-type,TRUE
Trollius europaeus-type,TRUE
Aconitum napellus-type,TRUE
Arenaria serpyllifolia-type,TRUE
Blackstonia perfoliata-type,TRUE
Circaea lutetiana-type,TRUE
Corrigiola telephiifolia-type,TRUE
Daucus carota-type,TRUE
Dipsacus fullonum-type,TRUE
Erodium cicutarium-type,TRUE
Filipendula vulgaris-type,TRUE
Hedera helix-type,TRUE
Humulus lupulus-type,TRUE
Ligustrum vulgare-type,TRUE
Limonium humile-type,TRUE
Moehringia trinervia-type,TRUE
Phillyrea angustifolia-type,TRUE
Pinguicula vulgaris-type,TRUE
Sagina procumbens-type,TRUE
Viburnum lantana-type,TRUE
Crocus vernus,TRUE
Heliotropium,TRUE
Smyrnium,TRUE
Ranunculus glacialis-type,TRUE
Silene cf. S. acaulis,TRUE
Aconitum lycoctonum subsp. septentrionale,TRUE
Polygonum oxyspermum-type,TRUE
Secale (primitive),TRUE
Triticum spelta-type,TRUE
Poaceae (>40 µm),TRUE
Crassula,TRUE
Gentiana punctata,TRUE
Geum rivale,TRUE
Ericaceae cf. Cassiope,TRUE
Artemisia norvegica-type,TRUE
Poaceae (annulus 8-10 µm),TRUE
Saxifraga cernua/S. rivularis,TRUE
Cornus undiff.,TRUE
Corydalis cava-type,TRUE
Lavandula,TRUE
Blackstonia,TRUE
Erica ciliaris,TRUE
Cardamine,TRUE
Chamaerops,TRUE
Ephedra cf. E. fragilis,TRUE
Ephedra undiff.,TRUE
Falcaria,TRUE
Pinus halepensis,TRUE
Radiola,TRUE
Smilax,TRUE
Thymelaea,TRUE
Ziziphus,TRUE
Corrigiola litoralis,TRUE
Cyclamen purpurascens,TRUE
Adenostyles alliariae,TRUE
Anemone nemorosa group,TRUE
Anthemis arvensis-type,TRUE
Gypsophila repens,TRUE
Petasites hybridus-type,TRUE
Primula clusiana-type,TRUE
Ranunculus acris/R. flammula/R. sceleratus group,TRUE
Androsace elongata-type,TRUE
Ribes uva-crispa,TRUE
Tripolium pannonicum subsp. tripolium-type,TRUE
Triticum undiff.,TRUE
Orthilia secunda,TRUE
Taraxacum officinale,TRUE
"Caryophyllaceae (periporate, excluding Paronychioideae)",TRUE
Juniperus communis-type,TRUE
Cannabis sativa-type,TRUE
"Poaceae (Cerealia, 37-40 µm)",TRUE
"Poaceae (Cerealia, 40-50 µm)",TRUE
"Poaceae (Cerealia, >50 µm)",TRUE
Vicia faba,TRUE
Festuca,TRUE
Rosaceae (herbs) undiff.,TRUE
Quercus faginea-type,TRUE
Scilla,TRUE
Filago,TRUE
Ricinus communis,TRUE
Spartium junceum,TRUE
Moraceae,TRUE
Plantago cf. P. lanceolata,TRUE
Rubus chamaemorus-type,TRUE
Cistus undiff.,TRUE
Quercus ilex/Q. coccifera-type,TRUE
Rubiaceae cf. Galium,TRUE
Valeriana undiff.,TRUE
Vitex agnus-castus,TRUE
Ephedra major-type,TRUE
Roemeria,TRUE
Ruta,TRUE
Crocus,TRUE
Nerium,TRUE
Ephedra major subsp. major,TRUE
Pinus nigra-type,TRUE
Lygeum,TRUE
Myrtaceae,TRUE
Balsaminaceae,TRUE
Cotoneaster,TRUE
Ficaria,TRUE
Helianthemum marifolium,TRUE
Hyoscyamus,TRUE
Lotus undiff.,TRUE
Malvaceae undiff.,TRUE
Phacelia,TRUE
Poaceae (>37 µm),TRUE
Primula elatior-type,TRUE
Sagina apetala-type,TRUE
Saponaria,TRUE
Scrophularia nodosa-type,TRUE
Viola odorata-type,TRUE
Alchemilla pentaphyllea,TRUE
Hypericum elodes-type,TRUE
Lupinus,TRUE
Ailanthus altissima,TRUE
Angelica archangelica,TRUE
Anthericum liliago,TRUE
Anthriscus cerefolium,TRUE
Arctium lappa-type,TRUE
Campanula rapunculoides,TRUE
Cicer arietinum,TRUE
Colchicum autumnale,TRUE
Geranium molle group,TRUE
Geranium pratense group,TRUE
Hyoscyamus niger,TRUE
Larix decidua-type,TRUE
Magnoliaceae,TRUE
Medicago lupulina-type,TRUE
Medicago sativa-type,TRUE
Polygala comosa-type,TRUE
Polygonatum odoratum-type,TRUE
Rubus undiff.,TRUE
Salvia pratensis-type,TRUE
Vicia hirsuta/V. tetrasperma,TRUE
Lysimachia nemorum-type,TRUE
Caprifoliaceae undiff.,TRUE
Asteraceae undiff. (type 2),TRUE
Asteraceae (echinate),TRUE
Cedrus atlantica,TRUE
Cupressus,TRUE
Daphne gnidium,TRUE
Quercus canariensis/Q. pyrenaica,TRUE
Quercus ilex/Q. coccifera,TRUE
Pinguicula cf. P. vulgaris,TRUE
Scleranthus cf. S. perennis,TRUE
Asperula,TRUE
Centaurium erythraea,TRUE
Fumaria officinalis,TRUE
Theligonum,TRUE
Taraxacum,TRUE
Alnus subg. Alnobetula,TRUE
Carpinus betulus-type,TRUE
Aristolochia,TRUE
Orobanchaceae,TRUE
Quercus faginea,TRUE
Anagallis arvensis-type,TRUE
Cichorium intybus-type,TRUE
Poaceae (annulus 10-12 µm),TRUE
Cornus suecica-type,TRUE
Malus sylvestris,TRUE
Poterium sanguisorba subsp. sanguisorba,TRUE
Narcissus,TRUE
Cistaceae undiff.,TRUE
Amaranthaceae (broken),TRUE
Amaranthaceae (crumpled),TRUE
Asteraceae undiff. (broken),TRUE
Asteraceae undiff. (crumpled),TRUE
Cedrus (broken),TRUE
Cedrus (crumpled),TRUE
Cedrus (degraded),TRUE
Cyperaceae (broken),TRUE
Cyperaceae (corroded),TRUE
Cyperaceae (crumpled),TRUE
Cyperaceae (degraded),TRUE
Fraxinus ornus-type,TRUE
Oleaceae (broken),TRUE
Oleaceae (crumpled),TRUE
Oleaceae (obscured),TRUE
Pinaceae (broken),TRUE
Pinaceae (corroded),TRUE
Pinaceae (crumpled),TRUE
Pinaceae (degraded),TRUE
Pinaceae (obscured),TRUE
Pinus (broken),TRUE
Pinus (corroded),TRUE
Pinus (crumpled),TRUE
Pinus (degraded),TRUE
Pinus (fragmented),TRUE
Poaceae (broken),TRUE
"Poaceae (Cerealia-type, broken)",TRUE
"Poaceae (Cerealia-type, corroded)",TRUE
"Poaceae (Cerealia-type, crumpled)",TRUE
Poaceae (corroded),TRUE
Poaceae (crumpled),TRUE
Poaceae (degraded),TRUE
Quercus coccifera-type,TRUE
Quercus coccifera-type (broken),TRUE
Quercus coccifera-type: corroded,TRUE
Quercus coccifera-type (crumpled),TRUE
Quercus undiff. (broken),TRUE
Quercus undiff. (corroded),TRUE
Quercus undiff. (crumpled),TRUE
Quercus undiff. (degraded),TRUE
Quercus undiff. (obscured),TRUE
Anagallis tenella-type,TRUE
Arnoseris,TRUE
Cicendia filiformis,TRUE
Cistus monspeliensis-type,TRUE
Erica scoparia-type,TRUE
Frankenia,TRUE
Fumaria officinalis-type,TRUE
Gynandriris sisyrinchium,TRUE
Halimium halimifolium-type,TRUE
Helianthemum croceum-type,TRUE
Tuberaria guttata,TRUE
Actaea spicata,TRUE
Aegopodium podagraria,TRUE
Anemone pulsatilla-type,TRUE
Anethum graveolens,TRUE
Fragaria,TRUE
Iris germanica-type,TRUE
Legousia,TRUE
Leucojum,TRUE
Robinia pseudoacacia,TRUE
Vaccaria hispanica,TRUE
Viburnum opulus/V. tinus,TRUE
Carya glabra-type,TRUE
Carya tomentosa-type,TRUE
Anemone subg. Anemone,TRUE
Artemisia alba-type,TRUE
Lathyrus linifolius-type,TRUE
Potentilla erecta,TRUE
Centaurea jacea/C. nigra-type,TRUE
Lamium amplexicaule-type,TRUE
Lamium purpureum var. hybridum-type,TRUE
Polygonum cognatum,TRUE
Rumex conglomeratus,TRUE
Teucrium pyrenaicum-type,TRUE
Urtica atrovirens,TRUE
Geranium columbinum-type,TRUE
Geranium pusillum-type,TRUE
Amaryllidaceae,TRUE
Cercis,TRUE
Chenopodium sp.,TRUE
Convolvulus undiff.,TRUE
Cyclamen,TRUE
Dracunculus,TRUE
Gentiana undiff.,TRUE
Mesembryanthemum,TRUE
Oenothera,TRUE
Paeonia,TRUE
Plantago lanceolata/P. lagopus,TRUE
Prunus sp.,TRUE
Punica granatum,TRUE
Rumex subg. Emex,TRUE
Sarcopoterium spinosum/Poterium sanguisorba,TRUE
Senecio sp.,TRUE
Styrax,TRUE
Urtica pilulifera-type,TRUE
Arnoseris minima,TRUE
Caryophyllaceae (porate),TRUE
Conopodium majus,TRUE
Artemisia sp.,TRUE
Capsella,TRUE
Gentianella sp.,TRUE
Ranunculus glacialis,TRUE
Sonchus,TRUE
Primula scandinavica-type,TRUE
Sorbus cf. S. aucuparia,TRUE
Linnaea,TRUE
Rumex sp.,TRUE
Avena sativa,TRUE
Linum bienne-type,TRUE
Sorbus sp.,TRUE
Thalictrum flavum,TRUE
Triticum aestivum,TRUE
Vaccinium sp.,TRUE
Plantago cf. P. major,TRUE
Vaccinium uliginosum,TRUE
Vaccinium vitis-idaea,TRUE
Apiaceae cf. Pleurospermum,TRUE
Ericaceae cf. Vaccinium,TRUE
Rosaceae cf. Prunus,TRUE
Rosaceae cf. Sorbus,TRUE
Dipsacaceae undiff.,TRUE
Hordeum group,TRUE
Atriplex sp.,TRUE
Centaurea sp.,TRUE
Chrysosplenium alternifolium,TRUE
Helianthemum sp.,TRUE
Krascheninnikovia ceratoides,TRUE
Salsola sp.,TRUE
Thalictrum sp.,TRUE
Medicago lupulina,TRUE
Trifolium montanum-type,TRUE
Pinus cembroides,TRUE
Angelica,TRUE
Dictamnus albus,TRUE
Pinus (haplostellate),TRUE
Sanicula,TRUE
Tussilago,TRUE
Kalmia,TRUE
Minuartia,TRUE
Pinus strobus-type,TRUE
Pyrus,TRUE
Kalmia procumbens,TRUE
Fragaria vesca,TRUE
Pinus mugo,TRUE
Pinus nigra,TRUE
Ajuga,TRUE
Lotus sp.,TRUE
Melilotus,TRUE
Sambucus racemosa-type,TRUE
Morus nigra,TRUE
Centaurea aspera-type,TRUE
Cirsium cf. C. palustre,TRUE
Cyanus triumfettii,TRUE
Liliales,TRUE
Pinus mugo/P. sylvestris,TRUE
Plantago maritima subsp. serpentina,TRUE
Plantago maritima subsp. serpentina,TRUE
Polycarpon tetraphyllum,TRUE
Ranunculus fluitans-type,TRUE
Sesamoides,TRUE
Solanum dulcamara/Sedum,TRUE
Thalictrum minus,TRUE
Valeriana tuberosa,TRUE
Aconitum group,TRUE
Anemone pulsatilla,TRUE
Anemone pulsatilla,TRUE
Anemone pulsatilla group,TRUE
Anemone pulsatilla group,TRUE
Consolida ambigua-type,TRUE
Frangula alnus-type,TRUE
Gratiola,TRUE
Limonium vulgare (type A),TRUE
Ribes rubrum-type,TRUE
Sison amomum-type,TRUE
Solanum dulcamara-type,TRUE
Empetrum nigrum-type,TRUE
Prunella vulgaris-type,TRUE
Amaranthaceae (small),TRUE
Apiaceae (apiculate),TRUE
Apiaceae (large),TRUE
Apiaceae (medium),TRUE
Apiaceae (small),TRUE
Caryophyllaceae (large),TRUE
Caryophyllaceae (small),TRUE
Pinus (large),TRUE
Pinus (small),TRUE
Poaceae (small),TRUE
Quercus rotundifolia,TRUE
Symphoricarpos,TRUE
Lotus maritimus,TRUE
Trifolium pannonicum,TRUE
"Poaceae (Cerealia-type, indeterminable)",TRUE
Centaurea pro parte,TRUE
Cistus pro parte,TRUE
Plantago altissima-type,TRUE
Plantago argentea-type,TRUE
Plantago carinata-type,TRUE
Quercus pro parte,TRUE
Alnus viridis subsp. suaveolens,TRUE
Pinus laricio,TRUE
Pinus laricio,TRUE
Pinus maritima,TRUE
Pinus maritima,TRUE
Pinus maritima,TRUE
Coriaria myrtifolia,TRUE
Linum cf. L. usitatissimum,TRUE
Papaver rhoeas,TRUE
Convolvulaceae undiff.,TRUE
Cornus subg. Thelycrania,TRUE
Lythraceae undiff.,TRUE
Cousinia,TRUE
Lomelosia rotata-type,TRUE
Arctous alpina/A. rubra,TRUE
Elaeagnus commutata,TRUE
Picea glauca,TRUE
Picea mariana,TRUE
Iva annua,TRUE
Cassiope,TRUE
Cnidium,TRUE
Dodecatheon,TRUE
Douglasia,TRUE
Lagotis glauca,TRUE
Lesquerella,TRUE
Pedicularis lanceolata,TRUE
Plantago canescens,TRUE
Mertensia,TRUE
Acer cf. A. negundo,TRUE
Lewisia,TRUE
Polygonum californicum-type,TRUE
Cornus canadensis,TRUE
Cornus racemosa,TRUE
Fraxinus nigra,TRUE
Fraxinus pennsylvanica,TRUE
Pinus contorta,TRUE
Acer circinatum-type,TRUE
Acer macrophyllum-type,TRUE
Bistorta bistortoides-type,TRUE
Cornus canadensis-type,TRUE
Lysichiton,TRUE
Alnus (pentaporate),TRUE
Alnus (tetraporate),TRUE
Amorpha,TRUE
Gilia,TRUE
Pedicularis contorta-type,TRUE
Pedicularis groenlandica-type,TRUE
Polygonum californicum,TRUE
Ribes lacustre,TRUE
Ribes montigenum,TRUE
Ribes undiff.,TRUE
Juglans cinerea-type,TRUE
Pinus banksiana/P. resinosa,TRUE
Zanthoxylum,TRUE
Acer saccharinum,TRUE
Cornus florida,TRUE
Itea,TRUE
Juglans undiff.,TRUE
Liriodendron,TRUE
Persicaria hydropiper-type,TRUE
Sanguisorba canadensis,TRUE
Ephedra torreyana-type,TRUE
Lamiaceae cf. Stachys,TRUE
Dalea candida,TRUE
Dalea purpurea-type,TRUE
Pinus banksiana,TRUE
Micranthes foliolosa-type,TRUE
Micranthes hieraciifolia-type,TRUE
Plantago canescens-type,TRUE
Saxifraga tricuspidata-type,TRUE
Micranthes foliolosa,TRUE
Fraxinus americana,TRUE
Myricaceae undiff.,TRUE
Picea cf. P. glauca,TRUE
Picea cf. P. mariana,TRUE
Pinus det. P. banksiana/P. resinosa,TRUE
Pinus det. P. strobus,TRUE
Abies lasiocarpa,TRUE
Acer glabrum,TRUE
Agoseris glauca-type,TRUE
Cornus sericea,TRUE
Solidago canadensis,TRUE
Betula (shrub),TRUE
Betula (small),TRUE
Pinus subg. Pinus undiff.,TRUE
Acer macrophyllum,TRUE
Alnus rubra,TRUE
Alnus viridis subsp. sinuata,TRUE
Alnus (hexaporate),TRUE
