neotoma_names,is_plant
Chrysolepis,TRUE
Nyctaginaceae,TRUE
Onagraceae undiff.,TRUE
Pinus edulis,TRUE
Pinus flexilis,TRUE
Pinus ponderosa,TRUE
Pinus aristata,TRUE
Myricaceae,TRUE
Alnus viridis subsp. crispa-type,TRUE
Caryophyllaceae cf. Dianthus,TRUE
Ranunculus pensylvanicus-type,TRUE
Asteraceae (high spine),TRUE
Asteraceae (low spine),TRUE
Fraxinus pennsylvanica/F. americana-type,TRUE
Acalypha,TRUE
Chamaecyparis thyoides,TRUE
Fagaceae,TRUE
Pseudotsuga menziesii,TRUE
Acer circinatum,TRUE
Alnus rubra-type,TRUE
Robinia,TRUE
Menispermaceae,TRUE
Mitella,TRUE
Planera aquatica,TRUE
Actaea rubra,TRUE
Mitchella repens,TRUE
Allenrolfea occidentalis,TRUE
Ephedra nevadensis,TRUE
Ephedra viridis,TRUE
Comarum palustre-type,TRUE
Fagus grandifolia,TRUE
Viburnum edule,TRUE
Betula glandulosa,TRUE
Adenostoma fasciculatum,TRUE
Adenostoma sparsifolium,TRUE
Pinus jeffreyi-type,TRUE
Quercus chrysolepis,TRUE
Trillium,TRUE
Pinus monticola-type,TRUE
Castanopsis,TRUE
Garrya,TRUE
Navarretia,TRUE
Alnus (triporate),TRUE
Pinus monticola,TRUE
Purshia,TRUE
Celtis occidentalis,TRUE
Platanus occidentalis,TRUE
Quercus vaccinifolia-type,TRUE
Apocynaceae,TRUE
Araceae,TRUE
Leptospermum,TRUE
Ulmaceae,TRUE
Alnus viridis subsp. sinuata-type,TRUE
Arecaceae,TRUE
Camassia,TRUE
Elaeagnaceae,TRUE
Sequoiadendron,TRUE
Larix laricina,TRUE
Nemopanthus,TRUE
Taxus canadensis,TRUE
Tilia americana,TRUE
Viburnum nudum,TRUE
Liquidambar styraciflua,TRUE
Iva,TRUE
Lysichiton americanus,TRUE
Castilleja,TRUE
Cryptantha,TRUE
Erodium cicutarium,TRUE
Gossypium,TRUE
Kallstroemia,TRUE
Larrea,TRUE
Linanthus,TRUE
Vitaceae,TRUE
Prunus pensylvanica,TRUE
Prunus undiff.,TRUE
Rhus typhina-type,TRUE
Tsuga undiff.,TRUE
Nyssa sylvatica,TRUE
Suaeda calceoliformis,TRUE
Arceuthobium pusillum,TRUE
Chamaesyce,TRUE
Hudsonia,TRUE
Lycium,TRUE
Chamaebatiaria millefolium,TRUE
Monardella,TRUE
Iris versicolor,TRUE
Actaea,TRUE
Berberis repens,TRUE
Leptosiphon,TRUE
Commelinaceae,TRUE
Fraxinus americana-type,TRUE
Morus rubra-type,TRUE
Pedicularis undiff.,TRUE
Aralia hispida,TRUE
Cornus alternifolia,TRUE
Maclura pomifera-type,TRUE
Fraxinus latifolia,TRUE
Shepherdia canadensis-type,TRUE
Taxus brevifolia,TRUE
Ceratiola ericoides,TRUE
Arceuthobium americanum,TRUE
Betula det. shrub,TRUE
Betula det. tree,TRUE
Picea det. P. glauca,TRUE
Picea det. P. mariana,TRUE
Impatiens capensis,TRUE
Caltha leptosepala,TRUE
Coptis aspleniifolia,TRUE
Gentiana douglasiana,TRUE
Avicennia,TRUE
Coccoloba,TRUE
Conocarpus,TRUE
Forestiera,TRUE
Laguncularia,TRUE
Rhizophora,TRUE
Sapindaceae undiff.,TRUE
Toxicodendron radicans,TRUE
Nemopanthus mucronatus,TRUE
Nemopanthus mucronatus,TRUE
Pinus resinosa-type,TRUE
Prunus virginiana,TRUE
Rosaceae cf. Prunus serotina,TRUE
Salix vestita-type,TRUE
Acer nigrum,TRUE
Carya cordiformis,TRUE
Populus deltoides-type,TRUE
Agastache,TRUE
Cistanthe,TRUE
Polygonum sect. Duravia,TRUE
Ranunculus orthorhynchus,TRUE
Iva undiff.,TRUE
Lagotis,TRUE
Salix reticulata-type,TRUE
Agave,TRUE
Allionia,TRUE
Canotia,TRUE
Fouquieria,TRUE
Hydrophyllaceae,TRUE
Mimosa,TRUE
Prosopis,TRUE
Simmondsia chinensis,TRUE
Yucca,TRUE
Campanula rotundifolia-type,TRUE
Gaura,TRUE
Gaura,TRUE
Momipites,TRUE
Ranunculaceae (pericolpate),TRUE
Ranunculaceae (tricolpate) undiff.,TRUE
Dicentra,TRUE
Menispermum,TRUE
Fritillaria camschatcensis,TRUE
Oplopanax horridus,TRUE
Picea sitchensis,TRUE
Populus trichocarpa,TRUE
Sanguisorba stipulata,TRUE
Alternanthera,TRUE
Filipendula rubra,TRUE
Polygonum subsect. Polygonella,TRUE
Arabis,TRUE
Chamaedaphne,TRUE
Hamamelis,TRUE
Maianthemum,TRUE
Hamamelidaceae,TRUE
Platanaceae,TRUE
Symphoricarpos albus,TRUE
Circaea alpina,TRUE
Claytonia acutifolia,TRUE
Pinus aristata-type,TRUE
Pinus ponderosa-type,TRUE
Berchemia scandens,TRUE
Calycanthus,TRUE
Cephalanthus occidentalis,TRUE
Fraxinus quadrangulata/F. nigra-type,TRUE
Prunus americana-type,TRUE
Prunus virginiana-type,TRUE
Viburnum acerifolium-type,TRUE
Viburnum lentago-type,TRUE
Chamaedaphne calyculata,TRUE
Gaultheria,TRUE
Gaylussacia,TRUE
Lithocarpus,TRUE
Maclura,TRUE
Anemone patens,TRUE
Anemone patens,TRUE
Anemone quinquefolia-type,TRUE
Asteraceae cf. Cirsium,TRUE
Calylophus,TRUE
Mentzelia,TRUE
Picea indet.,TRUE
Polygonum ramosissimum-type,TRUE
Tsuga canadensis-type,TRUE
Viburnum rafinesquianum-type,TRUE
Leitneria floridana,TRUE
Ephedra (branched folds),TRUE
Ephedra (simple folds),TRUE
Pinus subg. Strobus (large),TRUE
Pinus subg. Strobus (small),TRUE
Zygophyllaceae,TRUE
Ephedraceae,TRUE
Cassiope tetragona,TRUE
Cannabaceae sensu stricto undiff.,TRUE
Quercus vaccinifolia,TRUE
Rutaceae,TRUE
Betula glandulosa-type,TRUE
Grossulariaceae,TRUE
Populus grandidentata-type,TRUE
Coptis,TRUE
Fritillaria,TRUE
Populus cf. P. tremuloides,TRUE
Thuja,TRUE
Conioselinum,TRUE
Valeriana sitchensis,TRUE
Rosaceae (>20 µm),TRUE
Rosaceae (<20 µm),TRUE
Rosaceae cf. Holodiscus,TRUE
Vaccinium uliginosum-type,TRUE
Comptonia peregrina,TRUE
Viburnum alnifolium,TRUE
Batis,TRUE
Collinsia,TRUE
Heliantheae undiff.,TRUE
Acer cf. A. pensylvanicum,TRUE
Frangula purshiana-type,TRUE
Pinus contorta/P. ponderosa,TRUE
Pinus monticola/P. albicaulis,TRUE
Populus trichocarpa-type,TRUE
Prunus cf. P. serotina,TRUE
Thuja plicata-type,TRUE
Cannabaceae cf. Humulus,TRUE
Ranunculaceae cf. Aconitum,TRUE
Rosaceae cf. Adenostoma,TRUE
Betula (>20 µm),TRUE
Betula (<20 µm),TRUE
Acer cf. A. glabrum,TRUE
Plectritis,TRUE
Quercus garryana,TRUE
Betula papyrifera,TRUE
Morus rubra,TRUE
Pinus resinosa,TRUE
Araliaceae,TRUE
Bumelia,TRUE
Cecropia,TRUE
Eugenia,TRUE
Myrsine,TRUE
Pinus clausa-type,TRUE
Brassicaceae cf. Brassica,TRUE
Campanula aparinoides-type,TRUE
Koenigia alaskana,TRUE
Comandra,TRUE
Lysimachia quadriflora-type,TRUE
Ribes aureum,TRUE
Boerhavia,TRUE
Diospyros,TRUE
Styloceras,TRUE
Viscaceae sensu stricto undiff.,TRUE
Alnus rhombifolia-type,TRUE
Fraxinus latifolia-type,TRUE
Triantha glutinosa,TRUE
Parthenocissus vitacea,TRUE
Boehmeria,TRUE
Picea rubens-type,TRUE
Acer rubrum-type,TRUE
Magnolia virginiana-type,TRUE
Combretaceae,TRUE
Pinus rigida,TRUE
Acer saccharum/A. nigrum,TRUE
Acer spicatum-type,TRUE
Physocarpus,TRUE
Pinus rigida-type,TRUE
Acer sp.,TRUE
Ptelea trifoliata,TRUE
Cucurbita,TRUE
Rhexia,TRUE
Pinus subg. Pinus (large),TRUE
Pinus subg. Pinus (small),TRUE
Planera,TRUE
Cassiope tetragona-type,TRUE
Oplopanax,TRUE
Agrostis,TRUE
Araceae undiff.,TRUE
Chimaphila,TRUE
Poa,TRUE
Apiaceae (coarse reticulate),TRUE
"Apiaceae (medium, slender)",TRUE
"Ericaceae (large, round)",TRUE
"Ericaceae (large, triangular)",TRUE
"Ericaceae (medium, soccer ball)",TRUE
"Ericaceae (small, round)",TRUE
"Ericaceae (small, triangular)",TRUE
Betula (large),TRUE
Abies sp.,TRUE
Picea sp.,TRUE
Salix sp.,TRUE
Taxaceae,TRUE
Coptis trifolia,TRUE
Epilobium palustre,TRUE
Scutellaria galericulata,TRUE
Pinus indet.,TRUE
Valerianaceae undiff.,TRUE
Erythranthe guttata,TRUE
Andromeda polifolia var. latifolia,TRUE
Cupressaceae cf. Thuja occidentalis,TRUE
Prunus serotina,TRUE
Rhododendron canadense,TRUE
Vaccinium angustifolium-type,TRUE
Vaccinium oxycoccos,TRUE
Vaccinium undiff.,TRUE
Ilex verticillata,TRUE
Lyonia,TRUE
Sanguinaria canadensis,TRUE
Toxicodendron,TRUE
Cassia,TRUE
Fabaceae (reticulate),TRUE
Hibiscus,TRUE
Cucurbitaceae,TRUE
Bromus hordeaceus-type,TRUE
Pinus haploxylon,TRUE
Orontium,TRUE
Asteraceae indet.,TRUE
Baccharis,TRUE
Chaenactis,TRUE
Ambrosia sp.,TRUE
Rumex mexicanus,TRUE
Microsteris,TRUE
Dryas integrifolia,TRUE
Rhus typhina,TRUE
Mentha arvensis,TRUE
Micranthes cf. M. punctata,TRUE
Rubus cf. R. chamaemorus,TRUE
Betula (20-25 µm),TRUE
Betula (>25 µm),TRUE
Nitraria,TRUE
Tamaricaceae,TRUE
Alnus hirsuta,TRUE
Alnus viridis subsp. fruticosa,TRUE
Betula nana subsp. exilis,TRUE
Betula pendula subsp. mandshurica,TRUE
Chrozophora tinctoria,TRUE
Larix gmelinii,TRUE
Phlox sibirica,TRUE
Picea obovata,TRUE
Haloragis,TRUE
Quercus sect. Cyclobalanopsis,TRUE
Quercus subg. Quercus,TRUE
Carpinus tschonoskii,TRUE
Fagus crenata,TRUE
Fagus japonica,TRUE
Mallotus,TRUE
Phellodendron,TRUE
Weigela,TRUE
Reynoutria,TRUE
Skimmia,TRUE
Dacrydium,TRUE
Koenigia sect. Aconogonon,TRUE
Lythraceae,TRUE
Tsuga diversifolia,TRUE
Betula costata,TRUE
Betula dahurica,TRUE
Betula ermanii,TRUE
Betula schmidtii,TRUE
Pinus koraiensis,TRUE
Polygonum sect. Polygonum,TRUE
Astragalus onobrychis-type,TRUE
Eremurus,TRUE
Primula farinosa-type (large),TRUE
Pterocarya fraxinifolia,TRUE
Rheum officinale,TRUE
Claytonia arctica,TRUE
Claytonia undiff.,TRUE
Pinus sibirica,TRUE
Ulmus sp.,TRUE
Claytonia sarmentosa,TRUE
Claytoniella vassilievii,TRUE
Betula cf. B. fruticosa,TRUE
Betula cf. B. pendula,TRUE
Patrinia,TRUE
Ulmus undiff.,TRUE
Abies sibirica,TRUE
Alnus hirsuta-type,TRUE
Aquilegia undiff.,TRUE
Bergenia crassifolia,TRUE
Betula fruticosa,TRUE
Pedicularis oederi-type,TRUE
Saxifraga hirsuta,TRUE
Acanthaceae,TRUE
Adenophora,TRUE
Alangium,TRUE
Aporosa,TRUE
Biebersteinia,TRUE
Bignoniaceae undiff.,TRUE
Catalpa,TRUE
Celastraceae,TRUE
Engelhardia,TRUE
Garcinia,TRUE
Gesneriaceae,TRUE
Illicium,TRUE
Lauraceae,TRUE
Melastomataceae,TRUE
Meliaceae undiff.,TRUE
Morina,TRUE
Phyllanthus,TRUE
Platycarya,TRUE
Polygonum sp.,TRUE
Pseudolarix,TRUE
Reevesia,TRUE
Salicaceae undiff.,TRUE
Schisandra,TRUE
Styracaceae,TRUE
Tetracentron,TRUE
Tournefortia,TRUE
Tsuga dumosa,TRUE
Alnus viridis subsp. fruticosa-type,TRUE
Pinus pumila,TRUE
Ephedra alata-type,TRUE
Ephedra sp.,TRUE
Haplophyllum,TRUE
Parrotia persica,TRUE
Polygonum aviculare/Bistorta officinalis-type,TRUE
Rubiaceae (hexacolpate),TRUE
Betula pubescens var. pumila,TRUE
Atraphaxis,TRUE
Bongardia,TRUE
Cephalaria,TRUE
Datisca cannabina,TRUE
Gentiana olivieri-type,TRUE
Hypericum hirtellum var. assyriacum-type,TRUE
Leontice leontopetalum,TRUE
Malabaila,TRUE
Malabaila,TRUE
Plantago ovata-type,TRUE
Psylliostachys,TRUE
Psylliostachys spicata-type,TRUE
Ranunculus asiaticus-type,TRUE
Rumex cyprius-type,TRUE
Rumex patientia-type,TRUE
Podocarpaceae,TRUE
Polygonaceae (excluding Rumex),TRUE
Ranunculaceae cf. Anemone/Caltha,TRUE
Hedysarum hedysaroides,TRUE
Delphinium elatum,TRUE
Silene suecica-type,TRUE
Quercus indet.,TRUE
Quercus ithaburensis,TRUE
Allium cf. A. sibiricum,TRUE
Papaver radicatum-type,TRUE
Anthriscus,TRUE
Biscutella,TRUE
Centaurea alpina,TRUE
Omalotheca,TRUE
