taxon_name,level_1
capparaceae,capparaceae
capparis,capparis
capparis_type,capparis_type
capraria,capraria
caprifoliaceae,caprifoliaceae
capsicum,capsicum
caraipa,caraipa
carapa,carapa
cardiospermum,cardiospermum
carduoideae,carduoideae
cariniana,cariniana
carludovica,carludovica
caryocar,caryocar
caryocar_brasiliense,caryocar_brasiliense
caryocaraceae,caryocaraceae
caryodendron,caryodendron
caryophyllaceae,caryophyllaceae
caryophyllaceae_undiff,caryophyllaceae_undiff
casasia,casasia
casearia,casearia
casearia_cf_c_arborea,casearia_cf_c_arborea
casearia_cf_c_commersoniana,casearia_cf_c_commersoniana
casearia_cf_c_sylvestris,casearia_cf_c_sylvestris
casearia_reticulate,casearia_reticulate
casearia_type,casearia_type
casearia_type_1,casearia_type_1
cassia,cassia
cassia_type,cassia_type
cassia_type_2,cassia_type_2
cassiope,cassiope
castanea,castanea
castela,castela
castilla_elastica,castilla_elastica
castilla_type,castilla_type
castilleja,castilleja
casuarina,casuarina
catostemma,catostemma
cavanillesia,cavanillesia
cayaponia,cayaponia
cayaponia_type,cayaponia_type
cecropia,cecropia
cecropia_type,cecropia_type
cecropia_type_1,cecropia_type_1
cecropia_type_2,cecropia_type_2
cedrela,cedrela
cedrela_cf_c_fissilis,cedrela_cf_c_fissilis
ceiba,ceiba
celastraceae,celastraceae
celtis,celtis
celtis_iguanaea,celtis_iguanaea
celtis_tetraporate,celtis_tetraporate
celtis_type,celtis_type
celtis_type_1,celtis_type_1
celtis_type_2,celtis_type_2
celtis_type_3,celtis_type_3
celtis_type_4,celtis_type_4
celtis_undiff,celtis_undiff
centaurea,centaurea
centrolobium,centrolobium
centrolobium_sp,centrolobium_sp
centropogon,centropogon
centrosema,centrosema
centrosema_type,centrosema_type
cerastium_type,cerastium_type
ceroxylon,ceroxylon
ceroxylon_type,ceroxylon_type
cespedesia,cespedesia
cestrum,cestrum
cestrum_type_2,cestrum_type_2
cestrum_undiff,cestrum_undiff
cf_agave,cf_agave
cf_alnus,cf_alnus
cf_amaranthaceae,cf_amaranthaceae
cf_ambrosia,cf_ambrosia
cf_amorpha,cf_amorpha
cf_anacardiaceae_type_a,cf_anacardiaceae_type_a
cf_anacardiaceae_type_b,cf_anacardiaceae_type_b
cf_annonaceae_rubiaceae,cf_annonaceae_rubiaceae
cf_anthurium,cf_anthurium
cf_apeiba_tibourbou,cf_apeiba_tibourbou
cf_apiaceae,cf_apiaceae
cf_ardisia,cf_ardisia
cf_artemisia,cf_artemisia
cf_aspidosperma,cf_aspidosperma
cf_astronium_fraxinifolium_type_a,cf_astronium_fraxinifolium_type_a
cf_astronium_fraxinifolium_type_b,cf_astronium_fraxinifolium_type_b
cf_azorella,cf_azorella
cf_balbisia,cf_balbisia
cf_bauhinia,cf_bauhinia
cf_begonia,cf_begonia
cf_bomarea,cf_bomarea
cf_brassicaceae,cf_brassicaceae
cf_bursera,cf_bursera
cf_calceolaria,cf_calceolaria
cf_carapa,cf_carapa
cf_carica,cf_carica
cf_carya,cf_carya
cf_casearia,cf_casearia
cf_cassia,cf_cassia
cf_cedrela,cf_cedrela
cf_ceiba,cf_ceiba
cf_chamaesyce,cf_chamaesyce
cf_clusia,cf_clusia
cf_coccoloba,cf_coccoloba
cf_copaifera,cf_copaifera
cf_corchorus,cf_corchorus
cf_couratari,cf_couratari
cf_cupressaceae,cf_cupressaceae
cf_daphne,cf_daphne
cf_dioclea,cf_dioclea
cf_elaeagnaceae,cf_elaeagnaceae
cf_elaeoluma,cf_elaeoluma
cf_eriogonum,cf_eriogonum
cf_fabaceae_type_1,cf_fabaceae_type_1
cf_fabaceae_type_2,cf_fabaceae_type_2
cf_fabaceae_type_3,cf_fabaceae_type_3
cf_faramea,cf_faramea
cf_freycinetia,cf_freycinetia
cf_gnaphalium,cf_gnaphalium
cf_gossypium,cf_gossypium
cf_guazuma,cf_guazuma
cf_heisteria,cf_heisteria
cf_heliotropium_lafoensia,cf_heliotropium_lafoensia
cf_hippomane,cf_hippomane
cf_hyptis,cf_hyptis
cf_juglans,cf_juglans
cf_juniperus,cf_juniperus
cf_lachemilla,cf_lachemilla
cf_macherium_type_7,cf_macherium_type_7
cf_malpighiaceae,cf_malpighiaceae
cf_melia,cf_melia
cf_meliaceae,cf_meliaceae
cf_meliaceae_sapotaceae,cf_meliaceae_sapotaceae
cf_microtea,cf_microtea
cf_mimosoid_clade,cf_mimosoid_clade
cf_morus,cf_morus
cf_myrica,cf_myrica
cf_myrsine_tricolpate,cf_myrsine_tricolpate
cf_oxalis,cf_oxalis
cf_palicourea,cf_palicourea
cf_piperaceae,cf_piperaceae
cf_pistacia,cf_pistacia
cf_pouteria,cf_pouteria
cf_psychotria,cf_psychotria
cf_quercus,cf_quercus
cf_rapanea,cf_rapanea
cf_rhamnaceae,cf_rhamnaceae
cf_rhamnus,cf_rhamnus
cf_rhizophora,cf_rhizophora
cf_ribes,cf_ribes
cf_ricinus_communis,cf_ricinus_communis
cf_rosaceae,cf_rosaceae
cf_rubiaceae,cf_rubiaceae
cf_sapindaceae,cf_sapindaceae
cf_sapium,cf_sapium
cf_sapotaceae,cf_sapotaceae
cf_schefflera,cf_schefflera
cf_scrophulariaceae,cf_scrophulariaceae
cf_sebastiania,cf_sebastiania
cf_simarouba_amara,cf_simarouba_amara
cf_solanaceae,cf_solanaceae
cf_spondias,cf_spondias
cf_stachytarpheta,cf_stachytarpheta
cf_sterculia,cf_sterculia
cf_symmeria,cf_symmeria
cf_tachigali,cf_tachigali
cf_talisia,cf_talisia
cf_tanaecium,cf_tanaecium
cf_thrinax_iriartea,cf_thrinax_iriartea
cf_trema,cf_trema
cf_trema_lozanella,cf_trema_lozanella
cf_trichilia,cf_trichilia
cf_tripsacum,cf_tripsacum
cf_tristerix,cf_tristerix
cf_tynanthus,cf_tynanthus
cf_vernonia,cf_vernonia
cf_viburnum,cf_viburnum
cf_vitex,cf_vitex
cf_zollernia,cf_zollernia
chamaecrista,chamaecrista
chamaedorea,chamaedorea
chamaesyce,chamaesyce
chamaesyce_type,chamaesyce_type
chamaesyce_type_1,chamaesyce_type_1
chamaesyce_type_2,chamaesyce_type_2
chamaesyce_type_3,chamaesyce_type_3
chamaesyce_type_4,chamaesyce_type_4
chamissoa,chamissoa
chaptalia,chaptalia
cheiloclinium,cheiloclinium
chelonanthus,chelonanthus
chelyocarpus,chelyocarpus
chenopodiaceae_sensu_stricto,chenopodiaceae_sensu_stricto
chenopodium,chenopodium
chenopodium_amaranthus,chenopodium_amaranthus
chenopodium_quinoa_type,chenopodium_quinoa_type
chenopodium_type,chenopodium_type
chenopodium_undiff,chenopodium_undiff
chiococca,chiococca
chloraea,chloraea
chloranthaceae,chloranthaceae
chloranthaceae_undiff,chloranthaceae_undiff
chomelia,chomelia
chomelia_type,chomelia_type
chrysanthemum,chrysanthemum
chrysobalanaceae,chrysobalanaceae
chrysobalanaceae_undiff,chrysobalanaceae_undiff
chrysobalanus,chrysobalanus
chrysophyllum,chrysophyllum
chrysophyllum_marginatum,chrysophyllum_marginatum
chrysophyllum_undiff,chrysophyllum_undiff
chrysophyllum_viride_type,chrysophyllum_viride_type
cichorioideae,cichorioideae
cichorioideae_undiff,cichorioideae_undiff
cirsium_type,cirsium_type
cissampelos,cissampelos
cissus,cissus
cissus_striata,cissus_striata
cissus_type,cissus_type
citrus,citrus
clathrotropis_nitida_type,clathrotropis_nitida_type
cleidion,cleidion
cleome,cleome
cleome_type,cleome_type
clethra,clethra
clethra_type,clethra_type
clethra_type_2,clethra_type_2
clethra_undiff,clethra_undiff
clethraceae,clethraceae
clibadium,clibadium
clidemia,clidemia
clitoria,clitoria
clusia,clusia
clusia_criuva,clusia_criuva
clusia_type,clusia_type
clusiaceae,clusiaceae
clusiaceae_hypericaceae_cf_hypericum,clusiaceae_hypericaceae_cf_hypericum
clusiaceae_undiff,clusiaceae_undiff
clusiella_sp,clusiella_sp
cnestidium,cnestidium
cnidoscolus,cnidoscolus
coccocypselum,coccocypselum
coccocypselum_declieuxia,coccocypselum_declieuxia
coccocypselum_sp,coccocypselum_sp
coccoloba,coccoloba
coccoloba_type,coccoloba_type
cochlospermum,cochlospermum
cocos_nucifera,cocos_nucifera
codia,codia
colignonia,colignonia
colignonia_type,colignonia_type
collaea,collaea
colletia,colletia
colobanthus,colobanthus
colobanthus_type,colobanthus_type
colocasia,colocasia
colubrina,colubrina
combretaceae,combretaceae
combretaceae_melastomataceae,combretaceae_melastomataceae
combretaceae_melastomataceae_type,combretaceae_melastomataceae_type
combretaceae_melastomataceae_undiff,combretaceae_melastomataceae_undiff
combretum,combretum
combretum_type,combretum_type
commelina,commelina
commelina_type,commelina_type
commelinaceae,commelinaceae
commiphora,commiphora
conceveibum,conceveibum
conceveibum_cordatum,conceveibum_cordatum
coniferae_saccate,coniferae_saccate
coniferae_undiff,coniferae_undiff
connaraceae,connaraceae
connarus,connarus
connarus_type,connarus_type
conocarpus,conocarpus
conocarpus_erectus,conocarpus_erectus
convolvulaceae,convolvulaceae
convolvulaceae_malvaceae,convolvulaceae_malvaceae
convolvulaceae_type_1,convolvulaceae_type_1
convolvulaceae_type_2,convolvulaceae_type_2
convolvulaceae_undiff,convolvulaceae_undiff
conyza,conyza
copaifera,copaifera
copaifera_aff_c_coriacea,copaifera_aff_c_coriacea
copaifera_type,copaifera_type
corchorus,corchorus
corchorus_hirsutus,corchorus_hirsutus
corchorus_type,corchorus_type
cordia,cordia
cordia_cf_c_bicolor,cordia_cf_c_bicolor
cordia_cylindrostachya,cordia_cylindrostachya
cordia_cylindrostachya_type,cordia_cylindrostachya_type
cordia_gerascanthus_type,cordia_gerascanthus_type
cordia_type_1,cordia_type_1
cordia_type_2,cordia_type_2
cordyline,cordyline
coriandrum_sp,coriandrum_sp
coriaria,coriaria
cornus,cornus
corylus_avellana,corylus_avellana
costus,costus
couepia,couepia
couepia_sp,couepia_sp
couratari,couratari
coussapoa,coussapoa
coutarea,coutarea
crassula,crassula
cremastosperma,cremastosperma
crenea_type,crenea_type
crescentia,crescentia
cressa,cressa
crossopetalum,crossopetalum
crossopetalum_rhacoma,crossopetalum_rhacoma
crotalaria,crotalaria
crotalaria_type,crotalaria_type
croton,croton
croton_hirtus,croton_hirtus
croton_sect_julocroton,croton_sect_julocroton
croton_sp,croton_sp
croton_type,croton_type
croton_type_i,croton_type_i
croton_type_ii,croton_type_ii
croton_type_iii,croton_type_iii
croton_undiff,croton_undiff
crotonoideae,crotonoideae
crudia,crudia
crudia_amazonica,crudia_amazonica
cryosophila,cryosophila
cryptocarpus,cryptocarpus
cucurbita,cucurbita
cucurbitaceae,cucurbitaceae
cucurbitaceae_undiff,cucurbitaceae_undiff
