taxon_name,level_1
lythrum_salicaria,lythrum_salicaria
macaranga,macaranga
macaranga_comp,macaranga_comp
macaranga_mallotus,macaranga_mallotus
maesa,maesa
mallotus,mallotus
mallotus_type,mallotus_type
malvaceae,malvaceae
malvaceae_undiff,malvaceae_undiff
medinilla_comp,medinilla_comp
melaleuca,melaleuca
melaleuca_halmaturorum,melaleuca_halmaturorum
melaleuca_squamea,melaleuca_squamea
melaleuca_type,melaleuca_type
melanolepis,melanolepis
melastoma,melastoma
melastomataceae,melastomataceae
melia,melia
meliaceae,meliaceae
meliaceae_type,meliaceae_type
melicope,melicope
melicytus,melicytus
meliosma,meliosma
melochia,melochia
menispermaceae,menispermaceae
mentha,mentha
mentha_type,mentha_type
meryta,meryta
metrosideros,metrosideros
metroxylon,metroxylon
metroxylon_sagu,metroxylon_sagu
metroxylon_vitiense,metroxylon_vitiense
micrantheum,micrantheum
microcachrys,microcachrys
microcachrys_tetragona,microcachrys_tetragona
microseris,microseris
microstrobos,microstrobos
milligania,milligania
mimosoid_clade,mimosoid_clade
mimusops_type,mimusops_type
mitrasacme,mitrasacme
mitrasacme_archeri,mitrasacme_archeri
monotoca,monotoca
monotoca_type,monotoca_type
montia,montia
montia_fontana,montia_fontana
montia_type,montia_type
moraceae,moraceae
moraceae_comp,moraceae_comp
morinda,morinda
morinda_type,morinda_type
muehlenbeckia,muehlenbeckia
mussaenda,mussaenda
myoporaceae_sensu_stricto,myoporaceae_sensu_stricto
myoporum,myoporum
myoporum_rapense,myoporum_rapense
myosotis,myosotis
myosotis_australis,myosotis_australis
myrica_cf_m_javanica,myrica_cf_m_javanica
myristica,myristica
myrsine,myrsine
myrsine_comp,myrsine_comp
myrsinoideae,myrsinoideae
myrsinoideae_type,myrsinoideae_type
myrtaceae,myrtaceae
myrtaceae_cf_baeckea,myrtaceae_cf_baeckea
myrtaceae_cf_syzygium,myrtaceae_cf_syzygium
myrtaceae_syncolpate_psilate,myrtaceae_syncolpate_psilate
myrtaceae_type_1,myrtaceae_type_1
myrtaceae_type_12,myrtaceae_type_12
myrtaceae_type_14,myrtaceae_type_14
myrtaceae_type_17,myrtaceae_type_17
myrtaceae_type_2,myrtaceae_type_2
myrtaceae_type_3,myrtaceae_type_3
myrtaceae_type_4,myrtaceae_type_4
myrtaceae_type_b,myrtaceae_type_b
myrtaceae_undiff,myrtaceae_undiff
nauclea,nauclea
neomyrtus,neomyrtus
neomyrtus_type,neomyrtus_type
neonauclea,neonauclea
neonauclea_comp,neonauclea_comp
neopaxia,neopaxia
nepenthes,nepenthes
nertera,nertera
nestegis,nestegis
neuburgia,neuburgia
notelaea,notelaea
nothofagus,nothofagus
nothofagus_cunninghamii,nothofagus_cunninghamii
nothofagus_gunnii,nothofagus_gunnii
nothofagus_menziesii,nothofagus_menziesii
nothofagus_subgen_brassospora,nothofagus_subgen_brassospora
nothofagus_subgen_lophozonia,nothofagus_subgen_lophozonia
nothofagus_undiff,nothofagus_undiff
octomeles_sumatrana,octomeles_sumatrana
olacaceae,olacaceae
olea,olea
olea_paniculata,olea_paniculata
olea_type,olea_type
oleaceae,oleaceae
olearia,olearia
olearia_colensoi,olearia_colensoi
olearia_type,olearia_type
onagraceae,onagraceae
ophiorrhiza,ophiorrhiza
opilia,opilia
opuntia,opuntia
orchidaceae,orchidaceae
oreomyrrhis,oreomyrrhis
orites,orites
oschatzia,oschatzia
osmoxylon,osmoxylon
oxalis,oxalis
oxylobium,oxylobium
palaquium,palaquium
pandanaceae_cf_pandanus,pandanaceae_cf_pandanus
pandanus,pandanus
pandanus_antaresensis_type,pandanus_antaresensis_type
pandanus_brosimos_type,pandanus_brosimos_type
pandanus_spiralis,pandanus_spiralis
pandanus_tectorius,pandanus_tectorius
pandanus_tectorius_type,pandanus_tectorius_type
pandanus_type_a,pandanus_type_a
pandanus_type_c,pandanus_type_c
papuacedrus,papuacedrus
parahebe,parahebe
parasponia,parasponia
parinari,parinari
parinari_comp,parinari_comp
parsonsia,parsonsia
pelargonium,pelargonium
pemphis,pemphis
pemphis_comp,pemphis_comp
pentace_comp,pentace_comp
peraxilla,peraxilla
persicaria,persicaria
persicaria_hydropiper,persicaria_hydropiper
persicaria_maculosa_comp,persicaria_maculosa_comp
persoonia,persoonia
phaleria,phaleria
phebalium,phebalium
phebalium_squameum,phebalium_squameum
pherosphaera_hookeriana,pherosphaera_hookeriana
phormium,phormium
phyllanthus,phyllanthus
phyllanthus_urinaria,phyllanthus_urinaria
phyllocladus,phyllocladus
phyllocladus_aspleniifolius,phyllocladus_aspleniifolius
physalis_solanum,physalis_solanum
phytolaccaceae,phytolaccaceae
pimelea,pimelea
pinus,pinus
pinus_radiata,pinus_radiata
piper,piper
piperaceae,piperaceae
piperaceae_type,piperaceae_type
pipturus,pipturus
pisonia,pisonia
pisonia_comp,pisonia_comp
pittosporum,pittosporum
plagianthus,plagianthus
plagianthus_type,plagianthus_type
planchonella,planchonella
planchonella_comp,planchonella_comp
planchonia,planchonia
plantago,plantago
plantago_lanceolata,plantago_lanceolata
plantago_lanceolata_type,plantago_lanceolata_type
plantago_muelleri_type,plantago_muelleri_type
plantago_novae_minus_zelandiae_type,plantago_novae_minus_zelandiae_type
plantago_tasmanica,plantago_tasmanica
plantago_type_1,plantago_type_1
plantago_undiff,plantago_undiff
plantago_varia_type,plantago_varia_type
plerandra,plerandra
plicosepalus,plicosepalus
poa,poa
poaceae,poaceae
poaceae_20_minus_25_mu_m,poaceae_20_minus_25_mu_m
poaceae_25_minus_30_mu_m,poaceae_25_minus_30_mu_m
poaceae_30_minus_35_mu_m,poaceae_30_minus_35_mu_m
poaceae_bigger_than_35_mu_m,poaceae_bigger_than_35_mu_m
poaceae_bigger_than_40_mu_m,poaceae_bigger_than_40_mu_m
poaceae_bigger_than_50_mu_m,poaceae_bigger_than_50_mu_m
poaceae_cerealia,poaceae_cerealia
poaceae_smaller_than_20_mu_m,poaceae_smaller_than_20_mu_m
poaceae_smaller_than_40_mu_m,poaceae_smaller_than_40_mu_m
poaceae_smaller_than_50_mu_m,poaceae_smaller_than_50_mu_m
poaceae_type_1,poaceae_type_1
poaceae_type_2,poaceae_type_2
poaceae_type_3,poaceae_type_3
poaceae_type_4,poaceae_type_4
poaceae_type_5,poaceae_type_5
poaceae_type_6,poaceae_type_6
poaceae_type_7,poaceae_type_7
poaceae_type_8,poaceae_type_8
poaceae_type_a,poaceae_type_a
poaceae_type_b,poaceae_type_b
poaceae_undiff,poaceae_undiff
podocarpaceae,podocarpaceae
podocarpaceae_undiff,podocarpaceae_undiff
podocarpus,podocarpus
podocarpus_lawrencei,podocarpus_lawrencei
podocarpus_spp,podocarpus_spp
podocarpus_totara,podocarpus_totara
pogostemon,pogostemon
poikilogyne,poikilogyne
polygala,polygala
polygalaceae,polygalaceae
polygonaceae,polygonaceae
polygonaceae_undiff,polygonaceae_undiff
polygonum,polygonum
polyosma,polyosma
polyscias,polyscias
polyscias_sambucifolia,polyscias_sambucifolia
pomaderris,pomaderris
pomaderris_andromedifolia,pomaderris_andromedifolia
pomaderris_apetala,pomaderris_apetala
pomaderris_apetala_type,pomaderris_apetala_type
pomaderris_aspera,pomaderris_aspera
pomaderris_aspera_type,pomaderris_aspera_type
pomaderris_elliptica,pomaderris_elliptica
pomaderris_lanigera,pomaderris_lanigera
pomax_umbellata,pomax_umbellata
pometia_comp,pometia_comp
poranthera,poranthera
portulaca,portulaca
portulacaceae,portulacaceae
portulacaceae_type,portulacaceae_type
potentilla,potentilla
pritchardia,pritchardia
prostanthera,prostanthera
proteaceae,proteaceae
proteaceae_undiff,proteaceae_undiff
prumnopitys_ferruginea,prumnopitys_ferruginea
prumnopitys_taxifolia,prumnopitys_taxifolia
prunus,prunus
pseudanthus,pseudanthus
pseudopanax,pseudopanax
pseudopanax_anomalus_type,pseudopanax_anomalus_type
pseudopanax_arboreus,pseudopanax_arboreus
pseudopanax_colensoi_type,pseudopanax_colensoi_type
pseudopanax_type,pseudopanax_type
pseudowintera,pseudowintera
psychotria,psychotria
psychotria_type,psychotria_type
pterospermum,pterospermum
pultenaea,pultenaea
pultenaea_type,pultenaea_type
quercus_comp,quercus_comp
quintinia,quintinia
quintinia_comp,quintinia_comp
randia,randia
ranunculaceae,ranunculaceae
ranunculus,ranunculus
ranunculus_comp,ranunculus_comp
raoulia,raoulia
rapanea,rapanea
rapanea_3_minus_4_colpate,rapanea_3_minus_4_colpate
rapanea_cf_r_achradifolia,rapanea_cf_r_achradifolia
restio_type,restio_type
restionaceae,restionaceae
restionaceae_cf_restio,restionaceae_cf_restio
rhamnaceae,rhamnaceae
rhamnaceae_undiff,rhamnaceae_undiff
