neotoma_names,name,rank
Styloceras,Magnoliopsida,class
Styloceras,Buxales,order
Styloceras,Buxaceae,family
Styloceras,Styloceras,genus
Viscaceae sensu stricto undiff.,Plantae,kingdom
Viscaceae sensu stricto undiff.,Tracheophyta,phylum
Viscaceae sensu stricto undiff.,Magnoliopsida,class
Viscaceae sensu stricto undiff.,Santalales,order
Viscaceae sensu stricto undiff.,Viscaceae,family
Alnus rhombifolia-type,Plantae,kingdom
Alnus rhombifolia-type,Tracheophyta,phylum
Alnus rhombifolia-type,Magnoliopsida,class
Alnus rhombifolia-type,Fagales,order
Alnus rhombifolia-type,Betulaceae,family
Alnus rhombifolia-type,Alnus,genus
Fraxinus latifolia-type,Plantae,kingdom
Fraxinus latifolia-type,Tracheophyta,phylum
Fraxinus latifolia-type,Magnoliopsida,class
Fraxinus latifolia-type,Lamiales,order
Fraxinus latifolia-type,Oleaceae,family
Fraxinus latifolia-type,Fraxinus,genus
Triantha glutinosa,Plantae,kingdom
Triantha glutinosa,Tracheophyta,phylum
Triantha glutinosa,Liliopsida,class
Triantha glutinosa,Alismatales,order
Triantha glutinosa,Tofieldiaceae,family
Triantha glutinosa,Triantha,genus
Triantha glutinosa,Triantha glutinosa,species
Parthenocissus vitacea,Plantae,kingdom
Parthenocissus vitacea,Tracheophyta,phylum
Parthenocissus vitacea,Magnoliopsida,class
Parthenocissus vitacea,Vitales,order
Parthenocissus vitacea,Vitaceae,family
Parthenocissus vitacea,Parthenocissus,genus
Parthenocissus vitacea,Parthenocissus inserta,species
Boehmeria,Plantae,kingdom
Boehmeria,Tracheophyta,phylum
Boehmeria,Magnoliopsida,class
Boehmeria,Rosales,order
Boehmeria,Urticaceae,family
Boehmeria,Boehmeria,genus
Picea rubens-type,Plantae,kingdom
Picea rubens-type,Tracheophyta,phylum
Picea rubens-type,Pinopsida,class
Picea rubens-type,Pinales,order
Picea rubens-type,Pinaceae,family
Picea rubens-type,Picea,genus
Acer rubrum-type,Plantae,kingdom
Acer rubrum-type,Tracheophyta,phylum
Acer rubrum-type,Magnoliopsida,class
Acer rubrum-type,Sapindales,order
Acer rubrum-type,Sapindaceae,family
Acer rubrum-type,Acer,genus
Magnolia virginiana-type,Plantae,kingdom
Magnolia virginiana-type,Tracheophyta,phylum
Magnolia virginiana-type,Magnoliopsida,class
Magnolia virginiana-type,Magnoliales,order
Magnolia virginiana-type,Magnoliaceae,family
Magnolia virginiana-type,Magnolia,genus
Coniferae,Animalia,kingdom
Coniferae,Arthropoda,phylum
Coniferae,Ostracoda,class
Coniferae,Podocopida,order
Coniferae,Coniferina,genus
Combretaceae,Plantae,kingdom
Combretaceae,Tracheophyta,phylum
Combretaceae,Magnoliopsida,class
Combretaceae,Myrtales,order
Combretaceae,Combretaceae,family
Pinus rigida,Plantae,kingdom
Pinus rigida,Tracheophyta,phylum
Pinus rigida,Pinopsida,class
Pinus rigida,Pinales,order
Pinus rigida,Pinaceae,family
Pinus rigida,Pinus,genus
Pinus rigida,Pinus rigida,species
Acer saccharum/A. nigrum,Plantae,kingdom
Acer saccharum/A. nigrum,Tracheophyta,phylum
Acer saccharum/A. nigrum,Magnoliopsida,class
Acer saccharum/A. nigrum,Sapindales,order
Acer saccharum/A. nigrum,Sapindaceae,family
Acer saccharum/A. nigrum,Acer,genus
Acer spicatum-type,Plantae,kingdom
Acer spicatum-type,Tracheophyta,phylum
Acer spicatum-type,Magnoliopsida,class
Acer spicatum-type,Sapindales,order
Acer spicatum-type,Sapindaceae,family
Acer spicatum-type,Acer,genus
Physocarpus,Plantae,kingdom
Physocarpus,Tracheophyta,phylum
Physocarpus,Magnoliopsida,class
Physocarpus,Rosales,order
Physocarpus,Rosaceae,family
Physocarpus,Physocarpus,genus
Pinus rigida-type,Plantae,kingdom
Pinus rigida-type,Tracheophyta,phylum
Pinus rigida-type,Pinopsida,class
Pinus rigida-type,Pinales,order
Pinus rigida-type,Pinaceae,family
Pinus rigida-type,Pinus,genus
Acer sp.,Plantae,kingdom
Acer sp.,Tracheophyta,phylum
Acer sp.,Magnoliopsida,class
Acer sp.,Sapindales,order
Acer sp.,Sapindaceae,family
Acer sp.,Acer,genus
Ptelea trifoliata,Plantae,kingdom
Ptelea trifoliata,Tracheophyta,phylum
Ptelea trifoliata,Magnoliopsida,class
Ptelea trifoliata,Sapindales,order
Ptelea trifoliata,Rutaceae,family
Ptelea trifoliata,Ptelea,genus
Ptelea trifoliata,Ptelea trifoliata,species
Cucurbita,Plantae,kingdom
Cucurbita,Tracheophyta,phylum
Cucurbita,Magnoliopsida,class
Cucurbita,Cucurbitales,order
Cucurbita,Cucurbitaceae,family
Cucurbita,Cucurbita,genus
Cucurbita,Chromista,kingdom
Cucurbita,Foraminifera,phylum
Cucurbita,Tubothalamea,class
Cucurbita,Miliolida,order
Cucurbita,Milioliporidae,family
Cucurbita,Cucurbita,genus
Rhexia,Animalia,kingdom
Rhexia,Arthropoda,phylum
Rhexia,Insecta,class
Rhexia,Hemiptera,order
Rhexia,Membracidae,family
Rhexia,Rhexia,genus
Rhexia,Plantae,kingdom
Rhexia,Tracheophyta,phylum
Rhexia,Magnoliopsida,class
Rhexia,Myrtales,order
Rhexia,Melastomataceae,family
Rhexia,Rhexia,genus
Pinus subg. Pinus (large),Plantae,kingdom
Pinus subg. Pinus (large),Tracheophyta,phylum
Pinus subg. Pinus (large),Pinopsida,class
Pinus subg. Pinus (large),Pinales,order
Pinus subg. Pinus (large),Pinaceae,family
Pinus subg. Pinus (large),Pinus,genus
Pinus subg. Pinus (small),Plantae,kingdom
Pinus subg. Pinus (small),Tracheophyta,phylum
Pinus subg. Pinus (small),Pinopsida,class
Pinus subg. Pinus (small),Pinales,order
Pinus subg. Pinus (small),Pinaceae,family
Pinus subg. Pinus (small),Pinus,genus
Planera,Plantae,kingdom
Planera,Tracheophyta,phylum
Planera,Magnoliopsida,class
Planera,Rosales,order
Planera,Ulmaceae,family
Planera,Planera,genus
Cassiope tetragona-type,Plantae,kingdom
Cassiope tetragona-type,Tracheophyta,phylum
Cassiope tetragona-type,Magnoliopsida,class
Cassiope tetragona-type,Ericales,order
Cassiope tetragona-type,Ericaceae,family
Cassiope tetragona-type,Cassiope,genus
Cassiope tetragona-type,Animalia,kingdom
Cassiope tetragona-type,Mollusca,phylum
Cassiope tetragona-type,Gastropoda,class
Cassiope tetragona-type,Cassiopidae,family
Cassiope tetragona-type,Cassiope,genus
Oplopanax,Plantae,kingdom
Oplopanax,Tracheophyta,phylum
Oplopanax,Magnoliopsida,class
Oplopanax,Apiales,order
Oplopanax,Araliaceae,family
Oplopanax,Oplopanax,genus
Agrostis,Plantae,kingdom
Agrostis,Tracheophyta,phylum
Agrostis,Liliopsida,class
Agrostis,Poales,order
Agrostis,Poaceae,family
Agrostis,Agrostis,genus
Araceae undiff.,Plantae,kingdom
Araceae undiff.,Tracheophyta,phylum
Araceae undiff.,Liliopsida,class
Araceae undiff.,Alismatales,order
Araceae undiff.,Araceae,family
Chimaphila,Plantae,kingdom
Chimaphila,Tracheophyta,phylum
Chimaphila,Magnoliopsida,class
Chimaphila,Ericales,order
Chimaphila,Ericaceae,family
Chimaphila,Chimaphila,genus
Chimaphila,Animalia,kingdom
Chimaphila,Arthropoda,phylum
Chimaphila,Insecta,class
Chimaphila,Lepidoptera,order
Chimaphila,Geometridae,family
Chimaphila,Chimaphila,genus
Poa,Plantae,kingdom
Poa,Tracheophyta,phylum
Poa,Liliopsida,class
Poa,Poales,order
Poa,Poaceae,family
Poa,Poa,genus
Apiaceae (coarse reticulate),Plantae,kingdom
Apiaceae (coarse reticulate),Tracheophyta,phylum
Apiaceae (coarse reticulate),Magnoliopsida,class
Apiaceae (coarse reticulate),Apiales,order
Apiaceae (coarse reticulate),Apiaceae,family
"Apiaceae (medium, slender)",Plantae,kingdom
"Apiaceae (medium, slender)",Tracheophyta,phylum
"Apiaceae (medium, slender)",Magnoliopsida,class
"Apiaceae (medium, slender)",Apiales,order
"Apiaceae (medium, slender)",Apiaceae,family
"Ericaceae (large, round)",Plantae,kingdom
"Ericaceae (large, round)",Tracheophyta,phylum
"Ericaceae (large, round)",Magnoliopsida,class
"Ericaceae (large, round)",Ericales,order
"Ericaceae (large, round)",Ericaceae,family
"Ericaceae (large, triangular)",Plantae,kingdom
"Ericaceae (large, triangular)",Tracheophyta,phylum
"Ericaceae (large, triangular)",Magnoliopsida,class
"Ericaceae (large, triangular)",Ericales,order
"Ericaceae (large, triangular)",Ericaceae,family
"Ericaceae (medium, soccer ball)",Plantae,kingdom
"Ericaceae (medium, soccer ball)",Tracheophyta,phylum
"Ericaceae (medium, soccer ball)",Magnoliopsida,class
"Ericaceae (medium, soccer ball)",Ericales,order
"Ericaceae (medium, soccer ball)",Ericaceae,family
"Ericaceae (small, round)",Plantae,kingdom
"Ericaceae (small, round)",Tracheophyta,phylum
"Ericaceae (small, round)",Magnoliopsida,class
"Ericaceae (small, round)",Ericales,order
"Ericaceae (small, round)",Ericaceae,family
"Ericaceae (small, triangular)",Plantae,kingdom
"Ericaceae (small, triangular)",Tracheophyta,phylum
"Ericaceae (small, triangular)",Magnoliopsida,class
"Ericaceae (small, triangular)",Ericales,order
"Ericaceae (small, triangular)",Ericaceae,family
Betula (large),Plantae,kingdom
Betula (large),Tracheophyta,phylum
Betula (large),Magnoliopsida,class
Betula (large),Fagales,order
Betula (large),Betulaceae,family
Betula (large),Betula,genus
Abies sp.,Plantae,kingdom
Abies sp.,Tracheophyta,phylum
Abies sp.,Pinopsida,class
Abies sp.,Pinales,order
Abies sp.,Pinaceae,family
Abies sp.,Abies,genus
Picea sp.,Plantae,kingdom
Picea sp.,Tracheophyta,phylum
Picea sp.,Pinopsida,class
Picea sp.,Pinales,order
Picea sp.,Pinaceae,family
Picea sp.,Picea,genus
Salix sp.,Plantae,kingdom
Salix sp.,Tracheophyta,phylum
Salix sp.,Magnoliopsida,class
Salix sp.,Malpighiales,order
Salix sp.,Salicaceae,family
Salix sp.,Salix,genus
Taxaceae,Plantae,kingdom
Taxaceae,Tracheophyta,phylum
Taxaceae,Pinopsida,class
Taxaceae,Pinales,order
Taxaceae,Taxaceae,family
Coptis trifolia,Plantae,kingdom
Coptis trifolia,Tracheophyta,phylum
Coptis trifolia,Magnoliopsida,class
Coptis trifolia,Ranunculales,order
Coptis trifolia,Ranunculaceae,family
Coptis trifolia,Coptis,genus
Coptis trifolia,Coptis trifolia,species
Epilobium palustre,Plantae,kingdom
Epilobium palustre,Tracheophyta,phylum
Epilobium palustre,Magnoliopsida,class
Epilobium palustre,Myrtales,order
Epilobium palustre,Onagraceae,family
Epilobium palustre,Epilobium,genus
Epilobium palustre,Epilobium palustre,species
Scutellaria galericulata,Plantae,kingdom
Scutellaria galericulata,Tracheophyta,phylum
Scutellaria galericulata,Magnoliopsida,class
Scutellaria galericulata,Lamiales,order
Scutellaria galericulata,Lamiaceae,family
Scutellaria galericulata,Scutellaria,genus
Scutellaria galericulata,Scutellaria galericulata,species
Pinus indet.,Plantae,kingdom
Pinus indet.,Tracheophyta,phylum
Pinus indet.,Pinopsida,class
Pinus indet.,Pinales,order
Pinus indet.,Pinaceae,family
Pinus indet.,Pinus,genus
Valerianaceae undiff.,Plantae,kingdom
Valerianaceae undiff.,Tracheophyta,phylum
Valerianaceae undiff.,Magnoliopsida,class
Valerianaceae undiff.,Dipsacales,order
Valerianaceae undiff.,Valerianaceae,family
Erythranthe guttata,Plantae,kingdom
Erythranthe guttata,Tracheophyta,phylum
Erythranthe guttata,Magnoliopsida,class
Erythranthe guttata,Lamiales,order
Erythranthe guttata,Phrymaceae,family
Erythranthe guttata,Erythranthe,genus
Erythranthe guttata,Erythranthe guttata,species
Andromeda polifolia var. latifolia,Plantae,kingdom
Andromeda polifolia var. latifolia,Tracheophyta,phylum
Andromeda polifolia var. latifolia,Magnoliopsida,class
Andromeda polifolia var. latifolia,Ericales,order
Andromeda polifolia var. latifolia,Ericaceae,family
Andromeda polifolia var. latifolia,Andromeda,genus
Andromeda polifolia var. latifolia,Andromeda polifolia,species
Andromeda polifolia var. latifolia,Andromeda polifolia latifolia,variety
Cupressaceae cf. Thuja occidentalis,Plantae,kingdom
Cupressaceae cf. Thuja occidentalis,Tracheophyta,phylum
Cupressaceae cf. Thuja occidentalis,Pinopsida,class
Cupressaceae cf. Thuja occidentalis,Pinales,order
Cupressaceae cf. Thuja occidentalis,Cupressaceae,family
Prunus serotina,Plantae,kingdom
Prunus serotina,Tracheophyta,phylum
Prunus serotina,Magnoliopsida,class
Prunus serotina,Rosales,order
Prunus serotina,Rosaceae,family
Prunus serotina,Prunus,genus
Prunus serotina,Prunus serotina,species
Rhododendron canadense,Plantae,kingdom
Rhododendron canadense,Tracheophyta,phylum
Rhododendron canadense,Magnoliopsida,class
Rhododendron canadense,Ericales,order
Rhododendron canadense,Ericaceae,family
Rhododendron canadense,Rhododendron,genus
Rhododendron canadense,Rhododendron canadense,species
Vaccinium angustifolium-type,Plantae,kingdom
Vaccinium angustifolium-type,Tracheophyta,phylum
Vaccinium angustifolium-type,Magnoliopsida,class
Vaccinium angustifolium-type,Ericales,order
Vaccinium angustifolium-type,Ericaceae,family
Vaccinium angustifolium-type,Vaccinium,genus
Vaccinium oxycoccos,Plantae,kingdom
Vaccinium oxycoccos,Tracheophyta,phylum
Vaccinium oxycoccos,Magnoliopsida,class
Vaccinium oxycoccos,Ericales,order
Vaccinium oxycoccos,Ericaceae,family
Vaccinium oxycoccos,Vaccinium,genus
Vaccinium oxycoccos,Vaccinium oxycoccos,species
Vaccinium undiff.,Plantae,kingdom
Vaccinium undiff.,Tracheophyta,phylum
Vaccinium undiff.,Magnoliopsida,class
Vaccinium undiff.,Ericales,order
Vaccinium undiff.,Ericaceae,family
Vaccinium undiff.,Vaccinium,genus
Ilex verticillata,Plantae,kingdom
Ilex verticillata,Tracheophyta,phylum
Ilex verticillata,Magnoliopsida,class
Ilex verticillata,Aquifoliales,order
Ilex verticillata,Aquifoliaceae,family
Ilex verticillata,Ilex,genus
Ilex verticillata,Ilex verticillata,species
Lyonia,Plantae,kingdom
Lyonia,Tracheophyta,phylum
Lyonia,Magnoliopsida,class
Lyonia,Ericales,order
Lyonia,Ericaceae,family
Lyonia,Lyonia,genus
Lyonia,Animalia,kingdom
Lyonia,Brachiopoda,phylum
Lyonia,Monticuliferidae,family
Lyonia,Lyonia,genus
Sanguinaria canadensis,Plantae,kingdom
Sanguinaria canadensis,Tracheophyta,phylum
Sanguinaria canadensis,Magnoliopsida,class
Sanguinaria canadensis,Ranunculales,order
Sanguinaria canadensis,Papaveraceae,family
Sanguinaria canadensis,Sanguinaria,genus
Sanguinaria canadensis,Sanguinaria canadensis,species
Toxicodendron,Plantae,kingdom
Toxicodendron,Tracheophyta,phylum
Toxicodendron,Magnoliopsida,class
Toxicodendron,Sapindales,order
Toxicodendron,Anacardiaceae,family
Toxicodendron,Toxicodendron,genus
Cassia,Plantae,kingdom
Cassia,Tracheophyta,phylum
Cassia,Magnoliopsida,class
Cassia,Fabales,order
Cassia,Fabaceae,family
Cassia,Cassia,genus
Fabaceae (reticulate),Plantae,kingdom
Fabaceae (reticulate),Tracheophyta,phylum
Fabaceae (reticulate),Magnoliopsida,class
Fabaceae (reticulate),Fabales,order
Fabaceae (reticulate),Fabaceae,family
Hibiscus,Plantae,kingdom
Hibiscus,Tracheophyta,phylum
Hibiscus,Magnoliopsida,class
Hibiscus,Malvales,order
Hibiscus,Malvaceae,family
Hibiscus,Hibiscus,genus
Cucurbitaceae,Plantae,kingdom
Cucurbitaceae,Tracheophyta,phylum
Cucurbitaceae,Magnoliopsida,class
Cucurbitaceae,Cucurbitales,order
Cucurbitaceae,Cucurbitaceae,family
Bromus hordeaceus-type,Plantae,kingdom
Bromus hordeaceus-type,Tracheophyta,phylum
Bromus hordeaceus-type,Liliopsida,class
Bromus hordeaceus-type,Poales,order
Bromus hordeaceus-type,Poaceae,family
Bromus hordeaceus-type,Bromus,genus
Pinus haploxylon,Plantae,kingdom
Pinus haploxylon,Tracheophyta,phylum
Pinus haploxylon,Pinopsida,class
Pinus haploxylon,Pinales,order
Pinus haploxylon,Pinaceae,family
Pinus haploxylon,Pinus,genus
Orontium,Plantae,kingdom
Orontium,Tracheophyta,phylum
Orontium,Liliopsida,class
Orontium,Alismatales,order
Orontium,Araceae,family
Orontium,Orontium,genus
Asteraceae indet.,Plantae,kingdom
Asteraceae indet.,Tracheophyta,phylum
Asteraceae indet.,Magnoliopsida,class
Asteraceae indet.,Asterales,order
Asteraceae indet.,Asteraceae,family
Baccharis,Plantae,kingdom
Baccharis,Tracheophyta,phylum
Baccharis,Magnoliopsida,class
Baccharis,Asterales,order
Baccharis,Asteraceae,family
Baccharis,Baccharis,genus
Chaenactis,Plantae,kingdom
Chaenactis,Tracheophyta,phylum
Chaenactis,Magnoliopsida,class
Chaenactis,Asterales,order
Chaenactis,Asteraceae,family
Chaenactis,Chaenactis,genus
Ambrosia sp.,Plantae,kingdom
Ambrosia sp.,Tracheophyta,phylum
Ambrosia sp.,Magnoliopsida,class
Ambrosia sp.,Asterales,order
Ambrosia sp.,Asteraceae,family
Ambrosia sp.,Ambrosia,genus
Rumex mexicanus,Plantae,kingdom
Rumex mexicanus,Tracheophyta,phylum
Rumex mexicanus,Magnoliopsida,class
Rumex mexicanus,Caryophyllales,order
Rumex mexicanus,Polygonaceae,family
Rumex mexicanus,Rumex,genus
Rumex mexicanus,Rumex triangulivalvis,species
Microsteris,Plantae,kingdom
Microsteris,Tracheophyta,phylum
Microsteris,Magnoliopsida,class
Microsteris,Ericales,order
Microsteris,Polemoniaceae,family
Microsteris,Microsteris,genus
Dryas integrifolia,Plantae,kingdom
Dryas integrifolia,Tracheophyta,phylum
Dryas integrifolia,Magnoliopsida,class
Dryas integrifolia,Rosales,order
Dryas integrifolia,Rosaceae,family
Dryas integrifolia,Dryas,genus
Dryas integrifolia,Dryas integrifolia,species
Rhus typhina,Plantae,kingdom
Rhus typhina,Tracheophyta,phylum
Rhus typhina,Magnoliopsida,class
Rhus typhina,Sapindales,order
Rhus typhina,Anacardiaceae,family
Rhus typhina,Rhus,genus
Rhus typhina,Rhus typhina,species
Mentha arvensis,Plantae,kingdom
Mentha arvensis,Tracheophyta,phylum
Mentha arvensis,Magnoliopsida,class
Mentha arvensis,Lamiales,order
Mentha arvensis,Lamiaceae,family
Mentha arvensis,Mentha,genus
Mentha arvensis,Mentha arvensis,species
Micranthes cf. M. punctata,Plantae,kingdom
Micranthes cf. M. punctata,Tracheophyta,phylum
Micranthes cf. M. punctata,Magnoliopsida,class
Micranthes cf. M. punctata,Saxifragales,order
Micranthes cf. M. punctata,Saxifragaceae,family
Micranthes cf. M. punctata,Micranthes,genus
Rubus cf. R. chamaemorus,Plantae,kingdom
Rubus cf. R. chamaemorus,Tracheophyta,phylum
Rubus cf. R. chamaemorus,Magnoliopsida,class
Rubus cf. R. chamaemorus,Rosales,order
Rubus cf. R. chamaemorus,Rosaceae,family
Rubus cf. R. chamaemorus,Rubus,genus
Betula (20-25 µm),Plantae,kingdom
Betula (20-25 µm),Tracheophyta,phylum
Betula (20-25 µm),Magnoliopsida,class
Betula (20-25 µm),Fagales,order
Betula (20-25 µm),Betulaceae,family
Betula (20-25 µm),Betula,genus
Betula (>25 µm),Plantae,kingdom
Betula (>25 µm),Tracheophyta,phylum
Betula (>25 µm),Magnoliopsida,class
Betula (>25 µm),Fagales,order
Betula (>25 µm),Betulaceae,family
Betula (>25 µm),Betula,genus
Nitraria,Plantae,kingdom
Nitraria,Tracheophyta,phylum
Nitraria,Magnoliopsida,class
Nitraria,Sapindales,order
Nitraria,Nitrariaceae,family
Nitraria,Nitraria,genus
Tamaricaceae,Plantae,kingdom
Tamaricaceae,Tracheophyta,phylum
Tamaricaceae,Magnoliopsida,class
Tamaricaceae,Caryophyllales,order
Tamaricaceae,Tamaricaceae,family
Alnus hirsuta,Plantae,kingdom
Alnus hirsuta,Tracheophyta,phylum
Alnus hirsuta,Magnoliopsida,class
Alnus hirsuta,Fagales,order
Alnus hirsuta,Betulaceae,family
Alnus hirsuta,Alnus,genus
Alnus hirsuta,Alnus hirsuta,species
Alnus viridis subsp. fruticosa,Plantae,kingdom
Alnus viridis subsp. fruticosa,Tracheophyta,phylum
Alnus viridis subsp. fruticosa,Magnoliopsida,class
Alnus viridis subsp. fruticosa,Fagales,order
Alnus viridis subsp. fruticosa,Betulaceae,family
Alnus viridis subsp. fruticosa,Alnus,genus
Alnus viridis subsp. fruticosa,Alnus alnobetula,species
Alnus viridis subsp. fruticosa,Alnus viridis fruticosa,subspecies
Betula nana subsp. exilis,Plantae,kingdom
Betula nana subsp. exilis,Tracheophyta,phylum
Betula nana subsp. exilis,Magnoliopsida,class
Betula nana subsp. exilis,Fagales,order
Betula nana subsp. exilis,Betulaceae,family
Betula nana subsp. exilis,Betula,genus
Betula nana subsp. exilis,Betula glandulosa,species
Betula nana subsp. exilis,Betula nana exilis,subspecies
Betula pendula subsp. mandshurica,Plantae,kingdom
Betula pendula subsp. mandshurica,Tracheophyta,phylum
Betula pendula subsp. mandshurica,Magnoliopsida,class
Betula pendula subsp. mandshurica,Fagales,order
Betula pendula subsp. mandshurica,Betulaceae,family
Betula pendula subsp. mandshurica,Betula,genus
Betula pendula subsp. mandshurica,Betula pendula,species
Betula pendula subsp. mandshurica,Betula pendula mandshurica,subspecies
Chrozophora tinctoria,Plantae,kingdom
Chrozophora tinctoria,Tracheophyta,phylum
Chrozophora tinctoria,Magnoliopsida,class
Chrozophora tinctoria,Malpighiales,order
Chrozophora tinctoria,Euphorbiaceae,family
Chrozophora tinctoria,Chrozophora,genus
Chrozophora tinctoria,Chrozophora tinctoria,species
Larix gmelinii,Plantae,kingdom
Larix gmelinii,Tracheophyta,phylum
Larix gmelinii,Pinopsida,class
Larix gmelinii,Pinales,order
Larix gmelinii,Pinaceae,family
Larix gmelinii,Larix,genus
Larix gmelinii,Larix gmelinii,species
Phlox sibirica,Plantae,kingdom
Phlox sibirica,Tracheophyta,phylum
Phlox sibirica,Magnoliopsida,class
Phlox sibirica,Ericales,order
Phlox sibirica,Polemoniaceae,family
Phlox sibirica,Phlox,genus
Phlox sibirica,Phlox sibirica,species
Picea obovata,Plantae,kingdom
Picea obovata,Tracheophyta,phylum
Picea obovata,Pinopsida,class
Picea obovata,Pinales,order
Picea obovata,Pinaceae,family
Picea obovata,Picea,genus
Picea obovata,Picea obovata,species
Haloragis,Plantae,kingdom
Haloragis,Tracheophyta,phylum
Haloragis,Magnoliopsida,class
Haloragis,Saxifragales,order
Haloragis,Haloragaceae,family
Haloragis,Haloragis,genus
Quercus sect. Cyclobalanopsis,Plantae,kingdom
Quercus sect. Cyclobalanopsis,Tracheophyta,phylum
Quercus sect. Cyclobalanopsis,Magnoliopsida,class
Quercus sect. Cyclobalanopsis,Fagales,order
Quercus sect. Cyclobalanopsis,Fagaceae,family
Quercus sect. Cyclobalanopsis,Quercus,genus
Quercus subg. Quercus,Plantae,kingdom
Quercus subg. Quercus,Tracheophyta,phylum
Quercus subg. Quercus,Magnoliopsida,class
Quercus subg. Quercus,Fagales,order
Quercus subg. Quercus,Fagaceae,family
Quercus subg. Quercus,Quercus,genus
Carpinus tschonoskii,Plantae,kingdom
Carpinus tschonoskii,Tracheophyta,phylum
Carpinus tschonoskii,Magnoliopsida,class
Carpinus tschonoskii,Fagales,order
Carpinus tschonoskii,Betulaceae,family
Carpinus tschonoskii,Carpinus,genus
Carpinus tschonoskii,Carpinus tschonoskii,species
Fagus crenata,Plantae,kingdom
Fagus crenata,Tracheophyta,phylum
Fagus crenata,Magnoliopsida,class
Fagus crenata,Fagales,order
Fagus crenata,Fagaceae,family
Fagus crenata,Fagus,genus
Fagus crenata,Fagus crenata,species
Fagus japonica,Plantae,kingdom
Fagus japonica,Tracheophyta,phylum
Fagus japonica,Magnoliopsida,class
Fagus japonica,Fagales,order
Fagus japonica,Fagaceae,family
Fagus japonica,Fagus,genus
Fagus japonica,Fagus japonica,species
Mallotus,Animalia,kingdom
Mallotus,Chordata,phylum
Mallotus,Osmeriformes,order
Mallotus,Osmeridae,family
Mallotus,Mallotus,genus
Mallotus,Plantae,kingdom
Mallotus,Tracheophyta,phylum
Mallotus,Magnoliopsida,class
Mallotus,Malpighiales,order
Mallotus,Euphorbiaceae,family
Mallotus,Mallotus,genus
Phellodendron,Plantae,kingdom
Phellodendron,Tracheophyta,phylum
Phellodendron,Magnoliopsida,class
Phellodendron,Sapindales,order
Phellodendron,Rutaceae,family
Phellodendron,Phellodendron,genus
Weigela,Plantae,kingdom
Weigela,Tracheophyta,phylum
Weigela,Magnoliopsida,class
Weigela,Dipsacales,order
Weigela,Caprifoliaceae,family
Weigela,Weigela,genus
Reynoutria,Plantae,kingdom
Reynoutria,Tracheophyta,phylum
Reynoutria,Magnoliopsida,class
Reynoutria,Caryophyllales,order
Reynoutria,Polygonaceae,family
Reynoutria,Reynoutria,genus
Skimmia,Plantae,kingdom
Skimmia,Tracheophyta,phylum
Skimmia,Magnoliopsida,class
Skimmia,Sapindales,order
Skimmia,Rutaceae,family
Skimmia,Skimmia,genus
Dacrydium,Animalia,kingdom
Dacrydium,Mollusca,phylum
Dacrydium,Bivalvia,class
Dacrydium,Mytilida,order
Dacrydium,Mytilidae,family
Dacrydium,Dacrydium,genus
Dacrydium,Plantae,kingdom
Dacrydium,Tracheophyta,phylum
Dacrydium,Pinopsida,class
Dacrydium,Pinales,order
Dacrydium,Podocarpaceae,family
Dacrydium,Dacrydium,genus
Koenigia sect. Aconogonon,Plantae,kingdom
Koenigia sect. Aconogonon,Tracheophyta,phylum
Koenigia sect. Aconogonon,Magnoliopsida,class
Koenigia sect. Aconogonon,Caryophyllales,order
Koenigia sect. Aconogonon,Polygonaceae,family
Koenigia sect. Aconogonon,Koenigia,genus
Lythraceae,Plantae,kingdom
Lythraceae,Tracheophyta,phylum
Lythraceae,Magnoliopsida,class
Lythraceae,Myrtales,order
Lythraceae,Lythraceae,family
Picea sect. Omorika,Fungi,kingdom
Picea sect. Omorika,Omoriza,genus
Tsuga diversifolia,Plantae,kingdom
Tsuga diversifolia,Tracheophyta,phylum
Tsuga diversifolia,Pinopsida,class
Tsuga diversifolia,Pinales,order
Tsuga diversifolia,Pinaceae,family
Tsuga diversifolia,Tsuga,genus
Tsuga diversifolia,Tsuga diversifolia,species
Betula costata,Plantae,kingdom
Betula costata,Tracheophyta,phylum
Betula costata,Magnoliopsida,class
Betula costata,Fagales,order
Betula costata,Betulaceae,family
Betula costata,Betula,genus
Betula costata,Betula costata,species
Betula dahurica,Plantae,kingdom
Betula dahurica,Tracheophyta,phylum
Betula dahurica,Magnoliopsida,class
Betula dahurica,Fagales,order
Betula dahurica,Betulaceae,family
Betula dahurica,Betula,genus
Betula dahurica,Betula dahurica,species
Betula ermanii,Plantae,kingdom
Betula ermanii,Tracheophyta,phylum
Betula ermanii,Magnoliopsida,class
Betula ermanii,Fagales,order
Betula ermanii,Betulaceae,family
Betula ermanii,Betula,genus
Betula ermanii,Betula ermanii,species
Betula schmidtii,Plantae,kingdom
Betula schmidtii,Tracheophyta,phylum
Betula schmidtii,Magnoliopsida,class
Betula schmidtii,Fagales,order
Betula schmidtii,Betulaceae,family
Betula schmidtii,Betula,genus
Betula schmidtii,Betula schmidtii,species
Pinus koraiensis,Plantae,kingdom
Pinus koraiensis,Tracheophyta,phylum
Pinus koraiensis,Pinopsida,class
Pinus koraiensis,Pinales,order
Pinus koraiensis,Pinaceae,family
Pinus koraiensis,Pinus,genus
Pinus koraiensis,Pinus koraiensis,species
Polygonum sect. Polygonum,Plantae,kingdom
Polygonum sect. Polygonum,Tracheophyta,phylum
