neotoma_names,name,rank
Rumex acetosa/R. acetosella-type,Magnoliopsida,class
Rumex acetosa/R. acetosella-type,Caryophyllales,order
Rumex acetosa/R. acetosella-type,Polygonaceae,family
Rumex acetosa/R. acetosella-type,Rumex,genus
Rumex acetosella-type,Plantae,kingdom
Rumex acetosella-type,Tracheophyta,phylum
Rumex acetosella-type,Magnoliopsida,class
Rumex acetosella-type,Caryophyllales,order
Rumex acetosella-type,Polygonaceae,family
Rumex acetosella-type,Rumex,genus
Salix herbacea-type,Plantae,kingdom
Salix herbacea-type,Tracheophyta,phylum
Salix herbacea-type,Magnoliopsida,class
Salix herbacea-type,Malpighiales,order
Salix herbacea-type,Salicaceae,family
Salix herbacea-type,Salix,genus
Salix undiff.,Plantae,kingdom
Salix undiff.,Tracheophyta,phylum
Salix undiff.,Magnoliopsida,class
Salix undiff.,Malpighiales,order
Salix undiff.,Salicaceae,family
Salix undiff.,Salix,genus
Tofieldia pusilla,Plantae,kingdom
Tofieldia pusilla,Tracheophyta,phylum
Tofieldia pusilla,Liliopsida,class
Tofieldia pusilla,Alismatales,order
Tofieldia pusilla,Tofieldiaceae,family
Tofieldia pusilla,Tofieldia,genus
Tofieldia pusilla,Tofieldia pusilla,species
Trollius europaeus,Plantae,kingdom
Trollius europaeus,Tracheophyta,phylum
Trollius europaeus,Magnoliopsida,class
Trollius europaeus,Ranunculales,order
Trollius europaeus,Ranunculaceae,family
Trollius europaeus,Trollius,genus
Trollius europaeus,Trollius europaeus,species
Valeriana excelsa subsp. sambucifolia-type,Plantae,kingdom
Valeriana excelsa subsp. sambucifolia-type,Tracheophyta,phylum
Valeriana excelsa subsp. sambucifolia-type,Magnoliopsida,class
Valeriana excelsa subsp. sambucifolia-type,Dipsacales,order
Valeriana excelsa subsp. sambucifolia-type,Caprifoliaceae,family
Valeriana excelsa subsp. sambucifolia-type,Valeriana,genus
Valeriana excelsa subsp. sambucifolia-type,Valeriana excelsa,species
Cannabaceae undiff.,Plantae,kingdom
Cannabaceae undiff.,Tracheophyta,phylum
Cannabaceae undiff.,Magnoliopsida,class
Cannabaceae undiff.,Rosales,order
Cannabaceae undiff.,Cannabaceae,family
Cerastium cerastoides-type,Plantae,kingdom
Cerastium cerastoides-type,Tracheophyta,phylum
Cerastium cerastoides-type,Magnoliopsida,class
Cerastium cerastoides-type,Caryophyllales,order
Cerastium cerastoides-type,Caryophyllaceae,family
Cerastium cerastoides-type,Cerastium,genus
Geranium sylvaticum,Plantae,kingdom
Geranium sylvaticum,Tracheophyta,phylum
Geranium sylvaticum,Magnoliopsida,class
Geranium sylvaticum,Geraniales,order
Geranium sylvaticum,Geraniaceae,family
Geranium sylvaticum,Geranium,genus
Geranium sylvaticum,Geranium sylvaticum,species
Pedicularis palustris-type,Plantae,kingdom
Pedicularis palustris-type,Tracheophyta,phylum
Pedicularis palustris-type,Magnoliopsida,class
Pedicularis palustris-type,Lamiales,order
Pedicularis palustris-type,Orobanchaceae,family
Pedicularis palustris-type,Pedicularis,genus
Silene acaulis-type,Plantae,kingdom
Silene acaulis-type,Tracheophyta,phylum
Silene acaulis-type,Magnoliopsida,class
Silene acaulis-type,Caryophyllales,order
Silene acaulis-type,Caryophyllaceae,family
Silene acaulis-type,Silene,genus
Artemisia cf. A. norvegica,Plantae,kingdom
Artemisia cf. A. norvegica,Tracheophyta,phylum
Artemisia cf. A. norvegica,Magnoliopsida,class
Artemisia cf. A. norvegica,Asterales,order
Artemisia cf. A. norvegica,Asteraceae,family
Artemisia cf. A. norvegica,Artemisia,genus
Lobelia dortmanna,Plantae,kingdom
Lobelia dortmanna,Tracheophyta,phylum
Lobelia dortmanna,Magnoliopsida,class
Lobelia dortmanna,Asterales,order
Lobelia dortmanna,Campanulaceae,family
Lobelia dortmanna,Lobelia,genus
Lobelia dortmanna,Lobelia dortmanna,species
Micranthes nivalis-type,Plantae,kingdom
Micranthes nivalis-type,Tracheophyta,phylum
Micranthes nivalis-type,Magnoliopsida,class
Micranthes nivalis-type,Saxifragales,order
Micranthes nivalis-type,Saxifragaceae,family
Micranthes nivalis-type,Micranthes,genus
Populus tremula,Plantae,kingdom
Populus tremula,Tracheophyta,phylum
Populus tremula,Magnoliopsida,class
Populus tremula,Malpighiales,order
Populus tremula,Salicaceae,family
Populus tremula,Populus,genus
Populus tremula,Populus tremula,species
Rumex longifolius-type,Plantae,kingdom
Rumex longifolius-type,Tracheophyta,phylum
Rumex longifolius-type,Magnoliopsida,class
Rumex longifolius-type,Caryophyllales,order
Rumex longifolius-type,Polygonaceae,family
Rumex longifolius-type,Rumex,genus
Saxifraga cespitosa-type,Plantae,kingdom
Saxifraga cespitosa-type,Tracheophyta,phylum
Saxifraga cespitosa-type,Magnoliopsida,class
Saxifraga cespitosa-type,Saxifragales,order
Saxifraga cespitosa-type,Saxifragaceae,family
Saxifraga cespitosa-type,Saxifraga,genus
Cerastium,Plantae,kingdom
Cerastium,Tracheophyta,phylum
Cerastium,Magnoliopsida,class
Cerastium,Caryophyllales,order
Cerastium,Caryophyllaceae,family
Cerastium,Cerastium,genus
Ephedra distachya subsp. helvetica-type,Plantae,kingdom
Ephedra distachya subsp. helvetica-type,Tracheophyta,phylum
Ephedra distachya subsp. helvetica-type,Gnetopsida,class
Ephedra distachya subsp. helvetica-type,Ephedrales,order
Ephedra distachya subsp. helvetica-type,Ephedraceae,family
Ephedra distachya subsp. helvetica-type,Ephedra,genus
Ephedra distachya subsp. helvetica-type,Ephedra distachya,species
Ephedra fragilis-type,Plantae,kingdom
Ephedra fragilis-type,Tracheophyta,phylum
Ephedra fragilis-type,Gnetopsida,class
Ephedra fragilis-type,Ephedrales,order
Ephedra fragilis-type,Ephedraceae,family
Ephedra fragilis-type,Ephedra,genus
Erica,Animalia,kingdom
Erica,Arthropoda,phylum
Erica,Arachnida,class
Erica,Araneae,order
Erica,Salticidae,family
Erica,Erica,genus
Erica,Plantae,kingdom
Erica,Tracheophyta,phylum
Erica,Magnoliopsida,class
Erica,Ericales,order
Erica,Ericaceae,family
Erica,Erica,genus
Silene,Plantae,kingdom
Silene,Tracheophyta,phylum
Silene,Magnoliopsida,class
Silene,Caryophyllales,order
Silene,Caryophyllaceae,family
Silene,Silene,genus
Cornus suecica (thick wall),Plantae,kingdom
Cornus suecica (thick wall),Tracheophyta,phylum
Cornus suecica (thick wall),Magnoliopsida,class
Cornus suecica (thick wall),Cornales,order
Cornus suecica (thick wall),Cornaceae,family
Cornus suecica (thick wall),Cornus,genus
Cornus suecica (thick wall),Cornus suecica,species
Ericaceae cf. Calluna,Plantae,kingdom
Ericaceae cf. Calluna,Tracheophyta,phylum
Ericaceae cf. Calluna,Magnoliopsida,class
Ericaceae cf. Calluna,Ericales,order
Ericaceae cf. Calluna,Ericaceae,family
Euphorbiaceae cf. Mercurialis,Plantae,kingdom
Euphorbiaceae cf. Mercurialis,Tracheophyta,phylum
Euphorbiaceae cf. Mercurialis,Magnoliopsida,class
Euphorbiaceae cf. Mercurialis,Malpighiales,order
Euphorbiaceae cf. Mercurialis,Euphorbiaceae,family
Onagraceae cf. Epilobium,Plantae,kingdom
Onagraceae cf. Epilobium,Tracheophyta,phylum
Onagraceae cf. Epilobium,Magnoliopsida,class
Onagraceae cf. Epilobium,Myrtales,order
Onagraceae cf. Epilobium,Onagraceae,family
Rubus cf. R. idaeus,Plantae,kingdom
Rubus cf. R. idaeus,Tracheophyta,phylum
Rubus cf. R. idaeus,Magnoliopsida,class
Rubus cf. R. idaeus,Rosales,order
Rubus cf. R. idaeus,Rosaceae,family
Rubus cf. R. idaeus,Rubus,genus
Anagallis cf. A. arvensis,Plantae,kingdom
Anagallis cf. A. arvensis,Tracheophyta,phylum
Anagallis cf. A. arvensis,Magnoliopsida,class
Anagallis cf. A. arvensis,Ericales,order
Anagallis cf. A. arvensis,Primulaceae,family
Anagallis cf. A. arvensis,Lysimachia,genus
Anagallis cf. A. tenella,Plantae,kingdom
Anagallis cf. A. tenella,Tracheophyta,phylum
Anagallis cf. A. tenella,Magnoliopsida,class
Anagallis cf. A. tenella,Ericales,order
Anagallis cf. A. tenella,Primulaceae,family
Anagallis cf. A. tenella,Lysimachia,genus
Cannabaceae,Plantae,kingdom
Cannabaceae,Tracheophyta,phylum
Cannabaceae,Magnoliopsida,class
Cannabaceae,Rosales,order
Cannabaceae,Cannabaceae,family
Centaurea cyanus-type,Plantae,kingdom
Centaurea cyanus-type,Tracheophyta,phylum
Centaurea cyanus-type,Magnoliopsida,class
Centaurea cyanus-type,Asterales,order
Centaurea cyanus-type,Asteraceae,family
Centaurea cyanus-type,Centaurea,genus
Centaurea nigra-type,Plantae,kingdom
Centaurea nigra-type,Tracheophyta,phylum
Centaurea nigra-type,Magnoliopsida,class
Centaurea nigra-type,Asterales,order
Centaurea nigra-type,Asteraceae,family
Centaurea nigra-type,Centaurea,genus
Diapensia lapponica,Plantae,kingdom
Diapensia lapponica,Tracheophyta,phylum
Diapensia lapponica,Magnoliopsida,class
Diapensia lapponica,Ericales,order
Diapensia lapponica,Diapensiaceae,family
Diapensia lapponica,Diapensia,genus
Diapensia lapponica,Diapensia lapponica,species
Polygonum cf. P. aviculare,Plantae,kingdom
Polygonum cf. P. aviculare,Tracheophyta,phylum
Polygonum cf. P. aviculare,Magnoliopsida,class
Polygonum cf. P. aviculare,Caryophyllales,order
Polygonum cf. P. aviculare,Polygonaceae,family
Polygonum cf. P. aviculare,Polygonum,genus
Primula farinosa,Plantae,kingdom
Primula farinosa,Tracheophyta,phylum
Primula farinosa,Magnoliopsida,class
Primula farinosa,Ericales,order
Primula farinosa,Primulaceae,family
Primula farinosa,Primula,genus
Primula farinosa,Primula farinosa,species
Rumex cf. R. longifolius,Plantae,kingdom
Rumex cf. R. longifolius,Tracheophyta,phylum
Rumex cf. R. longifolius,Magnoliopsida,class
Rumex cf. R. longifolius,Caryophyllales,order
Rumex cf. R. longifolius,Polygonaceae,family
Rumex cf. R. longifolius,Rumex,genus
"Alnus (shrub, pale shallow pores)",Plantae,kingdom
"Alnus (shrub, pale shallow pores)",Tracheophyta,phylum
"Alnus (shrub, pale shallow pores)",Magnoliopsida,class
"Alnus (shrub, pale shallow pores)",Fagales,order
"Alnus (shrub, pale shallow pores)",Betulaceae,family
"Alnus (shrub, pale shallow pores)",Alnus,genus
"Alnus (tree, robust deep pores)",Plantae,kingdom
"Alnus (tree, robust deep pores)",Tracheophyta,phylum
"Alnus (tree, robust deep pores)",Magnoliopsida,class
"Alnus (tree, robust deep pores)",Fagales,order
"Alnus (tree, robust deep pores)",Betulaceae,family
"Alnus (tree, robust deep pores)",Alnus,genus
Betula (hybrid),Plantae,kingdom
Betula (hybrid),Tracheophyta,phylum
Betula (hybrid),Magnoliopsida,class
Betula (hybrid),Fagales,order
Betula (hybrid),Betulaceae,family
Betula (hybrid),Betula,genus
Betula (tree),Plantae,kingdom
Betula (tree),Tracheophyta,phylum
Betula (tree),Magnoliopsida,class
Betula (tree),Fagales,order
Betula (tree),Betulaceae,family
Betula (tree),Betula,genus
Cannabaceae cf. Cannabis sativa,Plantae,kingdom
Cannabaceae cf. Cannabis sativa,Tracheophyta,phylum
Cannabaceae cf. Cannabis sativa,Magnoliopsida,class
Cannabaceae cf. Cannabis sativa,Rosales,order
Cannabaceae cf. Cannabis sativa,Cannabaceae,family
Centaurea cf. C. cyanus,Plantae,kingdom
Centaurea cf. C. cyanus,Tracheophyta,phylum
Centaurea cf. C. cyanus,Magnoliopsida,class
Centaurea cf. C. cyanus,Asterales,order
Centaurea cf. C. cyanus,Asteraceae,family
Centaurea cf. C. cyanus,Centaurea,genus
Micranthes cf. M. stellaris,Plantae,kingdom
Micranthes cf. M. stellaris,Tracheophyta,phylum
Micranthes cf. M. stellaris,Magnoliopsida,class
Micranthes cf. M. stellaris,Saxifragales,order
Micranthes cf. M. stellaris,Saxifragaceae,family
Micranthes cf. M. stellaris,Micranthes,genus
Plantago cf. P. coronopus,Plantae,kingdom
Plantago cf. P. coronopus,Tracheophyta,phylum
Plantago cf. P. coronopus,Magnoliopsida,class
Plantago cf. P. coronopus,Lamiales,order
Plantago cf. P. coronopus,Plantaginaceae,family
Plantago cf. P. coronopus,Plantago,genus
Saxifraga cf. S. oppositifolia,Plantae,kingdom
Saxifraga cf. S. oppositifolia,Tracheophyta,phylum
Saxifraga cf. S. oppositifolia,Magnoliopsida,class
Saxifraga cf. S. oppositifolia,Saxifragales,order
Saxifraga cf. S. oppositifolia,Saxifragaceae,family
Saxifraga cf. S. oppositifolia,Saxifraga,genus
Saxifraga granulata-type,Plantae,kingdom
Saxifraga granulata-type,Tracheophyta,phylum
Saxifraga granulata-type,Magnoliopsida,class
Saxifraga granulata-type,Saxifragales,order
Saxifraga granulata-type,Saxifragaceae,family
Saxifraga granulata-type,Saxifraga,genus
Spergularia,Plantae,kingdom
Spergularia,Tracheophyta,phylum
Spergularia,Magnoliopsida,class
Spergularia,Caryophyllales,order
Spergularia,Caryophyllaceae,family
Spergularia,Spergularia,genus
Anagallis arvensis,Plantae,kingdom
Anagallis arvensis,Tracheophyta,phylum
Anagallis arvensis,Magnoliopsida,class
Anagallis arvensis,Ericales,order
Anagallis arvensis,Primulaceae,family
Anagallis arvensis,Lysimachia,genus
Anagallis arvensis,Lysimachia arvensis,species
Corylus avellana-type,Plantae,kingdom
Corylus avellana-type,Tracheophyta,phylum
Corylus avellana-type,Magnoliopsida,class
Corylus avellana-type,Fagales,order
Corylus avellana-type,Betulaceae,family
Corylus avellana-type,Corylus,genus
Jasione montana,Plantae,kingdom
Jasione montana,Tracheophyta,phylum
Jasione montana,Magnoliopsida,class
Jasione montana,Asterales,order
Jasione montana,Campanulaceae,family
Jasione montana,Jasione,genus
Jasione montana,Jasione montana,species
Vicia sylvatica-type,Plantae,kingdom
Vicia sylvatica-type,Tracheophyta,phylum
Vicia sylvatica-type,Magnoliopsida,class
Vicia sylvatica-type,Fabales,order
Vicia sylvatica-type,Fabaceae,family
Vicia sylvatica-type,Vicia,genus
Alnus glutinosa-type,Plantae,kingdom
Alnus glutinosa-type,Tracheophyta,phylum
Alnus glutinosa-type,Magnoliopsida,class
Alnus glutinosa-type,Fagales,order
Alnus glutinosa-type,Betulaceae,family
Alnus glutinosa-type,Alnus,genus
Anthriscus sylvestris-type,Plantae,kingdom
Anthriscus sylvestris-type,Tracheophyta,phylum
Anthriscus sylvestris-type,Magnoliopsida,class
Anthriscus sylvestris-type,Apiales,order
Anthriscus sylvestris-type,Apiaceae,family
Anthriscus sylvestris-type,Anthriscus,genus
Bidens,Plantae,kingdom
Bidens,Tracheophyta,phylum
Bidens,Magnoliopsida,class
Bidens,Asterales,order
Bidens,Asteraceae,family
Bidens,Bidens,genus
Chaerophyllum hirsutum-type,Plantae,kingdom
Chaerophyllum hirsutum-type,Tracheophyta,phylum
Chaerophyllum hirsutum-type,Magnoliopsida,class
Chaerophyllum hirsutum-type,Apiales,order
Chaerophyllum hirsutum-type,Apiaceae,family
Chaerophyllum hirsutum-type,Chaerophyllum,genus
Dipsacus,Plantae,kingdom
Dipsacus,Tracheophyta,phylum
Dipsacus,Magnoliopsida,class
Dipsacus,Dipsacales,order
Dipsacus,Caprifoliaceae,family
Dipsacus,Dipsacus,genus
Lonicera xylosteum,Plantae,kingdom
Lonicera xylosteum,Tracheophyta,phylum
Lonicera xylosteum,Magnoliopsida,class
Lonicera xylosteum,Dipsacales,order
Lonicera xylosteum,Caprifoliaceae,family
Lonicera xylosteum,Lonicera,genus
Lonicera xylosteum,Lonicera xylosteum,species
Phyteuma,Plantae,kingdom
Phyteuma,Tracheophyta,phylum
Phyteuma,Magnoliopsida,class
Phyteuma,Asterales,order
Phyteuma,Campanulaceae,family
Phyteuma,Phyteuma,genus
Pimpinella major-type,Plantae,kingdom
Pimpinella major-type,Tracheophyta,phylum
Pimpinella major-type,Magnoliopsida,class
Pimpinella major-type,Apiales,order
Pimpinella major-type,Apiaceae,family
Pimpinella major-type,Pimpinella,genus
Ranunculus arvensis,Plantae,kingdom
Ranunculus arvensis,Tracheophyta,phylum
Ranunculus arvensis,Magnoliopsida,class
Ranunculus arvensis,Ranunculales,order
Ranunculus arvensis,Ranunculaceae,family
Ranunculus arvensis,Ranunculus,genus
Ranunculus arvensis,Ranunculus arvensis,species
Rumex obtusifolius-type,Plantae,kingdom
Rumex obtusifolius-type,Tracheophyta,phylum
Rumex obtusifolius-type,Magnoliopsida,class
Rumex obtusifolius-type,Caryophyllales,order
Rumex obtusifolius-type,Polygonaceae,family
Rumex obtusifolius-type,Rumex,genus
Vicia cracca-type,Plantae,kingdom
Vicia cracca-type,Tracheophyta,phylum
Vicia cracca-type,Magnoliopsida,class
Vicia cracca-type,Fabales,order
Vicia cracca-type,Fabaceae,family
Vicia cracca-type,Vicia,genus
Carduus,Plantae,kingdom
Carduus,Tracheophyta,phylum
Carduus,Magnoliopsida,class
Carduus,Asterales,order
Carduus,Asteraceae,family
Carduus,Carduus,genus
Carum carvi,Plantae,kingdom
Carum carvi,Tracheophyta,phylum
Carum carvi,Magnoliopsida,class
Carum carvi,Apiales,order
Carum carvi,Apiaceae,family
Carum carvi,Carum,genus
Carum carvi,Carum carvi,species
Chamaenerion angustifolium-type,Plantae,kingdom
Chamaenerion angustifolium-type,Tracheophyta,phylum
Chamaenerion angustifolium-type,Magnoliopsida,class
Chamaenerion angustifolium-type,Myrtales,order
Chamaenerion angustifolium-type,Onagraceae,family
Chamaenerion angustifolium-type,Chamaenerion,genus
Daucus,Plantae,kingdom
Daucus,Tracheophyta,phylum
Daucus,Magnoliopsida,class
Daucus,Apiales,order
Daucus,Apiaceae,family
Daucus,Daucus,genus
Polygonatum,Plantae,kingdom
Polygonatum,Tracheophyta,phylum
Polygonatum,Liliopsida,class
Polygonatum,Asparagales,order
Polygonatum,Asparagaceae,family
Polygonatum,Polygonatum,genus
Sanicula europaea,Plantae,kingdom
Sanicula europaea,Tracheophyta,phylum
Sanicula europaea,Magnoliopsida,class
Sanicula europaea,Apiales,order
Sanicula europaea,Apiaceae,family
Sanicula europaea,Sanicula,genus
Sanicula europaea,Sanicula europaea,species
Viburnum lantana,Plantae,kingdom
Viburnum lantana,Tracheophyta,phylum
Viburnum lantana,Magnoliopsida,class
Viburnum lantana,Dipsacales,order
Viburnum lantana,Viburnaceae,family
Viburnum lantana,Viburnum,genus
Viburnum lantana,Viburnum lantana,species
Gagea,Plantae,kingdom
Gagea,Tracheophyta,phylum
Gagea,Liliopsida,class
Gagea,Liliales,order
Gagea,Liliaceae,family
Gagea,Gagea,genus
Knautia,Plantae,kingdom
Knautia,Tracheophyta,phylum
Knautia,Magnoliopsida,class
Knautia,Dipsacales,order
Knautia,Caprifoliaceae,family
Knautia,Knautia,genus
Pinus cembra-type,Plantae,kingdom
Pinus cembra-type,Tracheophyta,phylum
Pinus cembra-type,Pinopsida,class
Pinus cembra-type,Pinales,order
Pinus cembra-type,Pinaceae,family
Pinus cembra-type,Pinus,genus
Plantago sp.,Plantae,kingdom
Plantago sp.,Tracheophyta,phylum
Plantago sp.,Magnoliopsida,class
Plantago sp.,Lamiales,order
Plantago sp.,Plantaginaceae,family
Plantago sp.,Plantago,genus
Pulmonaria,Plantae,kingdom
Pulmonaria,Tracheophyta,phylum
Pulmonaria,Magnoliopsida,class
Pulmonaria,Boraginales,order
Pulmonaria,Boraginaceae,family
Pulmonaria,Pulmonaria,genus
Symphytum,Plantae,kingdom
Symphytum,Tracheophyta,phylum
Symphytum,Magnoliopsida,class
Symphytum,Boraginales,order
Symphytum,Boraginaceae,family
Symphytum,Symphytum,genus
Fallopia,Plantae,kingdom
Fallopia,Tracheophyta,phylum
Fallopia,Magnoliopsida,class
Fallopia,Caryophyllales,order
Fallopia,Polygonaceae,family
Fallopia,Fallopia,genus
Gypsophila repens-type,Plantae,kingdom
Gypsophila repens-type,Tracheophyta,phylum
Gypsophila repens-type,Magnoliopsida,class
Gypsophila repens-type,Caryophyllales,order
Gypsophila repens-type,Caryophyllaceae,family
Gypsophila repens-type,Gypsophila,genus
Koenigia alpina,Plantae,kingdom
Koenigia alpina,Tracheophyta,phylum
Koenigia alpina,Magnoliopsida,class
Koenigia alpina,Caryophyllales,order
Koenigia alpina,Polygonaceae,family
Koenigia alpina,Koenigia,genus
Koenigia alpina,Koenigia alpina,species
Montia,Plantae,kingdom
Montia,Tracheophyta,phylum
Montia,Magnoliopsida,class
Montia,Caryophyllales,order
Montia,Montiaceae,family
Montia,Montia,genus
Montia,Animalia,kingdom
Montia,Mollusca,phylum
Montia,Gastropoda,class
Montia,Neogastropoda,order
Montia,Volutidae,family
Montia,Montia,genus
Papaveraceae,Plantae,kingdom
Papaveraceae,Tracheophyta,phylum
Papaveraceae,Magnoliopsida,class
Papaveraceae,Ranunculales,order
Papaveraceae,Papaveraceae,family
Plantago major-type,Plantae,kingdom
Plantago major-type,Tracheophyta,phylum
Plantago major-type,Magnoliopsida,class
Plantago major-type,Lamiales,order
Plantago major-type,Plantaginaceae,family
Plantago major-type,Plantago,genus
Pleurospermum austriacum,Plantae,kingdom
Pleurospermum austriacum,Tracheophyta,phylum
Pleurospermum austriacum,Magnoliopsida,class
Pleurospermum austriacum,Apiales,order
Pleurospermum austriacum,Apiaceae,family
Pleurospermum austriacum,Pleurospermum,genus
Pleurospermum austriacum,Pleurospermum austriacum,species
Scleranthus annuus,Plantae,kingdom
Scleranthus annuus,Tracheophyta,phylum
Scleranthus annuus,Magnoliopsida,class
Scleranthus annuus,Caryophyllales,order
Scleranthus annuus,Caryophyllaceae,family
Scleranthus annuus,Scleranthus,genus
Scleranthus annuus,Scleranthus annuus,species
Soldanella,Plantae,kingdom
Soldanella,Tracheophyta,phylum
Soldanella,Magnoliopsida,class
Soldanella,Ericales,order
Soldanella,Primulaceae,family
Soldanella,Soldanella,genus
Valeriana dioica-type,Plantae,kingdom
Valeriana dioica-type,Tracheophyta,phylum
Valeriana dioica-type,Magnoliopsida,class
Valeriana dioica-type,Dipsacales,order
Valeriana dioica-type,Caprifoliaceae,family
Valeriana dioica-type,Valeriana,genus
Plantago media-type,Plantae,kingdom
Plantago media-type,Tracheophyta,phylum
Plantago media-type,Magnoliopsida,class
Plantago media-type,Lamiales,order
Plantago media-type,Plantaginaceae,family
Plantago media-type,Plantago,genus
Centaurea stoebe-type,Plantae,kingdom
Centaurea stoebe-type,Tracheophyta,phylum
Centaurea stoebe-type,Magnoliopsida,class
Centaurea stoebe-type,Asterales,order
Centaurea stoebe-type,Asteraceae,family
Centaurea stoebe-type,Centaurea,genus
Galeopsis,Animalia,kingdom
Galeopsis,Bryozoa,phylum
Galeopsis,Gymnolaemata,class
Galeopsis,Cheilostomatida,order
Galeopsis,Celleporidae,family
Galeopsis,Galeopsis,genus
Galeopsis,Plantae,kingdom
Galeopsis,Tracheophyta,phylum
Galeopsis,Magnoliopsida,class
Galeopsis,Lamiales,order
Galeopsis,Lamiaceae,family
Galeopsis,Galeopsis,genus
Gentiana asclepiadea-type,Plantae,kingdom
Gentiana asclepiadea-type,Tracheophyta,phylum
Gentiana asclepiadea-type,Magnoliopsida,class
Gentiana asclepiadea-type,Gentianales,order
Gentiana asclepiadea-type,Gentianaceae,family
Gentiana asclepiadea-type,Gentiana,genus
Lysimachia vulgaris,Plantae,kingdom
Lysimachia vulgaris,Tracheophyta,phylum
Lysimachia vulgaris,Magnoliopsida,class
Lysimachia vulgaris,Ericales,order
Lysimachia vulgaris,Primulaceae,family
Lysimachia vulgaris,Lysimachia,genus
Lysimachia vulgaris,Lysimachia vulgaris,species
Oxalis,Plantae,kingdom
Oxalis,Tracheophyta,phylum
Oxalis,Magnoliopsida,class
Oxalis,Oxalidales,order
Oxalis,Oxalidaceae,family
Oxalis,Oxalis,genus
Ribes cf. R. alpinum,Plantae,kingdom
Ribes cf. R. alpinum,Tracheophyta,phylum
Ribes cf. R. alpinum,Magnoliopsida,class
Ribes cf. R. alpinum,Saxifragales,order
Ribes cf. R. alpinum,Grossulariaceae,family
Ribes cf. R. alpinum,Ribes,genus
Sambucus cf. S. ebulus,Plantae,kingdom
Sambucus cf. S. ebulus,Tracheophyta,phylum
Sambucus cf. S. ebulus,Magnoliopsida,class
Sambucus cf. S. ebulus,Dipsacales,order
Sambucus cf. S. ebulus,Viburnaceae,family
Sambucus cf. S. ebulus,Sambucus,genus
Valeriana dioica subsp. simplicifolia,Plantae,kingdom
Valeriana dioica subsp. simplicifolia,Plantae,kingdom
Valeriana dioica subsp. simplicifolia,Tracheophyta,phylum
Valeriana dioica subsp. simplicifolia,Tracheophyta,phylum
Valeriana dioica subsp. simplicifolia,Magnoliopsida,class
Valeriana dioica subsp. simplicifolia,Magnoliopsida,class
Valeriana dioica subsp. simplicifolia,Dipsacales,order
Valeriana dioica subsp. simplicifolia,Dipsacales,order
Valeriana dioica subsp. simplicifolia,Caprifoliaceae,family
Valeriana dioica subsp. simplicifolia,Caprifoliaceae,family
Valeriana dioica subsp. simplicifolia,Valeriana,genus
Valeriana dioica subsp. simplicifolia,Valeriana,genus
Valeriana dioica subsp. simplicifolia,Valeriana dioica,species
Valeriana dioica subsp. simplicifolia,Valeriana dioica,species
Valeriana dioica subsp. simplicifolia,Valeriana dioica simplicifolia,subspecies
Valeriana dioica subsp. simplicifolia,Valeriana dioica simplicifolia,subspecies
Valeriana dioica subsp. simplicifolia,Plantae,kingdom
Valeriana dioica subsp. simplicifolia,Plantae,kingdom
Valeriana dioica subsp. simplicifolia,Tracheophyta,phylum
Valeriana dioica subsp. simplicifolia,Tracheophyta,phylum
Valeriana dioica subsp. simplicifolia,Magnoliopsida,class
Valeriana dioica subsp. simplicifolia,Magnoliopsida,class
Valeriana dioica subsp. simplicifolia,Dipsacales,order
Valeriana dioica subsp. simplicifolia,Dipsacales,order
Valeriana dioica subsp. simplicifolia,Caprifoliaceae,family
Valeriana dioica subsp. simplicifolia,Caprifoliaceae,family
Valeriana dioica subsp. simplicifolia,Valeriana,genus
Valeriana dioica subsp. simplicifolia,Valeriana,genus
Valeriana dioica subsp. simplicifolia,Valeriana dioica,species
Valeriana dioica subsp. simplicifolia,Valeriana dioica,species
Valeriana dioica subsp. simplicifolia,Valeriana dioica simplicifolia,subspecies
Valeriana dioica subsp. simplicifolia,Valeriana dioica simplicifolia,subspecies
Veratrum,Plantae,kingdom
Veratrum,Tracheophyta,phylum
Veratrum,Liliopsida,class
Veratrum,Liliales,order
Veratrum,Melanthiaceae,family
Veratrum,Veratrum,genus
Viola arvensis-type,Animalia,kingdom
Viola arvensis-type,Arthropoda,phylum
Viola arvensis-type,Insecta,class
Viola arvensis-type,Lepidoptera,order
Viola arvensis-type,Hesperiidae,family
Viola arvensis-type,Viola,genus
Viola arvensis-type,Plantae,kingdom
Viola arvensis-type,Tracheophyta,phylum
Viola arvensis-type,Magnoliopsida,class
Viola arvensis-type,Malpighiales,order
Viola arvensis-type,Violaceae,family
Viola arvensis-type,Viola,genus
Lysimachia nemorum,Plantae,kingdom
Lysimachia nemorum,Tracheophyta,phylum
Lysimachia nemorum,Magnoliopsida,class
Lysimachia nemorum,Ericales,order
Lysimachia nemorum,Primulaceae,family
Lysimachia nemorum,Lysimachia,genus
Lysimachia nemorum,Lysimachia nemorum,species
Pinguicula vulgaris,Plantae,kingdom
Pinguicula vulgaris,Tracheophyta,phylum
Pinguicula vulgaris,Magnoliopsida,class
Pinguicula vulgaris,Lamiales,order
Pinguicula vulgaris,Lentibulariaceae,family
Pinguicula vulgaris,Pinguicula,genus
Pinguicula vulgaris,Pinguicula vulgaris,species
Helianthemum nummularium-type,Plantae,kingdom
Helianthemum nummularium-type,Tracheophyta,phylum
Helianthemum nummularium-type,Magnoliopsida,class
Helianthemum nummularium-type,Malvales,order
