taxa,dataset_id,BIN,summed_pollen_count
Sambucus,2959,20,0
Sambucus,2959,21,0
Solanaceae,2959,1,3
Solanaceae,2959,2,0
Solanaceae,2959,3,0
Solanaceae,2959,4,0
Solanaceae,2959,5,0
Solanaceae,2959,6,0
Solanaceae,2959,7,0
Solanaceae,2959,11,1
Solanaceae,2959,13,4
Solanaceae,2959,14,2
Solanaceae,2959,15,0
Solanaceae,2959,16,1
Solanaceae,2959,17,0
Solanaceae,2959,18,0
Solanaceae,2959,19,0
Solanaceae,2959,20,0
Solanaceae,2959,21,0
Tilia,2959,1,0
Tilia,2959,2,0
Tilia,2959,3,0
Tilia,2959,4,0
Tilia,2959,5,0
Tilia,2959,6,0
Tilia,2959,7,0
Tilia,2959,11,2
Tilia,2959,13,0
Tilia,2959,14,5
Tilia,2959,15,2
Tilia,2959,16,3
Tilia,2959,17,3
Tilia,2959,18,1
Tilia,2959,19,0
Tilia,2959,20,0
Tilia,2959,21,0
Tsuga,2959,1,20
Tsuga,2959,2,18
Tsuga,2959,3,18
Tsuga,2959,4,1
Tsuga,2959,5,1
Tsuga,2959,6,0
Tsuga,2959,7,0
Tsuga,2959,11,16
Tsuga,2959,13,33
Tsuga,2959,14,32
Tsuga,2959,15,18
Tsuga,2959,16,72
Tsuga,2959,17,39
Tsuga,2959,18,27
Tsuga,2959,19,28
Tsuga,2959,20,30
Tsuga,2959,21,17
Ulmus,2959,1,14
Ulmus,2959,2,4
Ulmus,2959,3,7
Ulmus,2959,4,1
Ulmus,2959,5,1
Ulmus,2959,6,3
Ulmus,2959,7,0
Ulmus,2959,11,5
Ulmus,2959,13,24
Ulmus,2959,14,20
Ulmus,2959,15,15
Ulmus,2959,16,20
Ulmus,2959,17,8
Ulmus,2959,18,1
Ulmus,2959,19,8
Ulmus,2959,20,7
Ulmus,2959,21,7
Viburnum,2959,1,10
Viburnum,2959,2,3
Viburnum,2959,3,0
Viburnum,2959,4,0
Viburnum,2959,5,0
Viburnum,2959,6,0
Viburnum,2959,7,0
Viburnum,2959,11,5
Viburnum,2959,13,7
Viburnum,2959,14,10
Viburnum,2959,15,1
Viburnum,2959,16,3
Viburnum,2959,17,2
Viburnum,2959,18,0
Viburnum,2959,19,1
Viburnum,2959,20,1
Viburnum,2959,21,2
Abies,2961,1,0
Abies,2961,2,1
Abies,2961,3,30
Abies,2961,4,43
Abies,2961,5,4
Abies,2961,6,0
Abies,2961,11,0
Abies,2961,13,0
Abies,2961,14,0
Abies,2961,15,0
Abies,2961,16,0
Abies,2961,17,0
Abies,2961,18,1
Abies,2961,19,0
Abies,2961,20,0
Abies,2961,21,0
Acer,2961,1,24
Acer,2961,2,8
Acer,2961,3,5
Acer,2961,4,1
Acer,2961,5,3
Acer,2961,6,1
Acer,2961,11,11
Acer,2961,13,3
Acer,2961,14,12
Acer,2961,15,8
Acer,2961,16,8
Acer,2961,17,12
Acer,2961,18,12
Acer,2961,19,9
Acer,2961,20,20
Acer,2961,21,22
Alnus,2961,1,13
Alnus,2961,2,1
Alnus,2961,3,11
Alnus,2961,4,10
Alnus,2961,5,1
Alnus,2961,6,1
Alnus,2961,11,5
Alnus,2961,13,4
Alnus,2961,14,3
Alnus,2961,15,2
Alnus,2961,16,4
Alnus,2961,17,1
Alnus,2961,18,2
Alnus,2961,19,4
Alnus,2961,20,5
Alnus,2961,21,4
Artemisia,2961,1,21
Artemisia,2961,2,3
Artemisia,2961,3,27
Artemisia,2961,4,61
Artemisia,2961,5,39
Artemisia,2961,6,16
Artemisia,2961,11,1
Artemisia,2961,13,1
Artemisia,2961,14,2
Artemisia,2961,15,1
Artemisia,2961,16,3
Artemisia,2961,17,2
Artemisia,2961,18,3
Artemisia,2961,19,4
Artemisia,2961,20,5
Artemisia,2961,21,5
Betula,2961,1,55
Betula,2961,2,19
Betula,2961,3,49
Betula,2961,4,11
Betula,2961,5,8
Betula,2961,6,2
Betula,2961,11,7
Betula,2961,13,4
Betula,2961,14,7
Betula,2961,15,5
Betula,2961,16,2
Betula,2961,17,2
Betula,2961,18,5
Betula,2961,19,1
Betula,2961,20,9
Betula,2961,21,21
Carya,2961,1,115
Carya,2961,2,25
Carya,2961,3,11
Carya,2961,4,4
Carya,2961,5,7
Carya,2961,6,0
Carya,2961,11,49
Carya,2961,13,37
Carya,2961,14,25
Carya,2961,15,13
Carya,2961,16,23
Carya,2961,17,12
Carya,2961,18,24
Carya,2961,19,6
Carya,2961,20,24
Carya,2961,21,89
Celtis,2961,1,0
Celtis,2961,2,4
Celtis,2961,3,2
Celtis,2961,4,0
Celtis,2961,5,4
Celtis,2961,6,1
Celtis,2961,11,0
Celtis,2961,13,0
Celtis,2961,14,0
Celtis,2961,15,0
Celtis,2961,16,0
Celtis,2961,17,0
Celtis,2961,18,4
Celtis,2961,19,0
Celtis,2961,20,0
Celtis,2961,21,2
Corylus,2961,1,3
Corylus,2961,2,4
Corylus,2961,3,9
Corylus,2961,4,8
Corylus,2961,5,5
Corylus,2961,6,0
Corylus,2961,11,0
Corylus,2961,13,1
Corylus,2961,14,0
Corylus,2961,15,0
Corylus,2961,16,0
Corylus,2961,17,2
Corylus,2961,18,0
Corylus,2961,19,5
Corylus,2961,20,14
Corylus,2961,21,2
Cupressaceae,2961,1,1
Cupressaceae,2961,2,1
Cupressaceae,2961,3,8
Cupressaceae,2961,4,10
Cupressaceae,2961,5,38
Cupressaceae,2961,6,40
Cupressaceae,2961,11,0
Cupressaceae,2961,13,1
Cupressaceae,2961,14,0
Cupressaceae,2961,15,0
Cupressaceae,2961,16,0
Cupressaceae,2961,17,0
Cupressaceae,2961,18,0
Cupressaceae,2961,19,0
Cupressaceae,2961,20,0
Cupressaceae,2961,21,0
Fagus,2961,1,81
Fagus,2961,2,0
Fagus,2961,3,0
Fagus,2961,4,1
Fagus,2961,5,0
Fagus,2961,6,0
Fagus,2961,11,84
Fagus,2961,13,11
Fagus,2961,14,27
Fagus,2961,15,29
Fagus,2961,16,37
Fagus,2961,17,47
Fagus,2961,18,20
Fagus,2961,19,0
Fagus,2961,20,1
Fagus,2961,21,130
Fraxinus nigra-type,2961,1,0
Fraxinus nigra-type,2961,2,18
Fraxinus nigra-type,2961,3,44
Fraxinus nigra-type,2961,4,67
Fraxinus nigra-type,2961,5,150
Fraxinus nigra-type,2961,6,0
Fraxinus nigra-type,2961,11,0
Fraxinus nigra-type,2961,13,0
Fraxinus nigra-type,2961,14,0
Fraxinus nigra-type,2961,15,0
Fraxinus nigra-type,2961,16,0
Fraxinus nigra-type,2961,17,0
Fraxinus nigra-type,2961,18,0
Fraxinus nigra-type,2961,19,1
Fraxinus nigra-type,2961,20,11
Fraxinus nigra-type,2961,21,0
Fraxinus pennsylvanica-type,2961,1,0
Fraxinus pennsylvanica-type,2961,2,0
Fraxinus pennsylvanica-type,2961,3,6
Fraxinus pennsylvanica-type,2961,4,1
Fraxinus pennsylvanica-type,2961,5,7
Fraxinus pennsylvanica-type,2961,6,0
Fraxinus pennsylvanica-type,2961,11,0
Fraxinus pennsylvanica-type,2961,13,0
Fraxinus pennsylvanica-type,2961,14,0
Fraxinus pennsylvanica-type,2961,15,0
Fraxinus pennsylvanica-type,2961,16,0
Fraxinus pennsylvanica-type,2961,17,0
Fraxinus pennsylvanica-type,2961,18,0
Fraxinus pennsylvanica-type,2961,19,0
Fraxinus pennsylvanica-type,2961,20,2
Fraxinus pennsylvanica-type,2961,21,0
Fraxinus undiff.,2961,1,61
Fraxinus undiff.,2961,2,7
Fraxinus undiff.,2961,3,0
Fraxinus undiff.,2961,4,9
Fraxinus undiff.,2961,5,0
Fraxinus undiff.,2961,6,51
Fraxinus undiff.,2961,11,39
Fraxinus undiff.,2961,13,24
Fraxinus undiff.,2961,14,39
Fraxinus undiff.,2961,15,23
Fraxinus undiff.,2961,16,19
Fraxinus undiff.,2961,17,25
Fraxinus undiff.,2961,18,20
Fraxinus undiff.,2961,19,10
Fraxinus undiff.,2961,20,7
Fraxinus undiff.,2961,21,52
Juglans cinerea,2961,1,0
Juglans cinerea,2961,2,0
Juglans cinerea,2961,3,1
Juglans cinerea,2961,4,0
Juglans cinerea,2961,5,3
Juglans cinerea,2961,6,0
Juglans cinerea,2961,11,0
Juglans cinerea,2961,13,0
Juglans cinerea,2961,14,0
Juglans cinerea,2961,15,0
Juglans cinerea,2961,16,0
Juglans cinerea,2961,17,0
Juglans cinerea,2961,18,0
Juglans cinerea,2961,19,0
Juglans cinerea,2961,20,1
Juglans cinerea,2961,21,0
Juglans undiff.,2961,1,24
Juglans undiff.,2961,2,8
Juglans undiff.,2961,3,6
Juglans undiff.,2961,4,4
Juglans undiff.,2961,5,4
Juglans undiff.,2961,6,2
Juglans undiff.,2961,11,14
Juglans undiff.,2961,13,5
Juglans undiff.,2961,14,5
Juglans undiff.,2961,15,9
Juglans undiff.,2961,16,5
Juglans undiff.,2961,17,4
Juglans undiff.,2961,18,4
Juglans undiff.,2961,19,4
Juglans undiff.,2961,20,8
Juglans undiff.,2961,21,16
Larix,2961,1,0
Larix,2961,2,1
Larix,2961,3,10
Larix,2961,4,2
Larix,2961,5,0
Larix,2961,6,2
Larix,2961,11,0
Larix,2961,13,0
Larix,2961,14,0
Larix,2961,15,0
Larix,2961,16,0
Larix,2961,17,0
Larix,2961,18,0
Larix,2961,19,0
Larix,2961,20,0
Larix,2961,21,0
Ostrya/Carpinus,2961,1,34
Ostrya/Carpinus,2961,2,75
Ostrya/Carpinus,2961,3,42
Ostrya/Carpinus,2961,4,84
Ostrya/Carpinus,2961,5,47
Ostrya/Carpinus,2961,6,21
Ostrya/Carpinus,2961,11,17
Ostrya/Carpinus,2961,13,7
Ostrya/Carpinus,2961,14,12
Ostrya/Carpinus,2961,15,22
Ostrya/Carpinus,2961,16,7
Ostrya/Carpinus,2961,17,11
Ostrya/Carpinus,2961,18,18
Ostrya/Carpinus,2961,19,20
Ostrya/Carpinus,2961,20,51
Ostrya/Carpinus,2961,21,36
Picea,2961,1,31
Picea,2961,2,13
Picea,2961,3,294
Picea,2961,4,431
Picea,2961,5,344
Picea,2961,6,172
Picea,2961,11,7
Picea,2961,13,8
Picea,2961,14,5
Picea,2961,15,3
Picea,2961,16,4
Picea,2961,17,10
Picea,2961,18,7
Picea,2961,19,6
Picea,2961,20,15
Picea,2961,21,3
Pinus,2961,1,182
Pinus,2961,2,719
Pinus,2961,3,970
Pinus,2961,4,30
Pinus,2961,5,3
Pinus,2961,6,1
Pinus,2961,11,13
Pinus,2961,13,14
Pinus,2961,14,12
Pinus,2961,15,28
Pinus,2961,16,15
Pinus,2961,17,18
Pinus,2961,18,23
Pinus,2961,19,50
Pinus,2961,20,264
Pinus,2961,21,34
Platanus,2961,1,8
Platanus,2961,2,7
Platanus,2961,3,4
Platanus,2961,4,0
Platanus,2961,5,0
Platanus,2961,6,0
Platanus,2961,11,5
Platanus,2961,13,6
Platanus,2961,14,7
Platanus,2961,15,18
Platanus,2961,16,3
Platanus,2961,17,10
Platanus,2961,18,17
Platanus,2961,19,10
Platanus,2961,20,11
Platanus,2961,21,4
Populus,2961,1,1
Populus,2961,2,5
Populus,2961,3,21
Populus,2961,4,61
Populus,2961,5,80
Populus,2961,6,35
Populus,2961,11,2
Populus,2961,13,2
Populus,2961,14,0
Populus,2961,15,3
Populus,2961,16,0
Populus,2961,17,5
Populus,2961,18,4
Populus,2961,19,3
Populus,2961,20,1
Populus,2961,21,2
Quercus,2961,1,1505
Quercus,2961,2,221
Quercus,2961,3,170
Quercus,2961,4,122
Quercus,2961,5,98
Quercus,2961,6,50
Quercus,2961,11,589
Quercus,2961,13,439
Quercus,2961,14,412
Quercus,2961,15,603
Quercus,2961,16,442
Quercus,2961,17,262
Quercus,2961,18,412
Quercus,2961,19,321
Quercus,2961,20,609
Quercus,2961,21,676
Salix,2961,1,7
Salix,2961,2,8
Salix,2961,3,7
Salix,2961,4,13
Salix,2961,5,15
Salix,2961,6,8
Salix,2961,11,2
Salix,2961,13,1
Salix,2961,14,1
Salix,2961,15,3
Salix,2961,16,1
Salix,2961,17,0
Salix,2961,18,1
Salix,2961,19,3
Salix,2961,20,3
Salix,2961,21,2
Sarcobatus vermiculatus,2961,1,0
Sarcobatus vermiculatus,2961,2,1
Sarcobatus vermiculatus,2961,3,0
Sarcobatus vermiculatus,2961,4,0
Sarcobatus vermiculatus,2961,5,0
Sarcobatus vermiculatus,2961,6,0
Sarcobatus vermiculatus,2961,11,0
Sarcobatus vermiculatus,2961,13,0
Sarcobatus vermiculatus,2961,14,0
Sarcobatus vermiculatus,2961,15,0
Sarcobatus vermiculatus,2961,16,0
Sarcobatus vermiculatus,2961,17,0
Sarcobatus vermiculatus,2961,18,0
Sarcobatus vermiculatus,2961,19,0
Sarcobatus vermiculatus,2961,20,0
Sarcobatus vermiculatus,2961,21,0
Tilia,2961,1,10
Tilia,2961,2,0
Tilia,2961,3,0
Tilia,2961,4,0
Tilia,2961,5,0
Tilia,2961,6,0
Tilia,2961,11,6
Tilia,2961,13,0
Tilia,2961,14,5
Tilia,2961,15,7
Tilia,2961,16,3
Tilia,2961,17,1
Tilia,2961,18,0
Tilia,2961,19,2
Tilia,2961,20,2
Tilia,2961,21,5
Tsuga,2961,1,0
Tsuga,2961,2,0
Tsuga,2961,3,2
Tsuga,2961,4,0
Tsuga,2961,5,0
Tsuga,2961,6,0
Tsuga,2961,11,0
Tsuga,2961,13,0
Tsuga,2961,14,0
Tsuga,2961,15,0
Tsuga,2961,16,0
Tsuga,2961,17,0
Tsuga,2961,18,0
Tsuga,2961,19,0
Tsuga,2961,20,2
Tsuga,2961,21,0
Ulmus,2961,1,146
Ulmus,2961,2,101
Ulmus,2961,3,70
Ulmus,2961,4,27
Ulmus,2961,5,20
Ulmus,2961,6,10
Ulmus,2961,11,42
Ulmus,2961,13,30
Ulmus,2961,14,39
Ulmus,2961,15,64
Ulmus,2961,16,49
Ulmus,2961,17,66
Ulmus,2961,18,86
Ulmus,2961,19,31
Ulmus,2961,20,85
Ulmus,2961,21,72
Alnus incana,2962,1,58
Alnus incana,2962,2,1
Alnus incana,2962,3,0
Alnus incana,2962,11,15
Alnus incana,2962,13,44
Alnus incana,2962,14,7
Alnus incana,2962,15,12
Alnus incana,2962,16,9
Alnus incana,2962,17,12
Alnus incana,2962,18,13
Alnus incana,2962,19,3
Alnus incana,2962,20,1
Alnus incana,2962,21,44
Alnus viridis,2962,1,238
Alnus viridis,2962,2,5
Alnus viridis,2962,3,7
Alnus viridis,2962,11,75
Alnus viridis,2962,13,261
Alnus viridis,2962,14,75
Alnus viridis,2962,15,222
Alnus viridis,2962,16,73
Alnus viridis,2962,17,183
Alnus viridis,2962,18,201
Alnus viridis,2962,19,12
Alnus viridis,2962,20,6
Alnus viridis,2962,21,192
Artemisia,2962,1,9
Artemisia,2962,2,492
Artemisia,2962,3,792
Artemisia,2962,11,2
Artemisia,2962,13,7
Artemisia,2962,14,0
Artemisia,2962,15,4
Artemisia,2962,16,1
Artemisia,2962,17,4
Artemisia,2962,18,8
Artemisia,2962,19,222
Artemisia,2962,20,687
Artemisia,2962,21,7
Betula undiff.,2962,1,0
Betula undiff.,2962,2,28
Betula undiff.,2962,3,16
Betula undiff.,2962,11,0
Betula undiff.,2962,13,0
Betula undiff.,2962,14,0
Betula undiff.,2962,15,0
Betula undiff.,2962,16,0
Betula undiff.,2962,17,0
Betula undiff.,2962,18,0
Betula undiff.,2962,19,0
Betula undiff.,2962,20,0
Betula undiff.,2962,21,0
Corylus,2962,1,0
Corylus,2962,2,0
Corylus,2962,3,0
Corylus,2962,11,0
Corylus,2962,13,1
Corylus,2962,14,0
Corylus,2962,15,1
Corylus,2962,16,0
Corylus,2962,17,0
Corylus,2962,18,0
Corylus,2962,19,0
Corylus,2962,20,0
Corylus,2962,21,0
Cupressaceae,2962,1,1
Cupressaceae,2962,2,0
Cupressaceae,2962,3,0
Cupressaceae,2962,11,0
Cupressaceae,2962,13,1
Cupressaceae,2962,14,0
Cupressaceae,2962,15,4
Cupressaceae,2962,16,0
Cupressaceae,2962,17,2
Cupressaceae,2962,18,7
Cupressaceae,2962,19,0
Cupressaceae,2962,20,4
Cupressaceae,2962,21,0
Dryas,2962,1,0
Dryas,2962,2,1
Dryas,2962,3,1
Dryas,2962,11,0
Dryas,2962,13,0
Dryas,2962,14,0
Dryas,2962,15,0
Dryas,2962,16,0
Dryas,2962,17,0
Dryas,2962,18,0
Dryas,2962,19,0
Dryas,2962,20,0
Dryas,2962,21,0
Ephedra,2962,1,0
Ephedra,2962,2,0
Ephedra,2962,3,0
Ephedra,2962,11,0
Ephedra,2962,13,0
Ephedra,2962,14,0
Ephedra,2962,15,0
Ephedra,2962,16,0
Ephedra,2962,17,0
Ephedra,2962,18,0
Ephedra,2962,19,1
Ephedra,2962,20,0
Ephedra,2962,21,0
Ericaceae,2962,1,4
Ericaceae,2962,2,1
Ericaceae,2962,3,1
Ericaceae,2962,11,2
Ericaceae,2962,13,1
Ericaceae,2962,14,0
Ericaceae,2962,15,0
Ericaceae,2962,16,0
Ericaceae,2962,17,0
Ericaceae,2962,18,1
Ericaceae,2962,19,1
Ericaceae,2962,20,1
Ericaceae,2962,21,6
Larix,2962,1,0
Larix,2962,2,0
Larix,2962,3,0
Larix,2962,11,0
Larix,2962,13,0
Larix,2962,14,1
Larix,2962,15,0
Larix,2962,16,0
Larix,2962,17,0
Larix,2962,18,0
Larix,2962,19,0
Larix,2962,20,0
Larix,2962,21,0
Myrica,2962,1,1
Myrica,2962,2,0
Myrica,2962,3,0
Myrica,2962,11,0
Myrica,2962,13,3
Myrica,2962,14,1
Myrica,2962,15,4
Myrica,2962,16,2
Myrica,2962,17,2
Myrica,2962,18,6
Myrica,2962,19,4
Myrica,2962,20,0
Myrica,2962,21,2
Picea undiff.,2962,1,0
Picea undiff.,2962,2,62
Picea undiff.,2962,3,84
Picea undiff.,2962,11,0
Picea undiff.,2962,13,0
Picea undiff.,2962,14,0
Picea undiff.,2962,15,0
Picea undiff.,2962,16,0
Picea undiff.,2962,17,0
Picea undiff.,2962,18,174
Picea undiff.,2962,19,7
Picea undiff.,2962,20,118
Picea undiff.,2962,21,0
Pinus,2962,1,375
Pinus,2962,2,21
Pinus,2962,3,15
Pinus,2962,11,170
Pinus,2962,13,395
Pinus,2962,14,116
Pinus,2962,15,214
Pinus,2962,16,82
Pinus,2962,17,51
Pinus,2962,18,103
Pinus,2962,19,36
Pinus,2962,20,25
Pinus,2962,21,351
Populus,2962,1,1
Populus,2962,2,3
Populus,2962,3,2
Populus,2962,11,0
Populus,2962,13,1
Populus,2962,14,1
Populus,2962,15,6
Populus,2962,16,0
Populus,2962,17,3
Populus,2962,18,15
Populus,2962,19,133
Populus,2962,20,16
Populus,2962,21,3
Rubus chamaemorus,2962,1,1
Rubus chamaemorus,2962,2,0
Rubus chamaemorus,2962,3,2
Rubus chamaemorus,2962,11,0
Rubus chamaemorus,2962,13,1
Rubus chamaemorus,2962,14,0
Rubus chamaemorus,2962,15,0
Rubus chamaemorus,2962,16,0
Rubus chamaemorus,2962,17,0
Rubus chamaemorus,2962,18,0
Rubus chamaemorus,2962,19,0
Rubus chamaemorus,2962,20,2
Rubus chamaemorus,2962,21,1
Salix,2962,1,59
Salix,2962,2,49
Salix,2962,3,20
Salix,2962,11,15
Salix,2962,13,33
Salix,2962,14,17
Salix,2962,15,48
Salix,2962,16,20
Salix,2962,17,38
Salix,2962,18,60
Salix,2962,19,373
Salix,2962,20,129
Salix,2962,21,50
Shepherdia canadensis,2962,1,0
Shepherdia canadensis,2962,2,1
Shepherdia canadensis,2962,3,1
Shepherdia canadensis,2962,11,0
Shepherdia canadensis,2962,13,1
Shepherdia canadensis,2962,14,0
Shepherdia canadensis,2962,15,0
Shepherdia canadensis,2962,16,0
Shepherdia canadensis,2962,17,2
Shepherdia canadensis,2962,18,6
Shepherdia canadensis,2962,19,4
Shepherdia canadensis,2962,20,5
Shepherdia canadensis,2962,21,1
Abies,302,1,6
Abies,302,2,15
Abies,302,3,3
Abies,302,4,1
Abies,302,5,1
Abies,302,6,0
Abies,302,11,11
Abies,302,13,8
Abies,302,14,14
Abies,302,15,12
Abies,302,16,21
Abies,302,17,46
Abies,302,18,23
Abies,302,19,73
Abies,302,20,18
Abies,302,21,4
Alnus,302,1,166
Alnus,302,2,36
Alnus,302,3,56
Alnus,302,4,102
Alnus,302,5,52
Alnus,302,6,2
Alnus,302,11,173
Alnus,302,13,177
Alnus,302,14,239
Alnus,302,15,220
Alnus,302,16,154
Alnus,302,17,385
Alnus,302,18,131
Alnus,302,19,107
Alnus,302,20,120
Alnus,302,21,198
Arceuthobium,302,1,0
Arceuthobium,302,2,0
Arceuthobium,302,3,0
Arceuthobium,302,4,0
Arceuthobium,302,5,0
Arceuthobium,302,6,0
Arceuthobium,302,11,0
Arceuthobium,302,13,0
Arceuthobium,302,14,0
Arceuthobium,302,15,0
Arceuthobium,302,16,0
Arceuthobium,302,17,2
Arceuthobium,302,18,0
Arceuthobium,302,19,0
Arceuthobium,302,20,0
Arceuthobium,302,21,0
Artemisia,302,1,5
Artemisia,302,2,38
Artemisia,302,3,14
Artemisia,302,4,31
Artemisia,302,5,209
Artemisia,302,6,52
Artemisia,302,11,6
Artemisia,302,13,4
Artemisia,302,14,14
Artemisia,302,15,5
Artemisia,302,16,28
Artemisia,302,17,56
Artemisia,302,18,19
Artemisia,302,19,37
Artemisia,302,20,48
Artemisia,302,21,5
Betula,302,1,79
Betula,302,2,195
Betula,302,3,207
Betula,302,4,127
Betula,302,5,94
Betula,302,6,11
Betula,302,11,78
Betula,302,13,89
Betula,302,14,124
Betula,302,15,109
Betula,302,16,172
Betula,302,17,505
Betula,302,18,435
Betula,302,19,1287
Betula,302,20,239
Betula,302,21,71
Cornus sericea,302,1,0
Cornus sericea,302,2,2
Cornus sericea,302,3,0
Cornus sericea,302,4,2
Cornus sericea,302,5,0
Cornus sericea,302,6,0
Cornus sericea,302,11,0
Cornus sericea,302,13,0
Cornus sericea,302,14,0
Cornus sericea,302,15,0
Cornus sericea,302,16,0
Cornus sericea,302,17,0
Cornus sericea,302,18,0
Cornus sericea,302,19,0
Cornus sericea,302,20,0
Cornus sericea,302,21,0
Corylus,302,1,0
Corylus,302,2,8
Corylus,302,3,7
Corylus,302,4,1
Corylus,302,5,0
Corylus,302,6,0
Corylus,302,11,0
Corylus,302,13,0
Corylus,302,14,0
Corylus,302,15,0
Corylus,302,16,0
Corylus,302,17,0
Corylus,302,18,0
Corylus,302,19,0
Corylus,302,20,0
Corylus,302,21,0
Ericaceae,302,1,0
Ericaceae,302,2,0
Ericaceae,302,3,1
Ericaceae,302,4,0
Ericaceae,302,5,0
Ericaceae,302,6,0
Ericaceae,302,11,0
Ericaceae,302,13,0
Ericaceae,302,14,0
Ericaceae,302,15,0
Ericaceae,302,16,0
Ericaceae,302,17,0
Ericaceae,302,18,0
Ericaceae,302,19,0
Ericaceae,302,20,0
Ericaceae,302,21,0
Linnaea borealis,302,1,0
Linnaea borealis,302,2,0
Linnaea borealis,302,3,0
Linnaea borealis,302,4,1
Linnaea borealis,302,5,0
Linnaea borealis,302,6,0
Linnaea borealis,302,11,0
Linnaea borealis,302,13,0
Linnaea borealis,302,14,0
Linnaea borealis,302,15,0
Linnaea borealis,302,16,0
Linnaea borealis,302,17,0
Linnaea borealis,302,18,1
Linnaea borealis,302,19,0
Linnaea borealis,302,20,0
Linnaea borealis,302,21,0
Myrica,302,1,0
Myrica,302,2,1
Myrica,302,3,1
Myrica,302,4,0
Myrica,302,5,0
Myrica,302,6,0
Myrica,302,11,0
Myrica,302,13,0
Myrica,302,14,0
Myrica,302,15,0
Myrica,302,16,0
Myrica,302,17,0
Myrica,302,18,1
Myrica,302,19,0
Myrica,302,20,0
Myrica,302,21,0
Picea,302,1,195
Picea,302,2,136
Picea,302,3,188
Picea,302,4,116
Picea,302,5,85
Picea,302,6,6
Picea,302,11,272
Picea,302,13,331
Picea,302,14,666
Picea,302,15,465
Picea,302,16,628
Picea,302,17,1703
Picea,302,18,1247
Picea,302,19,1777
Picea,302,20,566
Picea,302,21,257
Pinus,302,1,483
Pinus,302,2,276
Pinus,302,3,388
Pinus,302,4,283
Pinus,302,5,137
Pinus,302,6,4
Pinus,302,11,424
Pinus,302,13,375
Pinus,302,14,887
Pinus,302,15,666
Pinus,302,16,934
Pinus,302,17,4281
Pinus,302,18,3221
Pinus,302,19,2072
Pinus,302,20,847
Pinus,302,21,483
Populus,302,1,5
Populus,302,2,82
Populus,302,3,12
Populus,302,4,105
Populus,302,5,375
Populus,302,6,65
Populus,302,11,1
Populus,302,13,2
Populus,302,14,0
Populus,302,15,0
Populus,302,16,0
Populus,302,17,1
Populus,302,18,7
Populus,302,19,34
Populus,302,20,65
Populus,302,21,1
Rhamnus,302,1,0
Rhamnus,302,2,0
Rhamnus,302,3,0
Rhamnus,302,4,0
Rhamnus,302,5,0
Rhamnus,302,6,0
Rhamnus,302,11,0
Rhamnus,302,13,0
Rhamnus,302,14,0
Rhamnus,302,15,0
Rhamnus,302,16,0
Rhamnus,302,17,0
Rhamnus,302,18,0
Rhamnus,302,19,0
Rhamnus,302,20,3
Rhamnus,302,21,0
Salix,302,1,6
Salix,302,2,42
Salix,302,3,51
Salix,302,4,83
Salix,302,5,328
Salix,302,6,70
Salix,302,11,17
Salix,302,13,7
Salix,302,14,31
Salix,302,15,20
Salix,302,16,29
Salix,302,17,81
Salix,302,18,31
Salix,302,19,107
Salix,302,20,132
Salix,302,21,17
Sarcobatus vermiculatus,302,1,0
Sarcobatus vermiculatus,302,2,0
Sarcobatus vermiculatus,302,3,0
Sarcobatus vermiculatus,302,4,0
Sarcobatus vermiculatus,302,5,1
Sarcobatus vermiculatus,302,6,0
Sarcobatus vermiculatus,302,11,0
Sarcobatus vermiculatus,302,13,0
Sarcobatus vermiculatus,302,14,0
Sarcobatus vermiculatus,302,15,0
Sarcobatus vermiculatus,302,16,0
Sarcobatus vermiculatus,302,17,0
Sarcobatus vermiculatus,302,18,0
Sarcobatus vermiculatus,302,19,0
Sarcobatus vermiculatus,302,20,0
Sarcobatus vermiculatus,302,21,0
Shepherdia canadensis,302,1,0
Shepherdia canadensis,302,2,9
Shepherdia canadensis,302,3,5
Shepherdia canadensis,302,4,8
Shepherdia canadensis,302,5,35
Shepherdia canadensis,302,6,0
Shepherdia canadensis,302,11,1
Shepherdia canadensis,302,13,0
Shepherdia canadensis,302,14,1
Shepherdia canadensis,302,15,0
Shepherdia canadensis,302,16,2
Shepherdia canadensis,302,17,3
Shepherdia canadensis,302,18,6
Shepherdia canadensis,302,19,7
Shepherdia canadensis,302,20,16
Shepherdia canadensis,302,21,0
Viburnum,302,1,0
Viburnum,302,2,1
Viburnum,302,3,4
Viburnum,302,4,5
Viburnum,302,5,1
Viburnum,302,6,0
Viburnum,302,11,0
Viburnum,302,13,0
Viburnum,302,14,0
Viburnum,302,15,0
Viburnum,302,16,0
Viburnum,302,17,1
Viburnum,302,18,0
Viburnum,302,19,0
Viburnum,302,20,2
Viburnum,302,21,0
Abies,3031,1,4
Abies,3031,2,0.5
Abies,3031,3,9
Abies,3031,4,2
Abies,3031,11,1
Abies,3031,13,1.5
Abies,3031,14,1
Abies,3031,15,0
Abies,3031,16,0
Abies,3031,17,0
Abies,3031,18,0
Abies,3031,19,0
Abies,3031,20,0
Abies,3031,21,0.5
Acer negundo,3031,1,52
Acer negundo,3031,2,0
Acer negundo,3031,3,14
Acer negundo,3031,4,0
Acer negundo,3031,11,2
Acer negundo,3031,13,8
Acer negundo,3031,14,3
Acer negundo,3031,15,3
Acer negundo,3031,16,10
Acer negundo,3031,17,1
Acer negundo,3031,18,5
Acer negundo,3031,19,2
