taxa,dataset_id,BIN,summed_pollen_count
Fraxinus americana,15325,18,16
Fraxinus americana,15325,19,19
Fraxinus americana,15325,20,17
Fraxinus americana,15325,21,34
Fraxinus nigra,15325,1,0
Fraxinus nigra,15325,2,0
Fraxinus nigra,15325,3,0
Fraxinus nigra,15325,4,0
Fraxinus nigra,15325,5,0
Fraxinus nigra,15325,11,0
Fraxinus nigra,15325,13,0
Fraxinus nigra,15325,14,0
Fraxinus nigra,15325,15,0
Fraxinus nigra,15325,16,0
Fraxinus nigra,15325,17,0
Fraxinus nigra,15325,18,0
Fraxinus nigra,15325,19,0
Fraxinus nigra,15325,20,1
Fraxinus nigra,15325,21,0
Hypericum,15325,1,0
Hypericum,15325,2,0
Hypericum,15325,3,0
Hypericum,15325,4,0
Hypericum,15325,5,0
Hypericum,15325,11,0
Hypericum,15325,13,0
Hypericum,15325,14,0
Hypericum,15325,15,0
Hypericum,15325,16,0
Hypericum,15325,17,0
Hypericum,15325,18,0
Hypericum,15325,19,0
Hypericum,15325,20,0
Hypericum,15325,21,1
Ilex/Nemopanthus,15325,1,474
Ilex/Nemopanthus,15325,2,0
Ilex/Nemopanthus,15325,3,0
Ilex/Nemopanthus,15325,4,0
Ilex/Nemopanthus,15325,5,2
Ilex/Nemopanthus,15325,11,113
Ilex/Nemopanthus,15325,13,46
Ilex/Nemopanthus,15325,14,26
Ilex/Nemopanthus,15325,15,153
Ilex/Nemopanthus,15325,16,44
Ilex/Nemopanthus,15325,17,44
Ilex/Nemopanthus,15325,18,323
Ilex/Nemopanthus,15325,19,6
Ilex/Nemopanthus,15325,20,3
Ilex/Nemopanthus,15325,21,312
Juglans cinerea,15325,1,8
Juglans cinerea,15325,2,0
Juglans cinerea,15325,3,2
Juglans cinerea,15325,4,1
Juglans cinerea,15325,5,0
Juglans cinerea,15325,11,1
Juglans cinerea,15325,13,0
Juglans cinerea,15325,14,3
Juglans cinerea,15325,15,0
Juglans cinerea,15325,16,2
Juglans cinerea,15325,17,0
Juglans cinerea,15325,18,0
Juglans cinerea,15325,19,2
Juglans cinerea,15325,20,7
Juglans cinerea,15325,21,0
Juglans nigra,15325,1,0
Juglans nigra,15325,2,0
Juglans nigra,15325,3,0
Juglans nigra,15325,4,0
Juglans nigra,15325,5,0
Juglans nigra,15325,11,0
Juglans nigra,15325,13,0
Juglans nigra,15325,14,0
Juglans nigra,15325,15,0
Juglans nigra,15325,16,0
Juglans nigra,15325,17,0
Juglans nigra,15325,18,1
Juglans nigra,15325,19,0
Juglans nigra,15325,20,0
Juglans nigra,15325,21,0
Larix,15325,1,3
Larix,15325,2,6
Larix,15325,3,8
Larix,15325,4,16
Larix,15325,5,1
Larix,15325,11,9
Larix,15325,13,0
Larix,15325,14,1
Larix,15325,15,0
Larix,15325,16,0
Larix,15325,17,0
Larix,15325,18,5
Larix,15325,19,4
Larix,15325,20,4
Larix,15325,21,3
Liquidambar,15325,1,1
Liquidambar,15325,2,0
Liquidambar,15325,3,0
Liquidambar,15325,4,0
Liquidambar,15325,5,0
Liquidambar,15325,11,1
Liquidambar,15325,13,0
Liquidambar,15325,14,1
Liquidambar,15325,15,0
Liquidambar,15325,16,0
Liquidambar,15325,17,0
Liquidambar,15325,18,0
Liquidambar,15325,19,0
Liquidambar,15325,20,0
Liquidambar,15325,21,1
Myrica/Comptonia peregrina,15325,1,43
Myrica/Comptonia peregrina,15325,2,10
Myrica/Comptonia peregrina,15325,3,14
Myrica/Comptonia peregrina,15325,4,8
Myrica/Comptonia peregrina,15325,5,1
Myrica/Comptonia peregrina,15325,11,1
Myrica/Comptonia peregrina,15325,13,1
Myrica/Comptonia peregrina,15325,14,5
Myrica/Comptonia peregrina,15325,15,0
Myrica/Comptonia peregrina,15325,16,7
Myrica/Comptonia peregrina,15325,17,0
Myrica/Comptonia peregrina,15325,18,3
Myrica/Comptonia peregrina,15325,19,19
Myrica/Comptonia peregrina,15325,20,19
Myrica/Comptonia peregrina,15325,21,16
Nyssa,15325,1,211
Nyssa,15325,2,0
Nyssa,15325,3,1
Nyssa,15325,4,0
Nyssa,15325,5,1
Nyssa,15325,11,62
Nyssa,15325,13,30
Nyssa,15325,14,102
Nyssa,15325,15,22
Nyssa,15325,16,56
Nyssa,15325,17,435
Nyssa,15325,18,10
Nyssa,15325,19,2
Nyssa,15325,20,0
Nyssa,15325,21,164
Ostrya/Carpinus,15325,1,23
Ostrya/Carpinus,15325,2,1
Ostrya/Carpinus,15325,3,3
Ostrya/Carpinus,15325,4,3
Ostrya/Carpinus,15325,5,0
Ostrya/Carpinus,15325,11,12
Ostrya/Carpinus,15325,13,0
Ostrya/Carpinus,15325,14,6
Ostrya/Carpinus,15325,15,0
Ostrya/Carpinus,15325,16,2
Ostrya/Carpinus,15325,17,1
Ostrya/Carpinus,15325,18,9
Ostrya/Carpinus,15325,19,13
Ostrya/Carpinus,15325,20,20
Ostrya/Carpinus,15325,21,17
Picea,15325,1,106
Picea,15325,2,599
Picea,15325,3,561
Picea,15325,4,236
Picea,15325,5,65
Picea,15325,11,37
Picea,15325,13,2
Picea,15325,14,2
Picea,15325,15,1
Picea,15325,16,1
Picea,15325,17,6
Picea,15325,18,38
Picea,15325,19,12
Picea,15325,20,121
Picea,15325,21,123
Pinus,15325,1,427
Pinus,15325,2,235
Pinus,15325,3,162
Pinus,15325,4,94
Pinus,15325,5,108
Pinus,15325,11,412
Pinus,15325,13,107
Pinus,15325,14,189
Pinus,15325,15,30
Pinus,15325,16,27
Pinus,15325,17,160
Pinus,15325,18,339
Pinus,15325,19,794
Pinus,15325,20,1012
Pinus,15325,21,335
Platanus,15325,1,9
Platanus,15325,2,0
Platanus,15325,3,0
Platanus,15325,4,0
Platanus,15325,5,0
Platanus,15325,11,1
Platanus,15325,13,0
Platanus,15325,14,0
Platanus,15325,15,0
Platanus,15325,16,0
Platanus,15325,17,1
Platanus,15325,18,2
Platanus,15325,19,0
Platanus,15325,20,0
Platanus,15325,21,2
Populus,15325,1,26
Populus,15325,2,6
Populus,15325,3,21
Populus,15325,4,0
Populus,15325,5,27
Populus,15325,11,22
Populus,15325,13,3
Populus,15325,14,20
Populus,15325,15,2
Populus,15325,16,3
Populus,15325,17,0
Populus,15325,18,22
Populus,15325,19,72
Populus,15325,20,26
Populus,15325,21,34
Quercus,15325,1,435
Quercus,15325,2,17
Quercus,15325,3,43
Quercus,15325,4,15
Quercus,15325,5,11
Quercus,15325,11,295
Quercus,15325,13,120
Quercus,15325,14,367
Quercus,15325,15,66
Quercus,15325,16,114
Quercus,15325,17,129
Quercus,15325,18,308
Quercus,15325,19,309
Quercus,15325,20,273
Quercus,15325,21,419
Rubus,15325,1,1
Rubus,15325,2,0
Rubus,15325,3,0
Rubus,15325,4,0
Rubus,15325,5,1
Rubus,15325,11,0
Rubus,15325,13,0
Rubus,15325,14,0
Rubus,15325,15,0
Rubus,15325,16,0
Rubus,15325,17,0
Rubus,15325,18,0
Rubus,15325,19,0
Rubus,15325,20,0
Rubus,15325,21,0
Salix,15325,1,8
Salix,15325,2,4
Salix,15325,3,4
Salix,15325,4,19
Salix,15325,5,13
Salix,15325,11,1
Salix,15325,13,2
Salix,15325,14,5
Salix,15325,15,0
Salix,15325,16,0
Salix,15325,17,0
Salix,15325,18,6
Salix,15325,19,7
Salix,15325,20,8
Salix,15325,21,6
Sambucus racemosa,15325,1,0
Sambucus racemosa,15325,2,0
Sambucus racemosa,15325,3,0
Sambucus racemosa,15325,4,0
Sambucus racemosa,15325,5,0
Sambucus racemosa,15325,11,0
Sambucus racemosa,15325,13,0
Sambucus racemosa,15325,14,0
Sambucus racemosa,15325,15,0
Sambucus racemosa,15325,16,0
Sambucus racemosa,15325,17,0
Sambucus racemosa,15325,18,0
Sambucus racemosa,15325,19,3
Sambucus racemosa,15325,20,0
Sambucus racemosa,15325,21,0
Shepherdia,15325,1,0
Shepherdia,15325,2,0
Shepherdia,15325,3,0
Shepherdia,15325,4,0
Shepherdia,15325,5,6
Shepherdia,15325,11,0
Shepherdia,15325,13,0
Shepherdia,15325,14,0
Shepherdia,15325,15,0
Shepherdia,15325,16,0
Shepherdia,15325,17,0
Shepherdia,15325,18,0
Shepherdia,15325,19,0
Shepherdia,15325,20,0
Shepherdia,15325,21,0
Tilia,15325,1,2
Tilia,15325,2,0
Tilia,15325,3,0
Tilia,15325,4,0
Tilia,15325,5,1
Tilia,15325,11,5
Tilia,15325,13,0
Tilia,15325,14,1
Tilia,15325,15,0
Tilia,15325,16,0
Tilia,15325,17,1
Tilia,15325,18,1
Tilia,15325,19,0
Tilia,15325,20,0
Tilia,15325,21,4
Tsuga,15325,1,111
Tsuga,15325,2,3
Tsuga,15325,3,1
Tsuga,15325,4,0
Tsuga,15325,5,6
Tsuga,15325,11,217
Tsuga,15325,13,32
Tsuga,15325,14,131
Tsuga,15325,15,66
Tsuga,15325,16,175
Tsuga,15325,17,223
Tsuga,15325,18,243
Tsuga,15325,19,182
Tsuga,15325,20,97
Tsuga,15325,21,264
Ulmus,15325,1,27
Ulmus,15325,2,1
Ulmus,15325,3,1
Ulmus,15325,4,0
Ulmus,15325,5,0
Ulmus,15325,11,14
Ulmus,15325,13,4
Ulmus,15325,14,7
Ulmus,15325,15,2
Ulmus,15325,16,5
Ulmus,15325,17,3
Ulmus,15325,18,8
Ulmus,15325,19,17
Ulmus,15325,20,18
Ulmus,15325,21,15
Viburnum,15325,1,23
Viburnum,15325,2,0
Viburnum,15325,3,0
Viburnum,15325,4,0
Viburnum,15325,5,0
Viburnum,15325,11,5
Viburnum,15325,13,0
Viburnum,15325,14,0
Viburnum,15325,15,0
Viburnum,15325,16,0
Viburnum,15325,17,0
Viburnum,15325,18,2
Viburnum,15325,19,1
Viburnum,15325,20,1
Viburnum,15325,21,50
Abies,15350,1,16
Abies,15350,2,111
Abies,15350,3,21
Abies,15350,4,65
Abies,15350,5,43
Abies,15350,6,8
Abies,15350,11,1
Abies,15350,13,1
Abies,15350,14,0
Abies,15350,15,0
Abies,15350,16,0
Abies,15350,17,1
Abies,15350,18,3
Abies,15350,19,13
Abies,15350,20,24
Abies,15350,21,3
Acer,15350,1,109
Acer,15350,2,5
Acer,15350,3,1
Acer,15350,4,4
Acer,15350,5,0
Acer,15350,6,10
Acer,15350,11,72
Acer,15350,13,64
Acer,15350,14,37
Acer,15350,15,50
Acer,15350,16,37
Acer,15350,17,109
Acer,15350,18,12
Acer,15350,19,10
Acer,15350,20,12
Acer,15350,21,98
Alnus,15350,1,56
Alnus,15350,2,10
Alnus,15350,3,6
Alnus,15350,4,1
Alnus,15350,5,1
Alnus,15350,6,3
Alnus,15350,11,35
Alnus,15350,13,12
Alnus,15350,14,10
Alnus,15350,15,4
Alnus,15350,16,1
Alnus,15350,17,8
Alnus,15350,18,1
Alnus,15350,19,3
Alnus,15350,20,2
Alnus,15350,21,27
Artemisia,15350,1,3
Artemisia,15350,2,0
Artemisia,15350,3,0
Artemisia,15350,4,3
Artemisia,15350,5,2
Artemisia,15350,6,1
Artemisia,15350,11,0
Artemisia,15350,13,0
Artemisia,15350,14,2
Artemisia,15350,15,1
Artemisia,15350,16,0
Artemisia,15350,17,1
Artemisia,15350,18,0
Artemisia,15350,19,0
Artemisia,15350,20,0
Artemisia,15350,21,0
Betula,15350,1,851
Betula,15350,2,98
Betula,15350,3,11
Betula,15350,4,39
Betula,15350,5,33
Betula,15350,6,112
Betula,15350,11,485
Betula,15350,13,311
Betula,15350,14,345
Betula,15350,15,410
Betula,15350,16,366
Betula,15350,17,712
Betula,15350,18,72
Betula,15350,19,62
Betula,15350,20,67
Betula,15350,21,594
Carya,15350,1,29
Carya,15350,2,2
Carya,15350,3,0
Carya,15350,4,3
Carya,15350,5,2
Carya,15350,6,1
Carya,15350,11,22
Carya,15350,13,9
Carya,15350,14,9
Carya,15350,15,12
Carya,15350,16,11
Carya,15350,17,16
Carya,15350,18,4
Carya,15350,19,0
Carya,15350,20,1
Carya,15350,21,15
Castanea,15350,1,57
Castanea,15350,2,1
Castanea,15350,3,0
Castanea,15350,4,1
Castanea,15350,5,0
Castanea,15350,6,2
Castanea,15350,11,23
Castanea,15350,13,15
Castanea,15350,14,20
Castanea,15350,15,4
Castanea,15350,16,5
Castanea,15350,17,6
Castanea,15350,18,0
Castanea,15350,19,1
Castanea,15350,20,2
Castanea,15350,21,37
Celtis,15350,1,1
Celtis,15350,2,0
Celtis,15350,3,0
Celtis,15350,4,0
Celtis,15350,5,0
Celtis,15350,6,0
Celtis,15350,11,0
Celtis,15350,13,0
Celtis,15350,14,0
Celtis,15350,15,0
Celtis,15350,16,0
Celtis,15350,17,0
Celtis,15350,18,0
Celtis,15350,19,0
Celtis,15350,20,0
Celtis,15350,21,0
Cephalanthus,15350,1,0
Cephalanthus,15350,2,0
Cephalanthus,15350,3,0
Cephalanthus,15350,4,0
Cephalanthus,15350,5,0
Cephalanthus,15350,6,1
Cephalanthus,15350,11,0
Cephalanthus,15350,13,0
Cephalanthus,15350,14,0
Cephalanthus,15350,15,0
Cephalanthus,15350,16,0
Cephalanthus,15350,17,0
Cephalanthus,15350,18,0
Cephalanthus,15350,19,0
Cephalanthus,15350,20,0
Cephalanthus,15350,21,0
Corylus,15350,1,39
Corylus,15350,2,22
Corylus,15350,3,4
Corylus,15350,4,13
Corylus,15350,5,6
Corylus,15350,6,2
Corylus,15350,11,36
Corylus,15350,13,25
Corylus,15350,14,18
Corylus,15350,15,16
Corylus,15350,16,13
Corylus,15350,17,37
Corylus,15350,18,11
Corylus,15350,19,11
Corylus,15350,20,22
Corylus,15350,21,35
Elaeagnus,15350,1,0
Elaeagnus,15350,2,0
Elaeagnus,15350,3,0
Elaeagnus,15350,4,0
Elaeagnus,15350,5,0
Elaeagnus,15350,6,1
Elaeagnus,15350,11,0
Elaeagnus,15350,13,0
Elaeagnus,15350,14,0
Elaeagnus,15350,15,0
Elaeagnus,15350,16,0
Elaeagnus,15350,17,0
Elaeagnus,15350,18,0
Elaeagnus,15350,19,0
Elaeagnus,15350,20,0
Elaeagnus,15350,21,0
Ericaceae,15350,1,0
Ericaceae,15350,2,1
Ericaceae,15350,3,0
Ericaceae,15350,4,1
Ericaceae,15350,5,0
Ericaceae,15350,6,1
Ericaceae,15350,11,0
Ericaceae,15350,13,0
Ericaceae,15350,14,0
Ericaceae,15350,15,0
Ericaceae,15350,16,0
Ericaceae,15350,17,0
Ericaceae,15350,18,0
Ericaceae,15350,19,0
Ericaceae,15350,20,0
Ericaceae,15350,21,0
Fagus,15350,1,221
Fagus,15350,2,1
Fagus,15350,3,0
Fagus,15350,4,8
Fagus,15350,5,2
Fagus,15350,6,19
Fagus,15350,11,139
Fagus,15350,13,112
Fagus,15350,14,121
Fagus,15350,15,97
Fagus,15350,16,75
Fagus,15350,17,167
Fagus,15350,18,5
Fagus,15350,19,6
Fagus,15350,20,0
Fagus,15350,21,140
Fraxinus,15350,1,12
Fraxinus,15350,2,7
Fraxinus,15350,3,0
Fraxinus,15350,4,1
Fraxinus,15350,5,2
Fraxinus,15350,6,7
Fraxinus,15350,11,19
Fraxinus,15350,13,14
Fraxinus,15350,14,15
Fraxinus,15350,15,16
Fraxinus,15350,16,23
Fraxinus,15350,17,57
Fraxinus,15350,18,7
Fraxinus,15350,19,11
Fraxinus,15350,20,11
Fraxinus,15350,21,18
Ilex,15350,1,4
Ilex,15350,2,0
Ilex,15350,3,0
Ilex,15350,4,0
Ilex,15350,5,0
Ilex,15350,6,0
Ilex,15350,11,3
Ilex,15350,13,4
Ilex,15350,14,1
Ilex,15350,15,0
Ilex,15350,16,0
Ilex,15350,17,2
Ilex,15350,18,0
Ilex,15350,19,1
Ilex,15350,20,0
Ilex,15350,21,1
Juglans,15350,1,1
Juglans,15350,2,1
Juglans,15350,3,0
Juglans,15350,4,0
Juglans,15350,5,0
Juglans,15350,6,3
Juglans,15350,11,4
Juglans,15350,13,2
Juglans,15350,14,4
Juglans,15350,15,3
Juglans,15350,16,7
Juglans,15350,17,6
Juglans,15350,18,1
Juglans,15350,19,3
Juglans,15350,20,2
Juglans,15350,21,2
Liquidambar,15350,1,1
Liquidambar,15350,2,0
Liquidambar,15350,3,0
Liquidambar,15350,4,0
Liquidambar,15350,5,0
Liquidambar,15350,6,0
Liquidambar,15350,11,0
Liquidambar,15350,13,0
Liquidambar,15350,14,0
Liquidambar,15350,15,0
Liquidambar,15350,16,0
Liquidambar,15350,17,0
Liquidambar,15350,18,0
Liquidambar,15350,19,0
Liquidambar,15350,20,0
Liquidambar,15350,21,0
Nyssa,15350,1,4
Nyssa,15350,2,0
Nyssa,15350,3,0
Nyssa,15350,4,1
Nyssa,15350,5,0
Nyssa,15350,6,0
Nyssa,15350,11,0
Nyssa,15350,13,0
Nyssa,15350,14,3
Nyssa,15350,15,0
Nyssa,15350,16,2
Nyssa,15350,17,5
Nyssa,15350,18,0
Nyssa,15350,19,0
Nyssa,15350,20,0
Nyssa,15350,21,6
Ostrya,15350,1,50
Ostrya,15350,2,10
Ostrya,15350,3,1
Ostrya,15350,4,7
Ostrya,15350,5,0
Ostrya,15350,6,6
Ostrya,15350,11,22
Ostrya,15350,13,8
Ostrya,15350,14,13
Ostrya,15350,15,11
Ostrya,15350,16,10
Ostrya,15350,17,20
Ostrya,15350,18,2
Ostrya,15350,19,4
Ostrya,15350,20,6
Ostrya,15350,21,33
Picea,15350,1,0
Picea,15350,2,50
Picea,15350,3,36
Picea,15350,4,130
Picea,15350,5,152
Picea,15350,6,23
Picea,15350,11,3
Picea,15350,13,0
Picea,15350,14,0
Picea,15350,15,1
Picea,15350,16,0
Picea,15350,17,3
Picea,15350,18,0
Picea,15350,19,2
Picea,15350,20,4
Picea,15350,21,0
Pinus,15350,1,282
Pinus,15350,2,289
Pinus,15350,3,88
Pinus,15350,4,207
Pinus,15350,5,181
Pinus,15350,6,139
Pinus,15350,11,170
Pinus,15350,13,118
Pinus,15350,14,58
Pinus,15350,15,51
Pinus,15350,16,27
Pinus,15350,17,400
Pinus,15350,18,204
Pinus,15350,19,305
Pinus,15350,20,417
Pinus,15350,21,192
Populus,15350,1,9
Populus,15350,2,0
Populus,15350,3,0
Populus,15350,4,0
Populus,15350,5,0
Populus,15350,6,0
Populus,15350,11,0
Populus,15350,13,0
Populus,15350,14,0
Populus,15350,15,0
Populus,15350,16,0
Populus,15350,17,0
Populus,15350,18,0
Populus,15350,19,0
Populus,15350,20,0
Populus,15350,21,0
Quercus,15350,1,507
Quercus,15350,2,41
Quercus,15350,3,12
Quercus,15350,4,42
Quercus,15350,5,36
Quercus,15350,6,109
Quercus,15350,11,307
Quercus,15350,13,268
Quercus,15350,14,206
Quercus,15350,15,187
Quercus,15350,16,150
Quercus,15350,17,602
Quercus,15350,18,125
Quercus,15350,19,147
Quercus,15350,20,107
Quercus,15350,21,392
Rhus,15350,1,0
Rhus,15350,2,0
Rhus,15350,3,0
Rhus,15350,4,0
Rhus,15350,5,0
Rhus,15350,6,0
Rhus,15350,11,0
Rhus,15350,13,0
Rhus,15350,14,0
Rhus,15350,15,0
Rhus,15350,16,0
Rhus,15350,17,1
Rhus,15350,18,0
Rhus,15350,19,0
Rhus,15350,20,0
Rhus,15350,21,0
Rosaceae,15350,1,0
Rosaceae,15350,2,1
Rosaceae,15350,3,0
Rosaceae,15350,4,0
Rosaceae,15350,5,0
Rosaceae,15350,6,0
Rosaceae,15350,11,0
Rosaceae,15350,13,0
Rosaceae,15350,14,0
Rosaceae,15350,15,0
Rosaceae,15350,16,0
Rosaceae,15350,17,0
Rosaceae,15350,18,0
Rosaceae,15350,19,0
Rosaceae,15350,20,0
Rosaceae,15350,21,0
Salix,15350,1,8
Salix,15350,2,4
Salix,15350,3,3
Salix,15350,4,2
Salix,15350,5,4
Salix,15350,6,2
Salix,15350,11,5
Salix,15350,13,1
Salix,15350,14,0
Salix,15350,15,1
Salix,15350,16,0
Salix,15350,17,1
Salix,15350,18,0
Salix,15350,19,0
Salix,15350,20,0
Salix,15350,21,4
Tilia,15350,1,14
Tilia,15350,2,1
Tilia,15350,3,0
Tilia,15350,4,0
Tilia,15350,5,0
Tilia,15350,6,1
Tilia,15350,11,3
Tilia,15350,13,1
Tilia,15350,14,1
Tilia,15350,15,3
Tilia,15350,16,4
Tilia,15350,17,8
Tilia,15350,18,0
Tilia,15350,19,0
Tilia,15350,20,0
Tilia,15350,21,6
Tsuga,15350,1,515
Tsuga,15350,2,26
Tsuga,15350,3,2
Tsuga,15350,4,16
Tsuga,15350,5,8
Tsuga,15350,6,97
Tsuga,15350,11,215
Tsuga,15350,13,84
Tsuga,15350,14,51
Tsuga,15350,15,450
Tsuga,15350,16,426
Tsuga,15350,17,1010
Tsuga,15350,18,161
Tsuga,15350,19,72
Tsuga,15350,20,15
Tsuga,15350,21,296
Ulmus,15350,1,21
Ulmus,15350,2,5
Ulmus,15350,3,0
Ulmus,15350,4,1
Ulmus,15350,5,0
Ulmus,15350,6,7
Ulmus,15350,11,25
Ulmus,15350,13,8
Ulmus,15350,14,8
Ulmus,15350,15,12
Ulmus,15350,16,14
Ulmus,15350,17,21
Ulmus,15350,18,13
Ulmus,15350,19,5
Ulmus,15350,20,5
Ulmus,15350,21,12
Viburnum,15350,1,1
Viburnum,15350,2,0
Viburnum,15350,3,0
Viburnum,15350,4,1
Viburnum,15350,5,0
Viburnum,15350,6,0
Viburnum,15350,11,0
Viburnum,15350,13,1
Viburnum,15350,14,0
Viburnum,15350,15,0
Viburnum,15350,16,0
Viburnum,15350,17,1
Viburnum,15350,18,0
Viburnum,15350,19,1
Viburnum,15350,20,0
Viburnum,15350,21,0
Abies,15356,1,364
Abies,15356,2,35
Abies,15356,3,20
Abies,15356,4,12
Abies,15356,5,5
Abies,15356,11,104
Abies,15356,13,277
Abies,15356,14,152
Abies,15356,15,291
Abies,15356,16,60
Abies,15356,17,86
Abies,15356,18,47
Abies,15356,19,79
Abies,15356,20,57
Abies,15356,21,126
Acer,15356,1,0
Acer,15356,2,1
Acer,15356,3,0
Acer,15356,4,0
Acer,15356,5,0
Acer,15356,11,0
Acer,15356,13,0
Acer,15356,14,0
Acer,15356,15,0
Acer,15356,16,0
Acer,15356,17,1
Acer,15356,18,0
Acer,15356,19,0
Acer,15356,20,2
Acer,15356,21,0
Alnus,15356,1,10
Alnus,15356,2,5
Alnus,15356,3,0
Alnus,15356,4,0
Alnus,15356,5,0
Alnus,15356,11,2
Alnus,15356,13,7
Alnus,15356,14,26
Alnus,15356,15,187
Alnus,15356,16,185
Alnus,15356,17,243
Alnus,15356,18,100
Alnus,15356,19,24
Alnus,15356,20,6
Alnus,15356,21,3
Artemisia,15356,1,625
Artemisia,15356,2,2378
Artemisia,15356,3,838
Artemisia,15356,4,902
Artemisia,15356,5,485
Artemisia,15356,11,217
Artemisia,15356,13,425
Artemisia,15356,14,268
Artemisia,15356,15,390
Artemisia,15356,16,196
Artemisia,15356,17,332
Artemisia,15356,18,300
Artemisia,15356,19,573
Artemisia,15356,20,581
Artemisia,15356,21,145
Carpinus,15356,1,0
Carpinus,15356,2,2
Carpinus,15356,3,0
Carpinus,15356,4,0
Carpinus,15356,5,0
Carpinus,15356,11,0
Carpinus,15356,13,0
Carpinus,15356,14,0
Carpinus,15356,15,1
Carpinus,15356,16,0
Carpinus,15356,17,0
Carpinus,15356,18,0
Carpinus,15356,19,0
Carpinus,15356,20,0
Carpinus,15356,21,0
Ceanothus,15356,1,0
Ceanothus,15356,2,1
Ceanothus,15356,3,0
Ceanothus,15356,4,2
Ceanothus,15356,5,1
Ceanothus,15356,11,0
Ceanothus,15356,13,1
Ceanothus,15356,14,0
Ceanothus,15356,15,0
Ceanothus,15356,16,0
Ceanothus,15356,17,0
Ceanothus,15356,18,0
Ceanothus,15356,19,0
Ceanothus,15356,20,1
Ceanothus,15356,21,0
Celtis,15356,1,1
Celtis,15356,2,0
Celtis,15356,3,0
Celtis,15356,4,0
Celtis,15356,5,0
Celtis,15356,11,0
Celtis,15356,13,0
Celtis,15356,14,0
Celtis,15356,15,0
Celtis,15356,16,0
Celtis,15356,17,0
Celtis,15356,18,0
Celtis,15356,19,0
Celtis,15356,20,0
Celtis,15356,21,0
Ephedra,15356,1,28
Ephedra,15356,2,0
Ephedra,15356,3,0
Ephedra,15356,4,0
Ephedra,15356,5,0
Ephedra,15356,11,15
Ephedra,15356,13,14
Ephedra,15356,14,6
Ephedra,15356,15,8
Ephedra,15356,16,3
Ephedra,15356,17,5
Ephedra,15356,18,3
Ephedra,15356,19,5
Ephedra,15356,20,2
Ephedra,15356,21,10
Ericaceae,15356,1,0
Ericaceae,15356,2,1
Ericaceae,15356,3,0
Ericaceae,15356,4,0
Ericaceae,15356,5,0
Ericaceae,15356,11,0
Ericaceae,15356,13,0
Ericaceae,15356,14,0
Ericaceae,15356,15,0
Ericaceae,15356,16,0
Ericaceae,15356,17,0
Ericaceae,15356,18,1
Ericaceae,15356,19,1
Ericaceae,15356,20,0
Ericaceae,15356,21,0
Juglans,15356,1,0
Juglans,15356,2,3
Juglans,15356,3,0
Juglans,15356,4,1
Juglans,15356,5,0
Juglans,15356,11,0
Juglans,15356,13,0
Juglans,15356,14,1
Juglans,15356,15,2
Juglans,15356,16,0
Juglans,15356,17,0
Juglans,15356,18,0
Juglans,15356,19,1
Juglans,15356,20,2
Juglans,15356,21,0
Juniperus,15356,1,110
Juniperus,15356,2,43
Juniperus,15356,3,21
Juniperus,15356,4,30
Juniperus,15356,5,14
Juniperus,15356,11,16
Juniperus,15356,13,105
Juniperus,15356,14,84
Juniperus,15356,15,97
Juniperus,15356,16,33
Juniperus,15356,17,51
Juniperus,15356,18,44
Juniperus,15356,19,38
Juniperus,15356,20,15
Juniperus,15356,21,24
Picea,15356,1,1119
Picea,15356,2,1118
Picea,15356,3,279
Picea,15356,4,313
Picea,15356,5,127
Picea,15356,11,459
Picea,15356,13,1080
Picea,15356,14,728
Picea,15356,15,1188
Picea,15356,16,581
Picea,15356,17,503
Picea,15356,18,456
Picea,15356,19,516
Picea,15356,20,404
Picea,15356,21,343
Pinus edulis,15356,1,487
Pinus edulis,15356,2,0
Pinus edulis,15356,3,1
Pinus edulis,15356,4,0
Pinus edulis,15356,5,3
Pinus edulis,15356,11,51
Pinus edulis,15356,13,0
Pinus edulis,15356,14,16
Pinus edulis,15356,15,5
Pinus edulis,15356,16,0
Pinus edulis,15356,17,0
Pinus edulis,15356,18,0
Pinus edulis,15356,19,5
Pinus edulis,15356,20,3
Pinus edulis,15356,21,129
Pinus undiff.,15356,1,2114
Pinus undiff.,15356,2,1637
Pinus undiff.,15356,3,323
Pinus undiff.,15356,4,414
Pinus undiff.,15356,5,166
Pinus undiff.,15356,11,1174
Pinus undiff.,15356,13,1990
Pinus undiff.,15356,14,1451
Pinus undiff.,15356,15,2510
Pinus undiff.,15356,16,944
Pinus undiff.,15356,17,920
Pinus undiff.,15356,18,734
Pinus undiff.,15356,19,971
Pinus undiff.,15356,20,1119
Pinus undiff.,15356,21,663
Populus,15356,1,6
Populus,15356,2,8
Populus,15356,3,2
Populus,15356,4,7
Populus,15356,5,0
Populus,15356,11,1
Populus,15356,13,5
Populus,15356,14,1
Populus,15356,15,2
Populus,15356,16,0
Populus,15356,17,0
Populus,15356,18,1
Populus,15356,19,0
Populus,15356,20,0
Populus,15356,21,1
Pseudotsuga,15356,1,59
Pseudotsuga,15356,2,11
Pseudotsuga,15356,3,7
Pseudotsuga,15356,4,9
Pseudotsuga,15356,5,1
Pseudotsuga,15356,11,31
Pseudotsuga,15356,13,39
Pseudotsuga,15356,14,26
Pseudotsuga,15356,15,29
Pseudotsuga,15356,16,7
Pseudotsuga,15356,17,7
Pseudotsuga,15356,18,11
Pseudotsuga,15356,19,13
